Model,Scenario,Region,Variable,Unit,Exporter,Importer,Value,Year
steel_trade,only_steel,R12_AFR>R12_PAO,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_AFR,R12_PAO,0.262325774,2025
steel_trade,only_steel,R12_AFR>R12_PAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_AFR,R12_PAS,0.867353399,2025
steel_trade,only_steel,R12_AFR>R12_RCPA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_AFR,R12_RCPA,0.000760039,2025
steel_trade,only_steel,R12_AFR>R12_SAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_AFR,R12_SAS,1.054422193,2025
steel_trade,only_steel,R12_AFR>R12_WEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_AFR,R12_WEU,1.200065165,2025
steel_trade,only_steel,R12_CHN>R12_AFR,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_CHN,R12_AFR,10.059085794,2025
steel_trade,only_steel,R12_CHN>R12_EEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_CHN,R12_EEU,1.893819999,2025
steel_trade,only_steel,R12_CHN>R12_FSU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_CHN,R12_FSU,3.778354772,2025
steel_trade,only_steel,R12_CHN>R12_LAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_CHN,R12_LAM,14.051158379,2025
steel_trade,only_steel,R12_CHN>R12_MEA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_CHN,R12_MEA,13.177193388,2025
steel_trade,only_steel,R12_CHN>R12_NAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_CHN,R12_NAM,5.144175730000001,2025
steel_trade,only_steel,R12_CHN>R12_PAO,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_CHN,R12_PAO,4.893306289,2025
steel_trade,only_steel,R12_CHN>R12_PAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_CHN,R12_PAS,32.551700556,2025
steel_trade,only_steel,R12_CHN>R12_RCPA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_CHN,R12_RCPA,12.094610699,2025
steel_trade,only_steel,R12_CHN>R12_SAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_CHN,R12_SAS,6.386792745,2025
steel_trade,only_steel,R12_CHN>R12_WEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_CHN,R12_WEU,11.356766004,2025
steel_trade,only_steel,R12_EEU>R12_AFR,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_EEU,R12_AFR,0.033282344,2025
steel_trade,only_steel,R12_EEU>R12_CHN,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_EEU,R12_CHN,0.0716983799999999,2025
steel_trade,only_steel,R12_EEU>R12_FSU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_EEU,R12_FSU,0.747390417,2025
steel_trade,only_steel,R12_EEU>R12_LAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_EEU,R12_LAM,0.12159439,2025
steel_trade,only_steel,R12_EEU>R12_MEA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_EEU,R12_MEA,0.3821337509999999,2025
steel_trade,only_steel,R12_EEU>R12_NAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_EEU,R12_NAM,1.016084523,2025
steel_trade,only_steel,R12_EEU>R12_PAO,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_EEU,R12_PAO,0.043150387,2025
steel_trade,only_steel,R12_EEU>R12_PAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_EEU,R12_PAS,0.072592974,2025
steel_trade,only_steel,R12_EEU>R12_RCPA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_EEU,R12_RCPA,0.007252511,2025
steel_trade,only_steel,R12_EEU>R12_SAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_EEU,R12_SAS,1.22919342,2025
steel_trade,only_steel,R12_EEU>R12_WEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_EEU,R12_WEU,20.606441461,2025
steel_trade,only_steel,R12_FSU>R12_AFR,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_FSU,R12_AFR,0.187550503,2025
steel_trade,only_steel,R12_FSU>R12_CHN,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_FSU,R12_CHN,2.030175203,2025
steel_trade,only_steel,R12_FSU>R12_EEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_FSU,R12_EEU,4.400140824,2025
steel_trade,only_steel,R12_FSU>R12_LAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_FSU,R12_LAM,0.631690738,2025
steel_trade,only_steel,R12_FSU>R12_MEA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_FSU,R12_MEA,2.228285249,2025
steel_trade,only_steel,R12_FSU>R12_NAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_FSU,R12_NAM,0.4747127889999999,2025
steel_trade,only_steel,R12_FSU>R12_PAO,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_FSU,R12_PAO,0.415951429,2025
steel_trade,only_steel,R12_FSU>R12_PAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_FSU,R12_PAS,4.121967639,2025
steel_trade,only_steel,R12_FSU>R12_RCPA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_FSU,R12_RCPA,0.000155417,2025
steel_trade,only_steel,R12_FSU>R12_SAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_FSU,R12_SAS,1.134619778,2025
steel_trade,only_steel,R12_FSU>R12_WEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_FSU,R12_WEU,13.14545529,2025
steel_trade,only_steel,R12_LAM>R12_AFR,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_LAM,R12_AFR,0.048920307,2025
steel_trade,only_steel,R12_LAM>R12_CHN,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_LAM,R12_CHN,0.603876772,2025
steel_trade,only_steel,R12_LAM>R12_EEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_LAM,R12_EEU,0.08476849,2025
steel_trade,only_steel,R12_LAM>R12_FSU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_LAM,R12_FSU,0.018950709,2025
steel_trade,only_steel,R12_LAM>R12_MEA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_LAM,R12_MEA,0.50989467,2025
steel_trade,only_steel,R12_LAM>R12_NAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_LAM,R12_NAM,15.543752872,2025
steel_trade,only_steel,R12_LAM>R12_PAO,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_LAM,R12_PAO,0.115914247,2025
steel_trade,only_steel,R12_LAM>R12_PAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_LAM,R12_PAS,0.524249124,2025
steel_trade,only_steel,R12_LAM>R12_RCPA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_LAM,R12_RCPA,0.055033601,2025
steel_trade,only_steel,R12_LAM>R12_SAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_LAM,R12_SAS,1.508146887,2025
steel_trade,only_steel,R12_LAM>R12_WEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_LAM,R12_WEU,3.56640127,2025
steel_trade,only_steel,R12_MEA>R12_AFR,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_MEA,R12_AFR,0.911752518,2025
steel_trade,only_steel,R12_MEA>R12_CHN,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_MEA,R12_CHN,2.312030582,2025
steel_trade,only_steel,R12_MEA>R12_EEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_MEA,R12_EEU,0.904646898,2025
steel_trade,only_steel,R12_MEA>R12_FSU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_MEA,R12_FSU,0.553935502,2025
steel_trade,only_steel,R12_MEA>R12_LAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_MEA,R12_LAM,0.509140255,2025
steel_trade,only_steel,R12_MEA>R12_NAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_MEA,R12_NAM,1.893225955,2025
steel_trade,only_steel,R12_MEA>R12_PAO,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_MEA,R12_PAO,0.132111912,2025
steel_trade,only_steel,R12_MEA>R12_PAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_MEA,R12_PAS,4.378792031,2025
steel_trade,only_steel,R12_MEA>R12_RCPA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_MEA,R12_RCPA,0.009839788,2025
steel_trade,only_steel,R12_MEA>R12_SAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_MEA,R12_SAS,3.203770363,2025
steel_trade,only_steel,R12_MEA>R12_WEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_MEA,R12_WEU,6.581606939,2025
steel_trade,only_steel,R12_NAM>R12_AFR,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_NAM,R12_AFR,0.062680489,2025
steel_trade,only_steel,R12_NAM>R12_CHN,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_NAM,R12_CHN,0.175318701,2025
steel_trade,only_steel,R12_NAM>R12_EEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_NAM,R12_EEU,0.047190247,2025
steel_trade,only_steel,R12_NAM>R12_FSU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_NAM,R12_FSU,0.006505135,2025
steel_trade,only_steel,R12_NAM>R12_LAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_NAM,R12_LAM,9.809579145,2025
steel_trade,only_steel,R12_NAM>R12_MEA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_NAM,R12_MEA,0.465064837,2025
steel_trade,only_steel,R12_NAM>R12_PAO,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_NAM,R12_PAO,0.154628171,2025
steel_trade,only_steel,R12_NAM>R12_PAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_NAM,R12_PAS,1.157063207,2025
steel_trade,only_steel,R12_NAM>R12_RCPA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_NAM,R12_RCPA,0.955377676,2025
steel_trade,only_steel,R12_NAM>R12_SAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_NAM,R12_SAS,4.37377561,2025
steel_trade,only_steel,R12_NAM>R12_WEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_NAM,R12_WEU,6.521901786,2025
steel_trade,only_steel,R12_PAO>R12_AFR,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_PAO,R12_AFR,0.8960093250000001,2025
steel_trade,only_steel,R12_PAO>R12_CHN,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_PAO,R12_CHN,3.4132849640000003,2025
steel_trade,only_steel,R12_PAO>R12_EEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_PAO,R12_EEU,0.306775241,2025
steel_trade,only_steel,R12_PAO>R12_FSU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_PAO,R12_FSU,0.015904709,2025
steel_trade,only_steel,R12_PAO>R12_LAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_PAO,R12_LAM,3.649750499,2025
steel_trade,only_steel,R12_PAO>R12_MEA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_PAO,R12_MEA,1.277927625,2025
steel_trade,only_steel,R12_PAO>R12_NAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_PAO,R12_NAM,2.188376095,2025
steel_trade,only_steel,R12_PAO>R12_PAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_PAO,R12_PAS,18.983860991,2025
steel_trade,only_steel,R12_PAO>R12_RCPA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_PAO,R12_RCPA,3.998554233,2025
steel_trade,only_steel,R12_PAO>R12_SAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_PAO,R12_SAS,4.041116754,2025
steel_trade,only_steel,R12_PAO>R12_WEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_PAO,R12_WEU,3.007830137,2025
steel_trade,only_steel,R12_PAS>R12_AFR,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_PAS,R12_AFR,0.626528254,2025
steel_trade,only_steel,R12_PAS>R12_CHN,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_PAS,R12_CHN,15.910332438,2025
steel_trade,only_steel,R12_PAS>R12_EEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_PAS,R12_EEU,1.117806608,2025
steel_trade,only_steel,R12_PAS>R12_FSU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_PAS,R12_FSU,0.094725375,2025
steel_trade,only_steel,R12_PAS>R12_LAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_PAS,R12_LAM,2.756939076,2025
steel_trade,only_steel,R12_PAS>R12_MEA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_PAS,R12_MEA,1.362833071,2025
steel_trade,only_steel,R12_PAS>R12_NAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_PAS,R12_NAM,5.46661869,2025
steel_trade,only_steel,R12_PAS>R12_PAO,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_PAS,R12_PAO,5.224340881,2025
steel_trade,only_steel,R12_PAS>R12_RCPA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_PAS,R12_RCPA,1.35518055,2025
steel_trade,only_steel,R12_PAS>R12_SAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_PAS,R12_SAS,5.479505868,2025
steel_trade,only_steel,R12_PAS>R12_WEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_PAS,R12_WEU,7.435442674,2025
steel_trade,only_steel,R12_RCPA>R12_AFR,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_RCPA,R12_AFR,0.024448325,2025
steel_trade,only_steel,R12_RCPA>R12_CHN,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_RCPA,R12_CHN,0.189675049,2025
steel_trade,only_steel,R12_RCPA>R12_EEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_RCPA,R12_EEU,0.32233432,2025
steel_trade,only_steel,R12_RCPA>R12_FSU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_RCPA,R12_FSU,0.005204052,2025
steel_trade,only_steel,R12_RCPA>R12_LAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_RCPA,R12_LAM,0.480273022,2025
steel_trade,only_steel,R12_RCPA>R12_MEA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_RCPA,R12_MEA,0.034094449,2025
steel_trade,only_steel,R12_RCPA>R12_NAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_RCPA,R12_NAM,1.05747727,2025
steel_trade,only_steel,R12_RCPA>R12_PAO,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_RCPA,R12_PAO,0.416456622,2025
steel_trade,only_steel,R12_RCPA>R12_PAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_RCPA,R12_PAS,2.611830406,2025
steel_trade,only_steel,R12_RCPA>R12_SAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_RCPA,R12_SAS,1.19372859,2025
steel_trade,only_steel,R12_RCPA>R12_WEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_RCPA,R12_WEU,2.562586845,2025
steel_trade,only_steel,R12_SAS>R12_AFR,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_SAS,R12_AFR,0.622138362,2025
steel_trade,only_steel,R12_SAS>R12_CHN,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_SAS,R12_CHN,0.4180356399999999,2025
steel_trade,only_steel,R12_SAS>R12_EEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_SAS,R12_EEU,0.504093609,2025
steel_trade,only_steel,R12_SAS>R12_FSU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_SAS,R12_FSU,0.183746234,2025
steel_trade,only_steel,R12_SAS>R12_LAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_SAS,R12_LAM,0.678274745,2025
steel_trade,only_steel,R12_SAS>R12_MEA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_SAS,R12_MEA,2.906198835,2025
steel_trade,only_steel,R12_SAS>R12_NAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_SAS,R12_NAM,1.851483748,2025
steel_trade,only_steel,R12_SAS>R12_PAO,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_SAS,R12_PAO,0.385548293,2025
steel_trade,only_steel,R12_SAS>R12_PAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_SAS,R12_PAS,1.204608482,2025
steel_trade,only_steel,R12_SAS>R12_RCPA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_SAS,R12_RCPA,0.397221534,2025
steel_trade,only_steel,R12_SAS>R12_WEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_SAS,R12_WEU,5.211932702,2025
steel_trade,only_steel,R12_WEU>R12_AFR,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_WEU,R12_AFR,2.403601535,2025
steel_trade,only_steel,R12_WEU>R12_CHN,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_WEU,R12_CHN,0.949933592,2025
steel_trade,only_steel,R12_WEU>R12_EEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_WEU,R12_EEU,24.625152669,2025
steel_trade,only_steel,R12_WEU>R12_FSU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_WEU,R12_FSU,1.317948007,2025
steel_trade,only_steel,R12_WEU>R12_LAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_WEU,R12_LAM,4.224908635,2025
steel_trade,only_steel,R12_WEU>R12_MEA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_WEU,R12_MEA,12.228094707,2025
steel_trade,only_steel,R12_WEU>R12_NAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_WEU,R12_NAM,7.062983326,2025
steel_trade,only_steel,R12_WEU>R12_PAO,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_WEU,R12_PAO,0.528169157,2025
steel_trade,only_steel,R12_WEU>R12_PAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_WEU,R12_PAS,1.308944025,2025
steel_trade,only_steel,R12_WEU>R12_RCPA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_WEU,R12_RCPA,0.090225543,2025
steel_trade,only_steel,R12_WEU>R12_SAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_WEU,R12_SAS,6.622636464,2025
SSP_SSP2_v6.4,baseline,R12_GLB>R12_AFR,Trade|Material|Steel Volume|Shipped (Global Pool)|Imports,Mt/yr,R12_GLB,R12_AFR,0.0,2030
SSP_SSP2_v6.4,baseline,R12_AFR>R12_GLB,Trade|Material|Steel Volume|Shipped (Global Pool)|Exports,Mt/yr,R12_AFR,R12_GLB,0.1271466752431038,2030
SSP_SSP2_v6.4,baseline,R12_GLB>R12_CHN,Trade|Material|Steel Volume|Shipped (Global Pool)|Imports,Mt/yr,R12_GLB,R12_CHN,72.51161306587474,2030
SSP_SSP2_v6.4,baseline,R12_CHN>R12_GLB,Trade|Material|Steel Volume|Shipped (Global Pool)|Exports,Mt/yr,R12_CHN,R12_GLB,146.9050950209579,2030
SSP_SSP2_v6.4,baseline,R12_GLB>R12_EEU,Trade|Material|Steel Volume|Shipped (Global Pool)|Imports,Mt/yr,R12_GLB,R12_EEU,10.81312471220572,2030
SSP_SSP2_v6.4,baseline,R12_EEU>R12_GLB,Trade|Material|Steel Volume|Shipped (Global Pool)|Exports,Mt/yr,R12_EEU,R12_GLB,0.0,2030
SSP_SSP2_v6.4,baseline,R12_GLB>R12_FSU,Trade|Material|Steel Volume|Shipped (Global Pool)|Imports,Mt/yr,R12_GLB,R12_FSU,4.077179930533765,2030
SSP_SSP2_v6.4,baseline,R12_FSU>R12_GLB,Trade|Material|Steel Volume|Shipped (Global Pool)|Exports,Mt/yr,R12_FSU,R12_GLB,0.0,2030
SSP_SSP2_v6.4,baseline,R12_GLB>R12_LAM,Trade|Material|Steel Volume|Shipped (Global Pool)|Imports,Mt/yr,R12_GLB,R12_LAM,1.9391496857891184,2030
SSP_SSP2_v6.4,baseline,R12_LAM>R12_GLB,Trade|Material|Steel Volume|Shipped (Global Pool)|Exports,Mt/yr,R12_LAM,R12_GLB,0.0,2030
SSP_SSP2_v6.4,baseline,R12_GLB>R12_MEA,Trade|Material|Steel Volume|Shipped (Global Pool)|Imports,Mt/yr,R12_GLB,R12_MEA,0.0,2030
SSP_SSP2_v6.4,baseline,R12_MEA>R12_GLB,Trade|Material|Steel Volume|Shipped (Global Pool)|Exports,Mt/yr,R12_MEA,R12_GLB,41.07257067648018,2030
SSP_SSP2_v6.4,baseline,R12_GLB>R12_NAM,Trade|Material|Steel Volume|Shipped (Global Pool)|Imports,Mt/yr,R12_GLB,R12_NAM,55.770605642694086,2030
SSP_SSP2_v6.4,baseline,R12_NAM>R12_GLB,Trade|Material|Steel Volume|Shipped (Global Pool)|Exports,Mt/yr,R12_NAM,R12_GLB,0.0,2030
SSP_SSP2_v6.4,baseline,R12_GLB>R12_PAO,Trade|Material|Steel Volume|Shipped (Global Pool)|Imports,Mt/yr,R12_GLB,R12_PAO,9.209859261749996,2030
SSP_SSP2_v6.4,baseline,R12_PAO>R12_GLB,Trade|Material|Steel Volume|Shipped (Global Pool)|Exports,Mt/yr,R12_PAO,R12_GLB,0.0,2030
SSP_SSP2_v6.4,baseline,R12_GLB>R12_PAS,Trade|Material|Steel Volume|Shipped (Global Pool)|Imports,Mt/yr,R12_GLB,R12_PAS,13.36679979582638,2030
SSP_SSP2_v6.4,baseline,R12_PAS>R12_GLB,Trade|Material|Steel Volume|Shipped (Global Pool)|Exports,Mt/yr,R12_PAS,R12_GLB,0.0,2030
SSP_SSP2_v6.4,baseline,R12_GLB>R12_RCPA,Trade|Material|Steel Volume|Shipped (Global Pool)|Imports,Mt/yr,R12_GLB,R12_RCPA,0.5247404511491212,2030
SSP_SSP2_v6.4,baseline,R12_RCPA>R12_GLB,Trade|Material|Steel Volume|Shipped (Global Pool)|Exports,Mt/yr,R12_RCPA,R12_GLB,0.0,2030
SSP_SSP2_v6.4,baseline,R12_GLB>R12_SAS,Trade|Material|Steel Volume|Shipped (Global Pool)|Imports,Mt/yr,R12_GLB,R12_SAS,0.0,2030
SSP_SSP2_v6.4,baseline,R12_SAS>R12_GLB,Trade|Material|Steel Volume|Shipped (Global Pool)|Exports,Mt/yr,R12_SAS,R12_GLB,6.186032959535794,2030
SSP_SSP2_v6.4,baseline,R12_GLB>R12_WEU,Trade|Material|Steel Volume|Shipped (Global Pool)|Imports,Mt/yr,R12_GLB,R12_WEU,24.15410105043145,2030
SSP_SSP2_v6.4,baseline,R12_WEU>R12_GLB,Trade|Material|Steel Volume|Shipped (Global Pool)|Exports,Mt/yr,R12_WEU,R12_GLB,0.0,2030
steel_trade,only_steel,R12_AFR>R12_CHN,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_AFR,R12_CHN,0.0,2030
steel_trade,only_steel,R12_AFR>R12_EEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_AFR,R12_EEU,0.0,2030
steel_trade,only_steel,R12_AFR>R12_FSU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_AFR,R12_FSU,0.0,2030
steel_trade,only_steel,R12_AFR>R12_LAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_AFR,R12_LAM,0.0635733376215483,2030
steel_trade,only_steel,R12_AFR>R12_MEA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_AFR,R12_MEA,0.0,2030
steel_trade,only_steel,R12_AFR>R12_NAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_AFR,R12_NAM,0.0,2030
steel_trade,only_steel,R12_AFR>R12_PAO,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_AFR,R12_PAO,0.0,2030
steel_trade,only_steel,R12_AFR>R12_PAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_AFR,R12_PAS,0.0,2030
steel_trade,only_steel,R12_AFR>R12_RCPA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_AFR,R12_RCPA,0.0,2030
steel_trade,only_steel,R12_AFR>R12_SAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_AFR,R12_SAS,0.0,2030
steel_trade,only_steel,R12_AFR>R12_WEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_AFR,R12_WEU,0.0,2030
steel_trade,only_steel,R12_CHN>R12_AFR,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_CHN,R12_AFR,0.0,2030
steel_trade,only_steel,R12_CHN>R12_EEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_CHN,R12_EEU,0.0,2030
steel_trade,only_steel,R12_CHN>R12_FSU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_CHN,R12_FSU,0.0,2030
steel_trade,only_steel,R12_CHN>R12_LAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_CHN,R12_LAM,0.0,2030
steel_trade,only_steel,R12_CHN>R12_MEA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_CHN,R12_MEA,0.0,2030
steel_trade,only_steel,R12_CHN>R12_NAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_CHN,R12_NAM,0.0,2030
steel_trade,only_steel,R12_CHN>R12_PAO,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_CHN,R12_PAO,17.539299513319015,2030
steel_trade,only_steel,R12_CHN>R12_PAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_CHN,R12_PAS,50.4250585654664,2030
steel_trade,only_steel,R12_CHN>R12_RCPA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_CHN,R12_RCPA,5.529307952051209,2030
steel_trade,only_steel,R12_CHN>R12_SAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_CHN,R12_SAS,0.0,2030
steel_trade,only_steel,R12_CHN>R12_WEU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_CHN,R12_WEU,0.0,2030
steel_trade,only_steel,R12_EEU>R12_AFR,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_EEU,R12_AFR,0.0,2030
steel_trade,only_steel,R12_EEU>R12_CHN,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_EEU,R12_CHN,0.0,2030
steel_trade,only_steel,R12_EEU>R12_FSU,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_EEU,R12_FSU,0.0,2030
steel_trade,only_steel,R12_EEU>R12_LAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_EEU,R12_LAM,0.0,2030
steel_trade,only_steel,R12_EEU>R12_MEA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_EEU,R12_MEA,0.0,2030
steel_trade,only_steel,R12_EEU>R12_NAM,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_EEU,R12_NAM,0.0,2030
steel_trade,only_steel,R12_EEU>R12_PAO,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_EEU,R12_PAO,0.0,2030
steel_trade,only_steel,R12_EEU>R12_PAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_EEU,R12_PAS,0.0,2030
steel_trade,only_steel,R12_EEU>R12_RCPA,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_EEU,R12_RCPA,0.0,2030
steel_trade,only_steel,R12_EEU>R12_SAS,Trade|Material|Steel Volume|Shipped,Mt/yr,R12_EEU,R12_SAS,0.0,2030
