"","reg_no","region","year","consumption","pop","gdp.pcap","cons.pcap","del.t"
"342",8,"Western Africa (8)","2010",2917,415.4669,1512.174,7.02101659602726,0
"343",8,"Western Africa (8)","2011",3754,425.5756,1563.176,8.82099443671113,1
"344",8,"Western Africa (8)","2012",3732,435.7884,1610.389,8.56378921513285,2
"345",9,"Eastern Africa (9)","1980",219,113.8755,828.705,1.92315291700146,-30
"346",9,"Eastern Africa (9)","1981",159,117.2407,832.1068,1.35618432847979,-29
"347",9,"Eastern Africa (9)","1982",115,120.7025,831.9492,0.952755742424556,-28
"348",9,"Eastern Africa (9)","1983",190,124.2837,831.0629,1.5287604086457,-27
"349",9,"Eastern Africa (9)","1984",200,128.0149,796.799,1.56231813640443,-26
"350",9,"Eastern Africa (9)","1985",254,131.9122,761.3655,1.92552318890899,-25
"351",9,"Eastern Africa (9)","1986",173,136.0031,779.3807,1.27202982873185,-24
"352",9,"Eastern Africa (9)","1987",266,140.2672,820.2136,1.89638062212691,-23
"353",9,"Eastern Africa (9)","1988",213,144.6171,821.2789,1.47285486985979,-22
"354",9,"Eastern Africa (9)","1989",204,148.9328,834.4102,1.36974528109322,-21
"355",9,"Eastern Africa (9)","1990",576,153.1369,821.6528,3.76134034318313,-20
"356",9,"Eastern Africa (9)","1991",356,157.1817,812.7501,2.26489470466346,-19
"357",9,"Eastern Africa (9)","1992",294,161.114,803.2378,1.82479486574723,-18
"358",9,"Eastern Africa (9)","1993",268,165.0652,814.662,1.62360085590421,-17
"359",9,"Eastern Africa (9)","1994",348,169.2208,798.5344,2.05648478201261,-16
"360",9,"Eastern Africa (9)","1995",450,173.7107,820.5782,2.59051399827414,-15
"361",9,"Eastern Africa (9)","1996",386,178.5897,846.8434,2.1613788477163,-14
"362",9,"Eastern Africa (9)","1997",445,183.8085,865.4262,2.42099794079164,-13
"363",9,"Eastern Africa (9)","1998",744,189.2655,867.0915,3.93098583735546,-12
"364",9,"Eastern Africa (9)","1999",522,194.8088,875.5386,2.67955041045374,-11
"365",9,"Eastern Africa (9)","2000",481,200.3306,890.777,2.40103109559897,-10
"366",9,"Eastern Africa (9)","2001",645,205.7974,915.4696,3.13415038285226,-9
"367",9,"Eastern Africa (9)","2002",800,211.2515,913.5626,3.78695535889686,-8
"368",9,"Eastern Africa (9)","2003",895,216.7518,926.085,4.12914679370598,-7
"369",9,"Eastern Africa (9)","2004",1216,222.3888,957.9957,5.46790126121459,-6
"370",9,"Eastern Africa (9)","2005",1129,228.2275,994.8387,4.94681841583508,-5
"371",9,"Eastern Africa (9)","2006",1182,234.2803,1052.696,5.04523854545175,-4
"372",9,"Eastern Africa (9)","2007",1180,240.5218,1111.72,4.90600020455526,-3
"373",9,"Eastern Africa (9)","2008",1131,246.9325,1159.686,4.58019904224839,-2
"374",9,"Eastern Africa (9)","2009",1416,253.4809,1172.51,5.58621971122874,-1
"375",9,"Eastern Africa (9)","2010",1314,260.1408,1196.758,5.05111078308362,0
"376",9,"Eastern Africa (9)","2011",1729,266.9061,1228.543,6.47793362534614,1
"377",9,"Eastern Africa (9)","2012",1478,273.7767,1264.589,5.39856021348785,2
"378",10,"South Africa (10)","1970",4783,22.65705,7507.24598655225,211.104269973364,-40
"379",10,"South Africa (10)","1971",5532,23.10612,7680.814,239.417089498367,-39
"380",10,"South Africa (10)","1972",4881,23.73564,7600.829,205.640125987755,-38
"381",10,"South Africa (10)","1973",5636,24.38357,7737.135,231.139246632056,-37
"382",10,"South Africa (10)","1974",6494,25.03996,7994.749,259.345462213198,-36
"383",10,"South Africa (10)","1975",7506,25.69802,7922.092,292.084759837528,-35
"384",10,"South Africa (10)","1976",6066,26.35369,7898.8,230.176495208071,-34
"385",10,"South Africa (10)","1977",4871,27.00982,7699.677,180.341816420842,-33
"386",10,"South Africa (10)","1978",5111,27.67476,7741.208,184.680915028712,-32
"387",10,"South Africa (10)","1979",6300,28.3606,7840.325,222.139164897781,-31
"388",10,"South Africa (10)","1980",7197,29.07527,8153.932,247.529945551666,-30
"389",10,"South Africa (10)","1981",7264,29.82413,8375.337,243.561170099513,-29
"390",10,"South Africa (10)","1982",6146,30.60253,8131.013,200.833068377026,-28
"391",10,"South Africa (10)","1983",5345,31.39648,7779.051,170.242014391422,-27
"392",10,"South Africa (10)","1984",6013,32.18631,7975.078,186.818557330741,-26
"393",10,"South Africa (10)","1985",5267,32.95903,7693.75,159.804460264759,-25
"394",10,"South Africa (10)","1986",5302,33.70417,7525,157.309911503532,-24
"395",10,"South Africa (10)","1987",6042,34.42834,7521.477,175.494955609245,-23
"396",10,"South Africa (10)","1988",6573,35.15575,7675.216,186.96799243367,-22
"397",10,"South Africa (10)","1989",7644,35.92072,7691.661,212.801970561837,-21
"398",10,"South Africa (10)","1990",5525,36.74528,7495.161,150.359447526322,-20
"399",10,"South Africa (10)","1991",5070,37.64043,7242.42,134.695591947276,-19
"400",10,"South Africa (10)","1992",4146,38.59106,6913.046,107.434208855626,-18
"401",10,"South Africa (10)","1993",4422,39.56142,6826.668,111.775563162293,-17
"402",10,"South Africa (10)","1994",4702,40.50132,6883.903,116.094981595662,-16
"403",10,"South Africa (10)","1995",4879,41.37482,6948.519,117.921963165036,-15
"404",10,"South Africa (10)","1996",4479,42.16738,7111.549,106.219546957862,-14
"405",10,"South Africa (10)","1997",4964,42.88969,7176.842,115.738770786173,-13
"406",10,"South Africa (10)","1998",4481,43.56173,7102.682,102.865519803736,-12
"407",10,"South Africa (10)","1999",4223,44.215,7162.754,95.5105733348411,-11
"408",10,"South Africa (10)","2000",4488,44.87189,7351.122,100.01807367597,-10
"409",10,"South Africa (10)","2001",4661,45.53606,7442.058,102.358438564953,-9
"410",10,"South Africa (10)","2002",5391,46.19748,7604.567,116.694676852504,-8
"411",10,"South Africa (10)","2003",4562,46.84852,7732.848,97.3776759650038,-7
"412",10,"South Africa (10)","2004",5471,47.47708,8001.647,115.234551071801,-6
"413",10,"South Africa (10)","2005",5175,48.07344,8294.74,107.647798867732,-5
"414",10,"South Africa (10)","2006",6680,48.63852,8634.635,137.339705237742,-4
"415",10,"South Africa (10)","2007",6708,49.17316,8976.143,136.415882160105,-3
"416",10,"South Africa (10)","2008",6779,49.66764,9158.946,136.487258102056,-2
"417",10,"South Africa (10)","2009",4931,50.10981,8880.243,98.4038853869133,-1
"418",10,"South Africa (10)","2010",5535,50.49241,9047.664,109.620436021968,0
"419",10,"South Africa (10)","2011",5884,50.81151,9392.609,115.800534170309,1
"420",10,"South Africa (10)","2012",5998,51.07314,9748.672,117.439421190865,2
"421",11,"Western Europe (11)","1970",158709,350.5968,14487.0506357884,452.682397557536,-40
"422",11,"Western Europe (11)","1971",140220,352.9577,15199.47,397.27140107724,-39
"423",11,"Western Europe (11)","1972",155769,354.9143,15796.79,438.891867698766,-38
"424",11,"Western Europe (11)","1973",164677,356.7897,16672.98,461.552001080749,-37
"425",11,"Western Europe (11)","1974",162340,358.5519,16982.68,452.765694450371,-36
"426",11,"Western Europe (11)","1975",135061,360.1783,16776.05,374.983723339246,-35
"427",11,"Western Europe (11)","1976",153791,361.6743,17432.06,425.219596747682,-34
"428",11,"Western Europe (11)","1977",138762,363.0525,17852.02,382.209184622059,-33
"429",11,"Western Europe (11)","1978",133784,364.308,18323.95,367.227730381984,-32
"430",11,"Western Europe (11)","1979",144906,365.4356,18929.63,396.529511629409,-31
"431",11,"Western Europe (11)","1980",143617,366.4388,19177.92,391.926291648155,-30
"432",11,"Western Europe (11)","1981",129204,367.3138,19175.8,351.75373209501,-29
"433",11,"Western Europe (11)","1982",125621,368.0829,19304.97,341.284531283578,-28
"434",11,"Western Europe (11)","1983",118828,368.8095,19603.88,322.193435906613,-27
"435",11,"Western Europe (11)","1984",123526,369.5762,20068.35,334.236890795457,-26
"436",11,"Western Europe (11)","1985",122110,370.4444,20546.55,329.631113333067,-25
"437",11,"Western Europe (11)","1986",125792,371.4311,21072.92,338.668463680074,-24
"438",11,"Western Europe (11)","1987",123760,372.5264,21595.54,332.218065618974,-23
"439",11,"Western Europe (11)","1988",143386,373.729,22415.35,383.663028558126,-22
"440",11,"Western Europe (11)","1989",147491,375.0283,23141.94,393.279653828791,-21
"441",11,"Western Europe (11)","1990",143477,376.4099,23740.99,381.172227404221,-20
"442",11,"Western Europe (11)","1991",134363,377.9008,24072.15,355.550980574796,-19
"443",11,"Western Europe (11)","1992",131771,379.4931,24256.64,347.228974650659,-18
"444",11,"Western Europe (11)","1993",114697,381.0957,24107.88,300.966397679113,-17
"445",11,"Western Europe (11)","1994",133985,382.5862,24704.82,350.208658859102,-16
"446",11,"Western Europe (11)","1995",150106,383.8869,25250.52,391.016208159226,-15
"447",11,"Western Europe (11)","1996",118678,384.9419,25646.1,308.30107088888,-14
"448",11,"Western Europe (11)","1997",147043,385.801,26292.55,381.136907369343,-13
"449",11,"Western Europe (11)","1998",160390,386.6206,27006.55,414.851148645468,-12
"450",11,"Western Europe (11)","1999",155188,387.6207,27729.33,400.360455465872,-11
"451",11,"Western Europe (11)","2000",164860,388.9529,28701.79,423.85594759674,-10
"452",11,"Western Europe (11)","2001",159700,390.6713,29129.45,408.783547703658,-9
"453",11,"Western Europe (11)","2002",156401,392.7094,29307.49,398.261411618871,-8
"454",11,"Western Europe (11)","2003",157194,394.9489,29469.26,398.010983193016,-7
"455",11,"Western Europe (11)","2004",164963,397.2142,30002.44,415.29985584604,-6
"456",11,"Western Europe (11)","2005",157008,399.3727,30374.05,393.136536373167,-5
"457",11,"Western Europe (11)","2006",177442,401.39,31089.81,442.068810882184,-4
"458",11,"Western Europe (11)","2007",185593,403.2907,31788.91,460.196577803555,-3
"459",11,"Western Europe (11)","2008",171693,405.0706,31809.39,423.859445736126,-2
"460",11,"Western Europe (11)","2009",107207,406.7432,30401.88,263.574166697808,-1
"461",11,"Western Europe (11)","2010",135654,408.3169,30592.05,332.227248002716,0
"462",11,"Western Europe (11)","2011",142538,409.7802,31045.56,347.840134784453,1
"463",11,"Western Europe (11)","2012",127518,411.1214,31544.86,310.171156257008,2
"464",12,"Central Europe (12)","1970",35854,115.354,6190.69877807217,310.817136813635,-40
"465",12,"Central Europe (12)","1971",38376,116.2557,6603.938,330.099943486642,-39
"466",12,"Central Europe (12)","1972",40080,117.1717,6871.404,342.062119095311,-38
"467",12,"Central Europe (12)","1973",43049,118.0999,7164.145,364.51343311891,-37
"468",12,"Central Europe (12)","1974",46801,119.0415,7718.882,393.148607838443,-36
"469",12,"Central Europe (12)","1975",49900,119.9958,8040.493,415.847888009414,-35
"470",12,"Central Europe (12)","1976",49914,120.964,8480.507,412.635164181079,-34
"471",12,"Central Europe (12)","1977",52359,121.9404,9000.721,429.381894761703,-33
"472",12,"Central Europe (12)","1978",54631,122.907,9468.698,444.49054976527,-32
"473",12,"Central Europe (12)","1979",54927,123.8406,9789.172,443.529827859361,-31
"474",12,"Central Europe (12)","1980",54949,124.7236,9744.632,440.566179937077,-30
"475",12,"Central Europe (12)","1981",51436,125.5422,9523.311,409.710838267929,-29
"476",12,"Central Europe (12)","1982",50013,126.2965,9487.436,395.996721999422,-28
"477",12,"Central Europe (12)","1983",49717,126.9993,9685.796,391.47459867889,-27
"478",12,"Central Europe (12)","1984",50000,127.6711,9998.942,391.631308886663,-26
"479",12,"Central Europe (12)","1985",49644,128.3229,10119.9,386.867815487337,-25
"480",12,"Central Europe (12)","1986",52258,128.9657,10397.69,405.208516683118,-24
"481",12,"Central Europe (12)","1987",52915,129.5838,10568.02,408.345796310959,-23
"482",12,"Central Europe (12)","1988",49841,130.1302,10695.18,383.0087097384,-22
"483",12,"Central Europe (12)","1989",47252,130.5418,10679.2,361.968350367469,-21
"484",12,"Central Europe (12)","1990",36619,130.7764,9924.173,280.012295796489,-20
"485",12,"Central Europe (12)","1991",22688,130.8156,8845.062,173.434972587367,-19
"486",12,"Central Europe (12)","1992",18881,130.682,8251.99,144.480494635834,-18
"487",12,"Central Europe (12)","1993",18831,130.4263,8068.822,144.380389538,-17
"488",12,"Central Europe (12)","1994",19766,130.1213,8381.351,151.904415341685,-16
"489",12,"Central Europe (12)","1995",23288,129.8215,8868.516,179.384770627361,-15
"490",12,"Central Europe (12)","1996",22516,129.5468,9292.298,173.80591415612,-14
"491",12,"Central Europe (12)","1997",24339,129.2877,9634.274,188.254567139798,-13
"492",12,"Central Europe (12)","1998",24117,129.0358,9914.649,186.901619550543,-12
"493",12,"Central Europe (12)","1999",21799,128.772,10121.81,169.283695213245,-11
"494",12,"Central Europe (12)","2000",24043,128.4843,10555.81,187.127921465891,-10
"495",12,"Central Europe (12)","2001",24462,128.1723,10920.03,190.852469683387,-9
"496",12,"Central Europe (12)","2002",25809,127.8486,11302.74,201.871588738555,-8
"497",12,"Central Europe (12)","2003",27243,127.5286,11814.58,213.622669738396,-7
"498",12,"Central Europe (12)","2004",31184,127.2323,12516.89,245.094995531795,-6
"499",12,"Central Europe (12)","2005",31202,126.9734,13142.54,245.736508591563,-5
"500",12,"Central Europe (12)","2006",37644,126.7586,14000.54,296.973933129586,-4
"501",12,"Central Europe (12)","2007",42199,126.582,14878.34,333.372833420234,-3
"502",12,"Central Europe (12)","2008",39935,126.4339,15532.45,315.856744116886,-2
"503",12,"Central Europe (12)","2009",25396,126.2898,14880.61,201.093041559968,-1
"504",12,"Central Europe (12)","2010",30871,126.1351,15071.57,244.745514928041,0
"505",12,"Central Europe (12)","2011",33688,125.965,15582.96,267.439368078434,1
"506",12,"Central Europe (12)","2012",31519,125.7821,16274.66,250.584145120808,2
"507",13,"Turkey (13)","1970",1781,36.20744,4664.74278930178,49.1887855092765,-40
"508",13,"Turkey (13)","1971",1976,37.16068,4822.903,53.1744844281644,-39
"509",13,"Turkey (13)","1972",2131,38.15393,5046.164,55.852699839833,-38
"510",13,"Turkey (13)","1973",2232,39.17263,5075.279,56.9785587539055,-37
"511",13,"Turkey (13)","1974",3478,40.19642,5222.716,86.525118406067,-36
"512",13,"Turkey (13)","1975",3078,41.21053,5459.658,74.6896484951783,-35
"513",13,"Turkey (13)","1976",3701,42.20812,5888.265,87.6845497975271,-34
"514",13,"Turkey (13)","1977",4720,43.19261,5950.076,109.277952872031,-33
"515",13,"Turkey (13)","1978",3501,44.17188,5905.608,79.2585690262674,-32
"516",13,"Turkey (13)","1979",3465,45.15865,5740.513,76.7294859345884,-31
"517",13,"Turkey (13)","1980",3374,46.16132,5478.383,73.0914973835237,-30
"518",13,"Turkey (13)","1981",3316,47.18342,5620.011,70.2789242492384,-29
"519",13,"Turkey (13)","1982",4049,48.2195,5695.207,83.9701780400046,-28
"520",13,"Turkey (13)","1983",4252,49.25853,5852.216,86.3200749190039,-27
"521",13,"Turkey (13)","1984",5271,50.28509,6117.528,104.822324072603,-26
"522",13,"Turkey (13)","1985",5275,51.28881,6252.194,102.848945023291,-25
"523",13,"Turkey (13)","1986",5381,52.26511,6565.622,102.955872474008,-24
"524",13,"Turkey (13)","1987",6724,53.21939,7059.511,126.344928042204,-23
"525",13,"Turkey (13)","1988",6605,54.16364,7097.417,121.945275465238,-22
"526",13,"Turkey (13)","1989",7390,55.11508,6995.141,134.083085790677,-21
"527",13,"Turkey (13)","1990",6593,56.08619,7510.979,117.551218936426,-20
"528",13,"Turkey (13)","1991",7380,57.07924,7433.463,129.293942946683,-19
"529",13,"Turkey (13)","1992",7510,58.09025,7671.898,129.281592005543,-18
"530",13,"Turkey (13)","1993",10270,59.11751,8115.384,173.72179579282,-17
"531",13,"Turkey (13)","1994",6410,60.15739,7602.812,106.553824891672,-16
"532",13,"Turkey (13)","1995",10750,61.2061,8061.251,175.6360885598,-15
"533",13,"Turkey (13)","1996",10480,62.2649,8508.948,168.313126657234,-14
"534",13,"Turkey (13)","1997",11690,63.33183,8999.519,184.583328793752,-13
"535",13,"Turkey (13)","1998",13020,64.39564,9055.145,202.187601520848,-12
"536",13,"Turkey (13)","1999",12160,65.44167,8610.54,185.814329004746,-11
"537",13,"Turkey (13)","2000",13370,66.45958,9053.042,201.174909621758,-10
"538",13,"Turkey (13)","2001",11580,67.44411,8412.621,171.697721268766,-9
"539",13,"Turkey (13)","2002",12870,68.39813,8806.59,188.163038960276,-8
"540",13,"Turkey (13)","2003",15320,69.32945,9145.75,220.973915125535,-7
"541",13,"Turkey (13)","2004",18563,70.25018,9870.96,264.241315822963,-6
"542",13,"Turkey (13)","2005",20582,71.16904,10562.13,289.198786438597,-5
"543",13,"Turkey (13)","2006",24299,72.08793,11146.31,337.074458928145,-4
"544",13,"Turkey (13)","2007",28117,73.00374,11515.06,385.144651493198,-3
"545",13,"Turkey (13)","2008",22862,73.91425,11475.32,309.304362825842,-2
"546",13,"Turkey (13)","2009",19198,74.81569,10600.55,256.603928935227,-1
"547",13,"Turkey (13)","2010",25131,75.70514,10866.41,331.958966062278,0
"548",13,"Turkey (13)","2011",28665,76.58212,11240.01,374.304080378031,1
"549",13,"Turkey (13)","2012",30286,77.44726,11503.49,391.053214794171,2
"550",14,"Ukraine + (14)","1992",34926,66.24849,6198.245,527.196921771349,-18
"551",14,"Ukraine + (14)","1993",22228,66.15531,5407.86,335.997216247645,-17
"552",14,"Ukraine + (14)","1994",10287,65.96564,4266.155,155.944822183185,-16
"553",14,"Ukraine + (14)","1995",9501,65.67137,3788.413,144.67491693869,-15
"554",14,"Ukraine + (14)","1996",9543,65.26628,3526.296,146.216392293233,-14
"555",14,"Ukraine + (14)","1997",7571,64.76211,3557.207,116.904776573833,-13
"556",14,"Ukraine + (14)","1998",5945,64.19197,3600.348,92.6128299224965,-12
"557",14,"Ukraine + (14)","1999",5104,63.60104,3655.677,80.2502600586405,-11
"558",14,"Ukraine + (14)","2000",14112,63.02394,3902.145,223.914912333313,-10
"559",14,"Ukraine + (14)","2001",14759,62.473,4250.785,236.246058297184,-9
"560",14,"Ukraine + (14)","2002",15754,61.94598,4511.045,254.318359318878,-8
"561",14,"Ukraine + (14)","2003",18590,61.44504,4945.633,302.54679629145,-7
"562",14,"Ukraine + (14)","2004",9517,60.96768,5573.686,156.099100375806,-6
"563",14,"Ukraine + (14)","2005",9335,60.51197,5865.295,154.266998744215,-5
"564",14,"Ukraine + (14)","2006",10729,60.082,6375.124,178.572617422855,-4
"565",14,"Ukraine + (14)","2007",12246,59.68111,6928.893,205.190553593926,-3
"566",14,"Ukraine + (14)","2008",11090,59.30458,7281.334,187.000734176011,-2
"567",14,"Ukraine + (14)","2009",6704,58.94514,6583.867,113.732870937282,-1
"568",14,"Ukraine + (14)","2010",9234,58.59694,6776.641,157.585020651249,0
"569",14,"Ukraine + (14)","2011",10465,58.25822,7111.536,179.631303531073,1
"570",14,"Ukraine + (14)","2012",10449,57.92915,7526.385,180.375510429551,2
"571",15,"Central Asia (15)","1992",4838,51.81463,3146.03,93.371312310828,-18
"572",15,"Central Asia (15)","1993",4157,52.401,2840.36,79.3305471269632,-17
"573",15,"Central Asia (15)","1994",2742,52.92537,2467.293,51.8088017145652,-16
"574",15,"Central Asia (15)","1995",1472,53.40026,2278.397,27.5654088575599,-15
"575",15,"Central Asia (15)","1996",1417,53.82479,2258.805,26.3261593774913,-14
"576",15,"Central Asia (15)","1997",877,54.20422,2285.418,16.179552071776,-13
"577",15,"Central Asia (15)","1998",848,54.56543,2274.89,15.5409753024946,-12
"578",15,"Central Asia (15)","1999",554,54.94284,2347.512,10.0832064742194,-11
"579",15,"Central Asia (15)","2000",1267,55.36184,2535.983,22.885800038438,-10
"580",15,"Central Asia (15)","2001",1351,55.83427,2807.675,24.1966090001714,-9
"581",15,"Central Asia (15)","2002",1484,56.35691,3025.344,26.3321747058169,-8
"582",15,"Central Asia (15)","2003",1598,56.92098,3263.119,28.0740071586961,-7
"583",15,"Central Asia (15)","2004",3375,57.51052,3548.419,58.6849153859155,-6
"584",15,"Central Asia (15)","2005",3722,58.1136,3832.548,64.0469700724099,-5
"585",15,"Central Asia (15)","2006",4054,58.72855,4166.622,69.0294584150298,-4
"586",15,"Central Asia (15)","2007",5018,59.3594,4502.187,84.5358949045981,-3
"587",15,"Central Asia (15)","2008",4083,60.00612,4681.461,68.04305960792,-2
"588",15,"Central Asia (15)","2009",4566,60.66952,4654.056,75.2601965533929,-1
"589",15,"Central Asia (15)","2010",3702,61.34934,4804.037,60.3429474546914,0
"590",15,"Central Asia (15)","2011",3960,62.0439,5057.375,63.8257749754609,1
"591",15,"Central Asia (15)","2012",5070,62.7498,5305.246,80.7970702695467,2
"592",16,"Russia + (16)","1970",110234,142.7897,6231.84786332018,772.002462362481,-40
"593",16,"Russia + (16)","1971",115364,143.7069,6596.91,802.772866160219,-39
"594",16,"Russia + (16)","1972",121243,144.6594,6713.989,838.12735294077,-38
"595",16,"Russia + (16)","1973",129391,145.6433,7157.659,888.410246128727,-37
"596",16,"Russia + (16)","1974",137554,146.645,7431.844,938.006750997306,-36
"597",16,"Russia + (16)","1975",141031,147.6552,7560.977,955.137374098576,-35
"598",16,"Russia + (16)","1976",145171,148.6757,7954.266,976.427217090621,-34
"599",16,"Russia + (16)","1977",146330,149.7151,8293.8,977.389722212389,-33
"600",16,"Russia + (16)","1978",153451,150.7774,8645.484,1017.73210043415,-32
"601",16,"Russia + (16)","1979",152200,151.8668,8864.585,1002.19402792447,-31
"602",16,"Russia + (16)","1980",150330,152.9852,9216.292,982.644072759979,-30
"603",16,"Russia + (16)","1981",150849,154.1217,9617.574,978.765482083315,-29
"604",16,"Russia + (16)","1982",150343,155.2687,10248.43,968.276284917694,-28
"605",16,"Russia + (16)","1983",157578,156.4324,10627.06,1007.32329108292,-27
"606",16,"Russia + (16)","1984",159369,157.6224,10957.45,1011.08091235763,-26
"607",16,"Russia + (16)","1985",157161,158.8373,11014.04,989.446433551817,-25
"608",16,"Russia + (16)","1986",161544,160.0866,11055.36,1009.10382255604,-24
"609",16,"Russia + (16)","1987",162989,161.3439,11175.18,1010.19623301532,-23
"610",16,"Russia + (16)","1988",164619,162.528,11651.14,1012.8654754873,-22
"611",16,"Russia + (16)","1989",166319,163.5323,12317.96,1017.04067025291,-21
"612",16,"Russia + (16)","1990",152577,164.2816,11860.85,928.752824418559,-20
"613",16,"Russia + (16)","1991",131865,164.743,11207.94,800.428546281177,-19
"614",16,"Russia + (16)","1992",59892,164.9401,9502.627,363.113639436377,-18
"615",16,"Russia + (16)","1993",40510,164.9262,8647.017,245.625012884551,-17
"616",16,"Russia + (16)","1994",21104,164.7832,7565.564,128.07130824016,-16
"617",16,"Russia + (16)","1995",22062,164.573,7261.488,134.056011617945,-15
"618",16,"Russia + (16)","1996",20124,164.3162,7023.942,122.471186651103,-14
"619",16,"Russia + (16)","1997",20364,164.0016,7144.26,124.169520297363,-13
"620",16,"Russia + (16)","1998",14949,163.6224,6801.33,91.3627962919502,-12
"621",16,"Russia + (16)","1999",19581,163.1617,7254.708,120.009781707349,-11
"622",16,"Russia + (16)","2000",28796,162.6118,8001.696,177.084319834108,-10
"623",16,"Russia + (16)","2001",31404,161.9744,8448.438,193.882490072505,-9
"624",16,"Russia + (16)","2002",28393,161.2711,8898.082,176.057582542687,-8
"625",16,"Russia + (16)","2003",27402,160.5378,9605.862,170.688772363892,-7
"626",16,"Russia + (16)","2004",32214,159.8201,10343.2,201.564133672798,-6
"627",16,"Russia + (16)","2005",35625,159.1522,11087.96,223.842334570304,-5
"628",16,"Russia + (16)","2006",42337,158.548,12010.28,267.029543103666,-4
"629",16,"Russia + (16)","2007",47942,158.003,13079.33,303.424618519902,-3
"630",16,"Russia + (16)","2008",42241,157.5089,13871.51,268.181671003988,-2
"631",16,"Russia + (16)","2009",29530,157.0491,12757.81,188.030367572944,-1
"632",16,"Russia + (16)","2010",42680,156.6101,13424.54,272.52393044893,0
"633",16,"Russia + (16)","2011",48565,156.1913,14018.42,310.932811238526,1
"634",16,"Russia + (16)","2012",50105,155.7946,14560.81,321.609349746397,2
"635",17,"Middle East (17)","1970",4486,65.63198,6984.26967389179,68.3508253141228,-40
"636",17,"Middle East (17)","1971",4334,68.67008,7619.628,63.1133675685248,-39
"637",17,"Middle East (17)","1972",4868,70.88831,8453.769,68.6714071755978,-38
"638",17,"Middle East (17)","1973",6759,73.19949,9221.72,92.3367089032997,-37
"639",17,"Middle East (17)","1974",9101,75.62141,10048.69,120.34951477366,-36
"640",17,"Middle East (17)","1975",11525,78.17059,10053.5,147.433964615081,-35
"641",17,"Middle East (17)","1976",12445,80.83937,10780.2,153.947266041287,-34
"642",17,"Middle East (17)","1977",11388,83.63344,10917.79,136.165629442003,-33
"643",17,"Middle East (17)","1978",13230,86.59713,10536.47,152.77642573143,-32
"644",17,"Middle East (17)","1979",12865,89.7875,10947.24,143.282750939719,-31
"645",17,"Middle East (17)","1980",13648,93.23826,10746.25,146.377678004716,-30
"646",17,"Middle East (17)","1981",13028,96.96494,10356.82,134.357841091842,-29
"647",17,"Middle East (17)","1982",16839,100.935,9462.221,166.830138207757,-28
"648",17,"Middle East (17)","1983",18610,105.0733,9060.028,177.11445248222,-27
"649",17,"Middle East (17)","1984",16866,109.2758,8780.68,154.343413637786,-26
"650",17,"Middle East (17)","1985",17274,113.462,8386.904,152.244804427914,-25
"651",17,"Middle East (17)","1986",11469,117.6081,8004.08,97.5187933484173,-24
"652",17,"Middle East (17)","1987",11968,121.7178,7868.794,98.3257995133004,-23
"653",17,"Middle East (17)","1988",11303,125.7715,7680.812,89.8693265167387,-22
"654",17,"Middle East (17)","1989",11715,129.7554,7655.955,90.2852598042162,-21
"655",17,"Middle East (17)","1990",10897,133.6615,7916.439,81.5268420599799,-20
"656",17,"Middle East (17)","1991",11752,137.4736,8032.402,85.4855041258831,-19
"657",17,"Middle East (17)","1992",13804,141.1928,8477.415,97.7670249474477,-18
"658",17,"Middle East (17)","1993",15096,144.8516,8408.716,104.217005542224,-17
"659",17,"Middle East (17)","1994",14761,148.497,8525.458,99.4026815356539,-16
"660",17,"Middle East (17)","1995",14254,152.1644,8525.457,93.6749988827873,-15
"661",17,"Middle East (17)","1996",15733,155.8667,8765.96,100.938815025916,-14
"662",17,"Middle East (17)","1997",16920,159.5982,8829.913,106.016233265789,-13
"663",17,"Middle East (17)","1998",17511,163.3544,9009.427,107.19637793656,-12
"664",17,"Middle East (17)","1999",18333,167.1241,8940.858,109.696925817402,-11
"665",17,"Middle East (17)","2000",21382,170.901,9213.073,125.113369728673,-10
"666",17,"Middle East (17)","2001",25040,174.681,9180.806,143.347015416674,-9
"667",17,"Middle East (17)","2002",27470,178.4721,9188.435,153.917615134242,-8
"668",17,"Middle East (17)","2003",31405,182.2935,9526.202,172.277124527205,-7
"669",17,"Middle East (17)","2004",32804,186.1707,10049.02,176.203881706412,-6
"670",17,"Middle East (17)","2005",36528,190.1193,10431.33,192.131992911819,-5
"671",17,"Middle East (17)","2006",38253,194.1498,10810.37,197.028274044063,-4
"672",17,"Middle East (17)","2007",46614,198.249,11188.48,235.128550459271,-3
"673",17,"Middle East (17)","2008",47720,202.4243,11591.75,235.742447917567,-2
"674",17,"Middle East (17)","2009",44001,206.5805,11474.69,212.996870469381,-1
"675",17,"Middle East (17)","2010",47723,210.6817,11688.86,226.517063418417,0
"676",17,"Middle East (17)","2011",53298,214.712,11970.35,248.230187413838,1
"677",17,"Middle East (17)","2012",53446,218.6812,12268.1,244.40143917264,2
"678",18,"India (18)","1970",6432,554.9108,791.734291330751,11.5910521114385,-40
"679",18,"India (18)","1971",7710,565.1073,796.2614,13.6434266554334,-39
"680",18,"India (18)","1972",9227,577.574,774.7964,15.9754421078511,-38
"681",18,"India (18)","1973",8221,590.4122,783.1032,13.9241702661293,-37
"682",18,"India (18)","1974",8551,603.6847,774.9598,14.1646790120737,-36
"683",18,"India (18)","1975",8500,617.4316,827.0153,13.766707113792,-35
