YEAR,EXPORTER,IMPORTER,MESSAGETEC,LEVEL
2090,R12_FSU,R12_CHN,gas_exp_chn,123.03023611052578
2100,R12_FSU,R12_CHN,gas_exp_chn,61.51511805526289
2070,R12_FSU,R12_CHN,gas_exp_chn,292.0684225619885
2080,R12_FSU,R12_CHN,gas_exp_chn,292.0684225619885
2090,R12_FSU,R12_CHN,gas_exp_chn,292.0684225619885
2100,R12_FSU,R12_CHN,gas_exp_chn,292.0684225619885
2080,R12_FSU,R12_CHN,gas_exp_chn,319.95011987624724
2090,R12_FSU,R12_CHN,gas_exp_chn,319.95011987624724
2100,R12_FSU,R12_CHN,gas_exp_chn,319.95011987624724
2110,R12_FSU,R12_CHN,gas_exp_chn,319.95011987624724
2090,R12_FSU,R12_CHN,gas_exp_chn,47.644028204910455
2100,R12_FSU,R12_CHN,gas_exp_chn,47.644028204910455
2110,R12_FSU,R12_CHN,gas_exp_chn,47.644028204910455
2100,R12_FSU,R12_CHN,gas_exp_chn,0.0
2110,R12_FSU,R12_CHN,gas_exp_chn,0.0
2110,R12_FSU,R12_CHN,gas_exp_chn,410.5256719481908
