Model,Scenario,Sensitivity,Region,Variable,Unit,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
MESSAGE-buildings,LED,ref,AFR,Material Demand|Residential|Buildings|Copper,Mt/yr,0.239581018,0.261926908,0.313404187,0.36706932,0.422451576,0.478056752,0.532061285,0.585682262,0.587406191,0.589597496,0.595478437,0.598711685,0.598464656,0.596337717,0.591769721,0.584944339,0.578958896,0.572616285
MESSAGE-buildings,LED,ref,AFR,Material Demand|Residential|Buildings|Glass,Mt/yr,1.726821936,1.871224556,2.217863081,2.573552862,2.935727493,3.294299596,3.637466199,3.974286324,3.95717475,3.946243258,3.964227188,3.966513351,3.947323512,3.917080436,3.872450363,3.81444771,3.763586801,3.711661864
MESSAGE-buildings,LED,ref,AFR,Material Demand|Residential|Buildings|Steel,Mt/yr,27.73354543,30.22085799,36.03422634,42.06076709,48.25092113,54.43579355,60.41229202,66.32301536,66.34631135,66.44048707,66.97562469,67.22447496,67.0919885,66.75678464,66.15814753,65.31549219,64.57655807,63.80529167
MESSAGE-buildings,LED,ref,AFR,Material Demand|Residential|Buildings|Wood,Mt/yr,17.55565976,19.15111185,22.8617237,26.71572618,30.68070828,34.64889925,38.49005298,42.29407564,42.34597405,42.43920398,42.80864772,42.99260936,42.93064134,42.73721068,42.37298948,41.85065686,41.39261284,40.91220244
MESSAGE-buildings,LED,min,AFR,Material Demand|Residential|Buildings|Aluminum,Mt/yr,0.954143148,1.033657527,1.224788593,1.420810268,1.620318108,1.817749637,2.006605278,2.19189525,2.181954105,2.175474005,2.185009137,2.185926323,2.175036506,2.158080402,2.133227668,2.101033718,2.072803795,2.044010816
MESSAGE-buildings,LED,min,AFR,Material Demand|Residential|Buildings|Cement,Mt/yr,43.42497616,47.40430574,56.63087493,66.22539006,76.10604921,86.00492811,95.59720887,105.104714,105.2913902,105.5747531,106.5367646,107.0332916,106.9143738,106.4653474,105.5875294,104.3128933,103.1951318,102.0190646
MESSAGE-buildings,LED,min,AFR,Material Demand|Residential|Buildings|Concrete,Mt/yr,278.3652318,303.8737547,363.0184291,424.5217312,487.8592898,551.3136417,612.802621,673.7481665,674.9448088,676.7612377,682.927978,686.1108435,685.3485497,682.4701754,676.8431373,668.672393,661.5072553,653.9683628
MESSAGE-buildings,LED,min,AFR,Material Demand|Residential|Buildings|Copper,Mt/yr,0.197047026,0.214345343,0.255101664,0.297221733,0.340371989,0.383367755,0.424796161,0.465676807,0.465179122,0.465248162,0.46850237,0.46979853,0.468466317,0.46574985,0.461233705,0.455048875,0.449625409,0.444006134
MESSAGE-buildings,LED,min,AFR,Material Demand|Residential|Buildings|Glass,Mt/yr,1.73109612,1.872286466,2.214556142,2.564459949,2.919602221,3.270016826,3.604158849,3.931171161,3.907688121,3.891002875,3.903802113,3.901590258,3.878622505,3.845109107,3.797860363,3.737826896,3.685185926,3.631801922
MESSAGE-buildings,LED,min,AFR,Material Demand|Residential|Buildings|Steel,Mt/yr,24.87099389,27.10505956,32.32349555,37.73450608,43.29347453,48.84879597,54.21806009,59.52908726,59.55615606,59.64620069,60.13120724,60.3587678,60.24359705,59.9461105,59.41171051,58.65787285,57.99682321,57.30646265
MESSAGE-buildings,LED,min,AFR,Material Demand|Residential|Buildings|Wood,Mt/yr,20.04275691,21.87638641,26.13046951,30.5531573,35.10684432,39.66799433,44.08693149,48.46608983,48.54688433,48.6728152,49.11239746,49.33775089,49.27970188,49.0697451,48.66246264,48.07255556,47.55525143,47.01131068
MESSAGE-buildings,LED,max,AFR,Material Demand|Residential|Buildings|Aluminum,Mt/yr,1.035818446,1.131880356,1.353635459,1.584628021,1.822850124,2.06186415,2.293830237,2.524019866,2.530498744,2.539091049,2.563711941,2.576997349,2.575354978,2.56566726,2.545531547,2.515731725,2.489599231,2.461972366
MESSAGE-buildings,LED,max,AFR,Material Demand|Residential|Buildings|Cement,Mt/yr,99.23983263,108.2171072,129.1317867,150.8402563,173.161365,195.4876031,217.0860548,238.4656636,238.6852704,239.1455404,241.173009,242.160428,241.7666517,240.6359695,238.547841,235.573167,232.9646245,230.2334198
MESSAGE-buildings,LED,max,AFR,Material Demand|Residential|Buildings|Concrete,Mt/yr,636.1527733,693.6994049,827.7678634,966.9247202,1110.00875,1253.125661,1391.577274,1528.626048,1530.033785,1532.984233,1545.980827,1552.310436,1549.786229,1542.538266,1529.152827,1510.084404,1493.362978,1475.855255
MESSAGE-buildings,LED,max,AFR,Material Demand|Residential|Buildings|Copper,Mt/yr,0.272589859,0.299303772,0.359761229,0.423227892,0.489104211,0.555637309,0.620648623,0.685500742,0.689748072,0.694309596,0.702889427,0.708194734,0.709260982,0.707995104,0.703703628,0.696619478,0.690406812,0.683670886
MESSAGE-buildings,LED,max,AFR,Material Demand|Residential|Buildings|Glass,Mt/yr,5.874443146,6.448569472,7.749155997,9.113958641,10.53013484,11.95997355,13.35665218,14.74956222,14.8383081,14.93409022,15.11668779,15.22903717,15.25037318,15.22168621,15.1280987,14.97460108,14.83998695,14.69423877
MESSAGE-buildings,LED,max,AFR,Material Demand|Residential|Buildings|Steel,Mt/yr,60.33858956,65.21532819,77.08014827,89.19309539,101.4728771,113.5739417,125.0974681,136.3629042,135.4653957,134.8123476,135.1932111,135.0599072,134.2127923,133.004778,131.3265857,129.2105226,127.3550393,125.4776959
MESSAGE-buildings,LED,max,AFR,Material Demand|Residential|Buildings|Wood,Mt/yr,25.97610847,28.45280491,34.11303135,40.03220211,46.15660584,52.32202914,58.3264193,64.30080941,64.58326453,64.90730009,65.62386753,66.0424117,66.07194072,65.88956879,65.43215535,64.72061551,64.09662604,63.4290261
MESSAGE-buildings,LED,ref,EEU,Material Demand|Residential|Buildings|Aluminum,Mt/yr,0.130471912,0.089764279,0.092540607,0.094154444,0.094582688,0.096412118,0.099773718,0.102241345,0.100510417,0.09708957,0.090662735,0.08486264,0.08091502,0.078888321,0.077943711,0.077214446,0.07596076,0.073912781
MESSAGE-buildings,LED,ref,EEU,Material Demand|Residential|Buildings|Cement,Mt/yr,9.29613133,6.365459831,6.546569666,6.645582526,6.663964529,6.78882999,7.039223457,7.225069827,7.109858739,6.870411608,6.41047968,5.995161435,5.713861481,5.571662058,5.507599731,5.458744107,5.371206726,5.224742486
MESSAGE-buildings,LED,ref,EEU,Material Demand|Residential|Buildings|Concrete,Mt/yr,59.59058545,40.80422968,41.96519017,42.59988799,42.71772134,43.51814096,45.12322729,46.31455017,45.57601756,44.04110005,41.09281846,38.43052202,36.62731718,35.71578242,35.30512648,34.99194941,34.43081235,33.49193902
MESSAGE-buildings,LED,ref,EEU,Material Demand|Residential|Buildings|Copper,Mt/yr,0.018840032,0.012122731,0.012290978,0.012305603,0.012200049,0.012416332,0.013189052,0.013780998,0.013690893,0.01325658,0.012243341,0.011320959,0.010712554,0.010431729,0.010331645,0.010262892,0.010095271,0.009775492
MESSAGE-buildings,LED,ref,EEU,Material Demand|Residential|Buildings|Glass,Mt/yr,0.527280037,0.35103931,0.358199349,0.360885184,0.359705292,0.366132592,0.384133428,0.397825923,0.393464338,0.38076791,0.353698112,0.329137837,0.312740826,0.304840996,0.301655641,0.299313241,0.29446548,0.285778822
MESSAGE-buildings,LED,ref,EEU,Material Demand|Residential|Buildings|Steel,Mt/yr,5.471976433,3.829176442,3.970802299,4.062349458,4.098302354,4.181284388,4.296027643,4.377118481,4.288359139,4.137505161,3.873673881,3.636392922,3.472998611,3.38603039,3.342595996,3.308477906,3.254734178,3.171524119
MESSAGE-buildings,LED,ref,EEU,Material Demand|Residential|Buildings|Wood,Mt/yr,1.252327552,0.81242656,0.82584373,0.828917285,0.823457596,0.838215188,0.886383458,0.923079432,0.915273766,0.885605852,0.818896001,0.75828518,0.718180471,0.699457615,0.692589933,0.687852913,0.676790236,0.655981279
MESSAGE-buildings,LED,min,EEU,Material Demand|Residential|Buildings|Aluminum,Mt/yr,0.130978571,0.090232308,0.093765747,0.096109305,0.097072758,0.099196655,0.102273314,0.104416589,0.102350396,0.0986717,0.092146831,0.086269746,0.082219743,0.080059882,0.078979184,0.078137114,0.076822777,0.07480663
MESSAGE-buildings,LED,min,EEU,Material Demand|Residential|Buildings|Cement,Mt/yr,6.031948591,4.197306633,4.338621467,4.425355273,4.454254029,4.5407524,4.676352023,4.774297614,4.683536191,4.521163697,4.228953526,3.965935652,3.786020027,3.692179402,3.64715213,3.612235211,3.554531483,3.46230128
MESSAGE-buildings,LED,min,EEU,Material Demand|Residential|Buildings|Concrete,Mt/yr,38.66633712,26.90581175,27.81167607,28.36766201,28.55291044,29.10738718,29.97661553,30.60447188,30.02266789,28.98181857,27.10867645,25.42266444,24.26935915,23.66781668,23.37918032,23.15535392,22.78545823,22.19423898
MESSAGE-buildings,LED,min,EEU,Material Demand|Residential|Buildings|Copper,Mt/yr,0.015411667,0.009786962,0.010054093,0.010193352,0.010201914,0.010444562,0.011102571,0.011586245,0.011486408,0.011095794,0.010233019,0.009446241,0.008916621,0.008654481,0.008541257,0.008456972,0.008298196,0.008028944
MESSAGE-buildings,LED,min,EEU,Material Demand|Residential|Buildings|Glass,Mt/yr,0.226055657,0.153969297,0.160586461,0.165146676,0.167155651,0.171046205,0.17623421,0.179715722,0.175876367,0.169229158,0.157677143,0.147294111,0.140132843,0.136304428,0.134401358,0.132959494,0.130742086,0.127372343
MESSAGE-buildings,LED,min,EEU,Material Demand|Residential|Buildings|Steel,Mt/yr,3.606609441,2.516387863,2.605144111,2.661082531,2.681425128,2.734497877,2.812548134,2.868325051,2.811817486,2.713496694,2.539174615,2.382357369,2.274764851,2.218126774,2.190459502,2.16890409,2.134074253,2.079200074
MESSAGE-buildings,LED,min,EEU,Material Demand|Residential|Buildings|Wood,Mt/yr,2.496953911,1.719234054,1.772412098,1.803347842,1.811685902,1.846989948,1.912746191,1.96113503,1.928755411,1.863738319,1.740875449,1.629881808,1.554242026,1.515254289,1.4968576,1.482488252,1.458017159,1.418314144
MESSAGE-buildings,LED,max,EEU,Material Demand|Residential|Buildings|Aluminum,Mt/yr,0.127166635,0.08743396,0.090120831,0.091675723,0.092079397,0.093857956,0.097155296,0.099577984,0.097903312,0.094574381,0.088305053,0.082646497,0.078796724,0.076822723,0.075905041,0.075197138,0.07397628,0.071978282
MESSAGE-buildings,LED,max,EEU,Material Demand|Residential|Buildings|Cement,Mt/yr,11.79407165,8.03864662,8.309120611,8.474510831,8.526473671,8.701581665,9.007191923,9.226833704,9.062740858,8.743114061,8.149867187,7.61499645,7.25049402,7.062636109,6.975031415,6.908641998,6.796079114,6.613727925
MESSAGE-buildings,LED,max,EEU,Material Demand|Residential|Buildings|Concrete,Mt/yr,75.60302338,51.52978602,53.26359366,54.32378738,54.65688251,55.77936965,57.73840976,59.1463699,58.09449268,56.04560295,52.24273838,48.81407981,46.47752577,45.27330839,44.71173984,44.28616665,43.56460971,42.39569183
MESSAGE-buildings,LED,max,EEU,Material Demand|Residential|Buildings|Copper,Mt/yr,0.022653812,0.01481156,0.015083027,0.015165666,0.015088462,0.015363442,0.016210308,0.016854107,0.016699091,0.016158722,0.014963744,0.013878048,0.013156741,0.012815112,0.012683956,0.012590555,0.012385056,0.012007607
MESSAGE-buildings,LED,max,EEU,Material Demand|Residential|Buildings|Glass,Mt/yr,0.551815359,0.368337444,0.376161532,0.379284926,0.378287414,0.385092333,0.403570172,0.417596259,0.412817083,0.399438356,0.371199368,0.345588443,0.328465097,0.320174091,0.316788841,0.314287872,0.309196432,0.300138759
MESSAGE-buildings,LED,max,EEU,Material Demand|Residential|Buildings|Steel,Mt/yr,8.604704935,5.924900019,6.17925811,6.35471138,6.433233161,6.579582614,6.763775949,6.887245373,6.736989536,6.485255998,6.05379901,5.66620344,5.398182789,5.253776611,5.180720585,5.124570868,5.039435491,4.911275802
MESSAGE-buildings,LED,max,EEU,Material Demand|Residential|Buildings|Wood,Mt/yr,3.083107484,2.118569774,2.177729497,2.209632713,2.215154683,2.256024913,2.338622049,2.400239317,2.362387974,2.283683316,2.132229664,1.995423805,1.902740854,1.855849957,1.834624894,1.818299019,1.789091273,1.740267813
MESSAGE-buildings,LED,ref,FSU,Material Demand|Residential|Buildings|Aluminum,Mt/yr,0.246913465,0.228012589,0.23277964,0.236992782,0.245937562,0.259138637,0.265291396,0.266926571,0.259397178,0.25407928,0.246266286,0.23977398,0.232464076,0.224517397,0.218150557,0.214094893,0.210589491,0.205352674
MESSAGE-buildings,LED,ref,FSU,Material Demand|Residential|Buildings|Cement,Mt/yr,16.60445349,15.36679989,15.68524819,15.96304064,16.54769698,17.40986426,17.80868426,17.91152323,17.40323332,17.04281344,16.51918388,16.08574552,15.60092775,15.07571383,14.65525675,14.38687039,14.1471198,13.79390196
MESSAGE-buildings,LED,ref,FSU,Material Demand|Residential|Buildings|Concrete,Mt/yr,106.4388044,98.50512749,100.5464627,102.3271836,106.0749807,111.6016939,114.1582324,114.8174566,111.5591879,109.2488041,105.8922043,103.1137533,100.0059471,96.63919123,93.94395352,92.22352815,90.68666539,88.42244843
MESSAGE-buildings,LED,ref,FSU,Material Demand|Residential|Buildings|Copper,Mt/yr,0.056486954,0.051747793,0.052888657,0.053982148,0.056334235,0.059790806,0.061434604,0.061876369,0.060064833,0.058740063,0.05669975,0.054972471,0.05303481,0.050955493,0.049321428,0.048334287,0.047607413,0.046435195
MESSAGE-buildings,LED,ref,FSU,Material Demand|Residential|Buildings|Glass,Mt/yr,0.466783903,0.431680516,0.440707842,0.44839132,0.46446416,0.488032866,0.498571288,0.500809105,0.486152636,0.475698111,0.461171103,0.449092358,0.435612924,0.421034735,0.409285914,0.4015988,0.394491464,0.384520064
MESSAGE-buildings,LED,ref,FSU,Material Demand|Residential|Buildings|Steel,Mt/yr,9.065197664,8.407877188,8.579134872,8.722455363,9.022760789,9.466162,9.667836083,9.717832934,9.445407049,9.25557326,8.988363706,8.768750998,8.521927582,8.252234692,8.033544519,7.889261878,7.752254569,7.5576529
MESSAGE-buildings,LED,ref,FSU,Material Demand|Residential|Buildings|Wood,Mt/yr,5.208146867,4.821646857,4.920697598,5.007017821,5.189698004,5.46011476,5.586764295,5.622073615,5.466497315,5.357722296,5.197499196,5.065361479,4.916525951,4.75418674,4.62380717,4.540377881,4.466129354,4.355234312
MESSAGE-buildings,LED,min,FSU,Material Demand|Residential|Buildings|Aluminum,Mt/yr,0.232285444,0.214540605,0.219061049,0.222923869,0.231026261,0.242894772,0.248187316,0.249280047,0.241939553,0.236695069,0.229427277,0.223364184,0.216586651,0.20925534,0.203343734,0.199470654,0.195929528,0.190973295
MESSAGE-buildings,LED,min,FSU,Material Demand|Residential|Buildings|Cement,Mt/yr,11.61001502,10.75979495,10.98001645,11.16965678,11.56877388,12.15890155,12.43276022,12.50626488,12.15763198,11.91328412,11.55830654,11.26601943,10.93797137,10.58077013,10.29358169,10.10869509,9.940125772,9.692314267
MESSAGE-buildings,LED,min,FSU,Material Demand|Residential|Buildings|Concrete,Mt/yr,74.42317318,68.97304453,70.38472085,71.600364,74.15880694,77.94167662,79.69718089,80.16836461,77.9335383,76.36720588,74.09170859,72.21807326,70.11520111,67.82544954,65.984498,64.79932749,63.71875495,62.13021966
MESSAGE-buildings,LED,min,FSU,Material Demand|Residential|Buildings|Copper,Mt/yr,0.042720186,0.03898542,0.039871379,0.040723419,0.042552513,0.045221477,0.046460123,0.046741859,0.045302987,0.044230682,0.042629175,0.041259026,0.039728673,0.038097509,0.03681649,0.036037632,0.035470165,0.034586839
MESSAGE-buildings,LED,min,FSU,Material Demand|Residential|Buildings|Glass,Mt/yr,0.408638398,0.376853166,0.384977328,0.391970273,0.40649159,0.427579921,0.436723987,0.438137892,0.424520349,0.414516502,0.400956697,0.389545843,0.376959604,0.363536949,0.35279459,0.345808933,0.339437703,0.330747209
MESSAGE-buildings,LED,min,FSU,Material Demand|Residential|Buildings|Steel,Mt/yr,6.623560847,6.141468485,6.26683772,6.373389833,6.597067459,6.927568193,7.079554562,7.118935399,6.919878545,6.780655209,6.581277159,6.417279412,6.233209389,6.032549717,5.870649239,5.765307822,5.667323871,5.525569982
MESSAGE-buildings,LED,min,FSU,Material Demand|Residential|Buildings|Wood,Mt/yr,5.144743838,4.753423443,4.852316658,4.939810556,5.125735965,5.400569308,5.529471445,5.564984016,5.409575891,5.30025129,5.138322473,5.004052726,4.852699336,4.687917505,4.555916037,4.472029439,4.399597282,4.290465903
MESSAGE-buildings,LED,max,FSU,Material Demand|Residential|Buildings|Aluminum,Mt/yr,0.268865534,0.248497293,0.253669633,0.258261356,0.267995027,0.282374701,0.289120304,0.29096926,0.282801609,0.277025525,0.268455661,0.261349607,0.25336731,0.244703232,0.237782241,0.23340947,0.229637128,0.223938598
MESSAGE-buildings,LED,max,FSU,Material Demand|Residential|Buildings|Cement,Mt/yr,24.98027262,23.05700473,23.54478616,23.97916312,24.89518259,26.24103653,26.86130523,27.01241027,26.22625604,25.66012407,24.83658856,24.14924702,23.38281608,22.5576566,21.90072679,21.48625108,21.12936357,20.60095331
MESSAGE-buildings,LED,max,FSU,Material Demand|Residential|Buildings|Concrete,Mt/yr,160.1299527,147.8013124,150.9281164,153.7125841,159.5845038,168.2117726,172.187854,173.1564761,168.1170259,164.4879748,159.208901,154.8028655,149.8898466,144.6003628,140.3892743,137.7323787,135.4446383,132.057393
MESSAGE-buildings,LED,max,FSU,Material Demand|Residential|Buildings|Copper,Mt/yr,0.06782556,0.062328481,0.063678683,0.064967717,0.06772728,0.071792617,0.073742629,0.074294816,0.072153608,0.070592178,0.068160929,0.066116639,0.063831676,0.06138181,0.059461517,0.058310585,0.057445832,0.056035132
MESSAGE-buildings,LED,max,FSU,Material Demand|Residential|Buildings|Glass,Mt/yr,1.496486909,1.378013949,1.407393171,1.434930397,1.493821306,1.580783175,1.622509119,1.634621323,1.588375934,1.555088779,1.503480422,1.460320856,1.411932568,1.359787299,1.318701557,1.293768657,1.274330954,1.243032357
MESSAGE-buildings,LED,max,FSU,Material Demand|Residential|Buildings|Steel,Mt/yr,14.56385185,13.45898019,13.74421081,13.98408096,14.48134647,15.20537724,15.51847325,15.56878,15.09452107,14.75092124,14.28958997,13.90378401,13.47667487,13.01826445,12.64872595,12.40444422,12.17386988,11.86234946
MESSAGE-buildings,LED,max,FSU,Material Demand|Residential|Buildings|Wood,Mt/yr,6.856100233,6.337634269,6.469121848,6.587005891,6.837629022,7.208686971,7.384910205,7.436038066,7.230072052,7.084889937,6.865479795,6.683829967,6.479464044,6.257395112,6.080399993,5.969608383,5.875606962,5.730546363
MESSAGE-buildings,LED,ref,LAM,Material Demand|Residential|Buildings|Aluminum,Mt/yr,0.957003311,0.740985321,0.758358698,0.769043045,0.773531768,0.775977208,0.773537084,0.763970341,0.738613213,0.714706434,0.699777276,0.685356123,0.667825736,0.649783326,0.631686373,0.616715226,0.604948354,0.593808623
MESSAGE-buildings,LED,ref,LAM,Material Demand|Residential|Buildings|Cement,Mt/yr,59.48192397,46.10658757,47.19145307,47.86025295,48.14382548,48.30004024,48.15207072,47.56071649,45.98609932,44.50135537,43.57353482,42.67735091,41.58811431,40.46702253,39.3426153,38.41239352,37.68146592,36.98935846
MESSAGE-buildings,LED,ref,LAM,Material Demand|Residential|Buildings|Concrete,Mt/yr,381.2943844,295.5550485,302.5093146,306.7964933,308.6142659,309.6156426,308.66712,304.8763878,294.782688,285.2650985,279.3175309,273.5727622,266.5904763,259.4039906,252.1962519,246.2332918,241.5478585,237.1112722
MESSAGE-buildings,LED,ref,LAM,Material Demand|Residential|Buildings|Copper,Mt/yr,0.248012724,0.192796452,0.197374293,0.200213941,0.201445824,0.202142804,0.201565793,0.199135372,0.19258549,0.186407393,0.182539792,0.178804771,0.174266967,0.16959601,0.164912036,0.161036678,0.157993742,0.155110944
MESSAGE-buildings,LED,ref,LAM,Material Demand|Residential|Buildings|Glass,Mt/yr,1.41978871,1.093003724,1.11815752,1.133426254,1.139520867,1.142628364,1.138552528,1.123957363,1.086160637,1.050549193,1.028389327,1.00697549,0.980924222,0.954117112,0.92721989,0.904971997,0.887461304,0.870900696
MESSAGE-buildings,LED,ref,LAM,Material Demand|Residential|Buildings|Steel,Mt/yr,29.95354049,23.15839187,23.69882465,24.03010332,24.16755783,24.24129716,24.16247035,23.86087357,23.06625799,22.31721802,21.84988491,21.3984109,20.84948741,20.2845583,19.71787259,19.24908674,18.88050319,18.53165462
MESSAGE-buildings,LED,ref,LAM,Material Demand|Residential|Buildings|Wood,Mt/yr,22.04221357,17.16414878,17.57389128,17.82897179,17.94108013,18.00544303,17.95627861,17.74214285,17.16084442,16.61243262,16.26875078,15.93688751,15.53379121,15.11884327,14.70278109,14.3585295,14.08833672,13.83228483
MESSAGE-buildings,LED,min,LAM,Material Demand|Residential|Buildings|Aluminum,Mt/yr,0.848323703,0.650335529,0.665095665,0.673966231,0.677362876,0.678993909,0.676360989,0.667465998,0.644805507,0.623465282,0.610219862,0.597416884,0.581832356,0.565797854,0.549705523,0.53639635,0.525910459,0.516000773
MESSAGE-buildings,LED,min,LAM,Material Demand|Residential|Buildings|Cement,Mt/yr,43.56304601,33.7936022,34.59072121,35.08296314,35.29300107,35.40958075,35.3031133,34.87169866,33.71922966,32.6324414,31.95297642,31.29671317,30.49916587,29.67827286,28.85499007,28.17387386,27.63878487,27.13204468
MESSAGE-buildings,LED,min,LAM,Material Demand|Residential|Buildings|Concrete,Mt/yr,279.2502949,216.6256551,221.7353924,224.8907894,226.2371864,226.984492,226.3020083,223.5365299,216.1489081,209.1823166,204.8267719,200.6199562,195.5074735,190.2453389,184.967885,180.6017555,177.1716979,173.9233633
MESSAGE-buildings,LED,min,LAM,Material Demand|Residential|Buildings|Copper,Mt/yr,0.187249656,0.144515573,0.147868856,0.149916211,0.150752617,0.151192511,0.150681285,0.148779618,0.143805023,0.139116696,0.136194782,0.133371699,0.129938429,0.126405256,0.122860729,0.119928692,0.117622381,0.115440236
MESSAGE-buildings,LED,min,LAM,Material Demand|Residential|Buildings|Glass,Mt/yr,1.496886987,1.144143444,1.169854328,1.185193689,1.19088363,1.193481892,1.188591125,1.172679571,1.132599234,1.094866583,1.071488656,1.048887325,1.021364642,0.993050002,0.964628381,0.941124132,0.922592712,0.905088592
MESSAGE-buildings,LED,min,LAM,Material Demand|Residential|Buildings|Steel,Mt/yr,24.33113546,18.83061016,19.27148685,19.54235124,19.65571974,19.71719828,19.65455131,19.41078658,18.76586249,18.15785733,17.77827891,17.41160597,16.96585003,16.5070813,16.04691361,15.66623328,15.36699722,15.08373209
MESSAGE-buildings,LED,min,LAM,Material Demand|Residential|Buildings|Wood,Mt/yr,20.06489046,15.56218172,15.92903883,16.15548942,16.2519667,16.30541841,16.25616627,16.05727045,15.52636654,15.02573055,14.71276756,14.41048756,14.04312138,13.66500407,13.28578173,12.97204611,12.72556202,12.49214444
MESSAGE-buildings,LED,max,LAM,Material Demand|Residential|Buildings|Aluminum,Mt/yr,1.054817007,0.819381041,0.838792158,0.850814267,0.856000096,0.858915126,0.856417911,0.846043073,0.818169122,0.791879587,0.775429314,0.759542191,0.740238442,0.720368739,0.7004428,0.683957104,0.671010189,0.658746214
MESSAGE-buildings,LED,max,LAM,Material Demand|Residential|Buildings|Cement,Mt/yr,97.95074647,75.87017951,77.65124699,78.74750307,79.20954636,79.46225152,79.21461175,78.23730355,75.64278479,73.19655587,71.66858617,70.19264693,68.39858695,66.55210304,64.70007929,63.16793105,61.9638221,60.82381101
MESSAGE-buildings,LED,max,LAM,Material Demand|Residential|Buildings|Concrete,Mt/yr,627.8894004,486.3473046,497.7644038,504.7916863,507.7535023,509.3734072,507.7859728,501.5211766,484.8896461,469.2086915,459.4140139,449.952865,438.4524804,426.6160451,414.744098,404.9226349,397.2039878,389.8962244
MESSAGE-buildings,LED,max,LAM,Material Demand|Residential|Buildings|Copper,Mt/yr,0.297296434,0.232320603,0.237927552,0.241443475,0.243028769,0.243964354,0.24336033,0.240524294,0.232706985,0.225328883,0.220694907,0.216221326,0.210790176,0.205198686,0.199593359,0.194955035,0.191317737,0.187868615
MESSAGE-buildings,LED,max,LAM,Material Demand|Residential|Buildings|Glass,Mt/yr,6.385285149,4.988331589,5.108617593,5.184001506,5.217923635,5.237901339,5.224826076,5.163824042,4.995885352,4.83738743,4.737857106,4.641769987,4.525110866,4.405008819,4.284607535,4.184978049,4.106844729,4.032757437
MESSAGE-buildings,LED,max,LAM,Material Demand|Residential|Buildings|Steel,Mt/yr,51.5627683,39.36139859,40.24207672,40.76580009,40.95727382,41.04260418,40.87048155,40.3191588,38.93710266,37.63618559,36.83080335,36.05211105,35.10369712,34.12803324,33.14861056,32.33867071,31.69989534,31.09666465
MESSAGE-buildings,LED,max,LAM,Material Demand|Residential|Buildings|Wood,Mt/yr,27.38256782,21.33592871,21.8462504,22.16435748,22.30481632,22.38586885,22.32575243,22.06058291,21.33882199,20.65784474,20.23091999,19.81869325,19.31802714,18.80263002,18.28586806,17.85828968,17.52274791,17.20473165
MESSAGE-buildings,LED,ref,MEA,Material Demand|Residential|Buildings|Aluminum,Mt/yr,0.375134937,0.366542998,0.417207383,0.468405623,0.523243063,0.57870329,0.626372805,0.665347165,0.653591573,0.638848684,0.624253742,0.609454027,0.593590253,0.579133272,0.56641299,0.556405919,0.547555006,0.536633355
MESSAGE-buildings,LED,ref,MEA,Material Demand|Residential|Buildings|Cement,Mt/yr,44.47864061,43.49188884,49.53378179,55.64126417,62.18067221,68.79574173,74.48853263,79.15016613,77.7743035,76.04020989,74.31903853,72.57056065,70.69440769,68.98449956,67.48012733,66.29783551,65.25231382,63.95874316
MESSAGE-buildings,LED,ref,MEA,Material Demand|Residential|Buildings|Concrete,Mt/yr,285.1194911,278.7941592,317.5242422,356.6747703,398.5940526,440.9983444,477.4905938,507.3728598,498.5532275,487.4372429,476.4040931,465.1959016,453.1692801,442.2083305,432.5649188,424.9861251,418.284063,409.9919433
MESSAGE-buildings,LED,ref,MEA,Material Demand|Residential|Buildings|Copper,Mt/yr,0.126085501,0.123690086,0.14125423,0.159033104,0.178041863,0.197287968,0.213937787,0.227662044,0.223987582,0.219246903,0.214484801,0.209607248,0.204348757,0.199554559,0.195338236,0.19203974,0.18912503,0.185475398
MESSAGE-buildings,LED,ref,MEA,Material Demand|Residential|Buildings|Glass,Mt/yr,0.90335964,0.880647371,1.00045286,1.121398971,1.25108099,1.382147664,1.494362308,1.58565077,1.556206015,1.519822864,1.484088161,1.448051826,1.409548819,1.374468565,1.343594439,1.319229755,1.297668948,1.271281493
MESSAGE-buildings,LED,ref,MEA,Material Demand|Residential|Buildings|Steel,Mt/yr,30.95641579,30.1164658,34.15493377,38.22806977,42.59972673,47.01532507,50.78211765,53.83219264,52.7885396,51.51490347,50.27239559,49.0253886,47.69677035,46.48651236,45.42112188,44.57805913,43.83168177,42.92477836
MESSAGE-buildings,LED,ref,MEA,Material Demand|Residential|Buildings|Wood,Mt/yr,8.426907054,8.253300305,9.412505659,10.58509404,11.83969715,13.10939439,14.20495935,15.10507874,14.85190561,14.52917762,14.20696991,13.87832523,13.52485992,13.2026599,12.9192423,12.69700577,12.50055139,12.25604676
MESSAGE-buildings,LED,min,MEA,Material Demand|Residential|Buildings|Aluminum,Mt/yr,0.453746113,0.4418179,0.501429036,0.561575808,0.626103411,0.691296908,0.746997792,0.792190949,0.777108964,0.758607576,0.740507052,0.722304274,0.70288713,0.685198211,0.669628149,0.657321467,0.646428215,0.633151724
MESSAGE-buildings,LED,min,MEA,Material Demand|Residential|Buildings|Cement,Mt/yr,22.32112602,21.87139065,24.95288261,28.07054837,31.40559223,34.78119283,37.69600967,40.09306901,39.42814834,38.57771456,37.72719764,36.85867291,35.92392494,35.07181687,34.32231536,33.73499095,33.21585936,32.56865304
