Model,Scenario,Sensitivity,Region,Variable,Unit,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
MESSAGE-buildings,LED,ref,PAS,Final Energy|Residential|Space Conditioning|Solids|Biomass,EJ/yr,0.45682,0.3814,0.33951,0.28696,0.22755,0.1651,0.10313,0.0446,0.00227,0,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,ref,PAS,Final Energy|Residential|Space Conditioning|Solids|Coal,EJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,ref,PAS,Final Energy|Residential|Space Conditioning|Heat,EJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,ref,PAS,Final Energy|Residential|Space Conditioning|Electricity,EJ/yr,0.0418,0.04603,0.05437,0.0622,0.06933,0.07557,0.08085,0.08512,0.08334,0.0806,0.07753,0.07437,0.07117,0.06798,0.06484,0.06178,0.05881,0.05593
MESSAGE-buildings,LED,ref,PAS,Final Energy|Residential|Space Conditioning|Gases,EJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,ref,PAS,Final Energy|Residential|Space Conditioning|Liquids,EJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,ref,SAS,Final Energy|Residential|Space Conditioning|Solids|Biomass,EJ/yr,1.98706,1.68654,1.5264,1.35016,1.16332,0.97113,0.77849,0.58974,0.3877,0.21553,0.07115,0,0,0,0,0,0,0
MESSAGE-buildings,LED,ref,SAS,Final Energy|Residential|Space Conditioning|Solids|Coal,EJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,ref,SAS,Final Energy|Residential|Space Conditioning|Heat,EJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,ref,SAS,Final Energy|Residential|Space Conditioning|Electricity,EJ/yr,0.23419,0.27052,0.32596,0.38027,0.43322,0.48395,0.53179,0.57535,0.58214,0.58292,0.57876,0.56846,0.55096,0.53202,0.51198,0.49134,0.4704,0.44972
MESSAGE-buildings,LED,ref,SAS,Final Energy|Residential|Space Conditioning|Gases,EJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,ref,SAS,Final Energy|Residential|Space Conditioning|Liquids,EJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,ref,WEU,Final Energy|Residential|Space Conditioning|Solids|Biomass,EJ/yr,0.95676,0.76657,0.60344,0.46666,0.35034,0.25075,0.16592,0.09439,0.0351,0,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,ref,WEU,Final Energy|Residential|Space Conditioning|Solids|Coal,EJ/yr,0.37154,0.29785,0.23298,0.17744,0.12983,0.08911,0.05461,0.02585,0.00269,0,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,ref,WEU,Final Energy|Residential|Space Conditioning|Heat,EJ/yr,0.3463,0.33508,0.31753,0.29475,0.26566,0.22908,0.18361,0.1274,0.05663,0.04563,0.04952,0.053,0.05603,0.05856,0.06058,0.06207,0.06301,0.06343
MESSAGE-buildings,LED,ref,WEU,Final Energy|Residential|Space Conditioning|Electricity,EJ/yr,0.84723,0.77865,0.70826,0.64178,0.57975,0.5226,0.47055,0.42394,0.38598,0.37217,0.35963,0.3473,0.33531,0.32357,0.31209,0.30075,0.2895,0.27819
MESSAGE-buildings,LED,ref,WEU,Final Energy|Residential|Space Conditioning|Gases,EJ/yr,3.8812,3.11136,2.43376,1.85364,1.35622,0.93085,0.5704,0.27002,0.02808,0,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,ref,WEU,Final Energy|Residential|Space Conditioning|Liquids,EJ/yr,1.58996,1.27459,0.99701,0.75936,0.55559,0.38133,0.23367,0.11062,0.0115,0,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,min,AFR,Final Energy|Residential|Space Conditioning|Solids|Biomass,EJ/yr,0.22586,0.19253,0.18138,0.16613,0.14765,0.1268,0.1044,0.08125,0.05426,0.03109,0.01151,0,0,0,0,0,0,0
MESSAGE-buildings,LED,min,AFR,Final Energy|Residential|Space Conditioning|Solids|Coal,EJ/yr,0.11396,0.09642,0.09018,0.08204,0.07245,0.06185,0.05065,0.03922,0.02607,0.01487,0.00548,0,0,0,0,0,0,0
MESSAGE-buildings,LED,min,AFR,Final Energy|Residential|Space Conditioning|Heat,EJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,min,AFR,Final Energy|Residential|Space Conditioning|Electricity,EJ/yr,0.06734,0.07902,0.10058,0.12356,0.14755,0.17218,0.19696,0.22158,0.22924,0.235,0.23922,0.24186,0.24207,0.24129,0.23959,0.23702,0.23374,0.22986
MESSAGE-buildings,LED,min,AFR,Final Energy|Residential|Space Conditioning|Gases,EJ/yr,0.00005,0.00003,0.00003,0.00003,0.00002,0.00002,0.00002,0.00001,0.00001,0,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,min,AFR,Final Energy|Residential|Space Conditioning|Liquids,EJ/yr,0.09415,0.07965,0.0745,0.06777,0.05985,0.0511,0.04185,0.03239,0.02153,0.01228,0.00453,0,0,0,0,0,0,0
MESSAGE-buildings,LED,min,EEU,Final Energy|Residential|Space Conditioning|Solids|Biomass,EJ/yr,0.33648,0.26157,0.20466,0.1549,0.1115,0.07389,0.04157,0.01428,0.00127,0,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,min,EEU,Final Energy|Residential|Space Conditioning|Solids|Coal,EJ/yr,0.40854,0.31747,0.2471,0.18552,0.13243,0.08758,0.05069,0.02149,0.00479,0.00149,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,min,EEU,Final Energy|Residential|Space Conditioning|Heat,EJ/yr,0.25557,0.24134,0.22937,0.2122,0.1896,0.16171,0.1289,0.09169,0.0506,0.04337,0.03583,0.03677,0.03724,0.03736,0.03721,0.03685,0.03632,0.03563
MESSAGE-buildings,LED,min,EEU,Final Energy|Residential|Space Conditioning|Electricity,EJ/yr,0.1115,0.10207,0.09543,0.0888,0.08243,0.07662,0.07163,0.06752,0.06348,0.05936,0.05563,0.05188,0.04839,0.04521,0.04237,0.03982,0.03751,0.0354
MESSAGE-buildings,LED,min,EEU,Final Energy|Residential|Space Conditioning|Gases,EJ/yr,0.46617,0.36226,0.28195,0.21169,0.15112,0.09994,0.05785,0.02452,0.00547,0.00169,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,min,EEU,Final Energy|Residential|Space Conditioning|Liquids,EJ/yr,0.05897,0.04582,0.03567,0.02678,0.01911,0.01264,0.00732,0.0031,0.00069,0.00021,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,min,FSU,Final Energy|Residential|Space Conditioning|Solids|Biomass,EJ/yr,0.36763,0.28753,0.22649,0.17217,0.12418,0.08223,0.0461,0.0156,0.00224,0,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,min,FSU,Final Energy|Residential|Space Conditioning|Solids|Coal,EJ/yr,0.15687,0.1225,0.09666,0.07406,0.05447,0.03771,0.02356,0.01184,0.0057,0.00344,0.00232,0.00154,0.00099,0.00064,0.00039,0.00024,0.00014,0.00008
MESSAGE-buildings,LED,min,FSU,Final Energy|Residential|Space Conditioning|Heat,EJ/yr,2.12768,2.00609,1.93313,1.8425,1.73779,1.62312,1.50189,1.37773,1.22144,1.07728,0.94656,0.83033,0.7286,0.64073,0.56582,0.50265,0.44968,0.40508
MESSAGE-buildings,LED,min,FSU,Final Energy|Residential|Space Conditioning|Electricity,EJ/yr,0.12677,0.11905,0.1146,0.10977,0.10501,0.10064,0.09661,0.09288,0.08809,0.08431,0.08094,0.07782,0.07485,0.07197,0.06918,0.06652,0.06395,0.06147
MESSAGE-buildings,LED,min,FSU,Final Energy|Residential|Space Conditioning|Gases,EJ/yr,1.17226,0.91539,0.72229,0.55341,0.40708,0.28177,0.17605,0.08847,0.04257,0.02577,0.01734,0.01147,0.00744,0.00473,0.00295,0.0018,0.00106,0.0006
MESSAGE-buildings,LED,min,FSU,Final Energy|Residential|Space Conditioning|Liquids,EJ/yr,0.28486,0.22244,0.17552,0.13448,0.09892,0.06847,0.04278,0.0215,0.01034,0.00626,0.00421,0.00278,0.00181,0.00115,0.00072,0.00043,0.00025,0.00014
MESSAGE-buildings,LED,min,LAM,Final Energy|Residential|Space Conditioning|Solids|Biomass,EJ/yr,0.06487,0.05437,0.04563,0.03759,0.03023,0.02358,0.01761,0.01234,0.00761,0.00364,0.00036,0,0,0,0,0,0,0
MESSAGE-buildings,LED,min,LAM,Final Energy|Residential|Space Conditioning|Solids|Coal,EJ/yr,0.00703,0.00602,0.00516,0.00435,0.00357,0.00286,0.00219,0.00159,0.00103,0.00054,0.00013,0,0,0,0,0,0,0
MESSAGE-buildings,LED,min,LAM,Final Energy|Residential|Space Conditioning|Heat,EJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,min,LAM,Final Energy|Residential|Space Conditioning|Electricity,EJ/yr,0.24768,0.25886,0.27102,0.2801,0.28628,0.28987,0.29111,0.29015,0.28289,0.27433,0.26499,0.25537,0.2454,0.23541,0.22549,0.21575,0.20638,0.19737
MESSAGE-buildings,LED,min,LAM,Final Energy|Residential|Space Conditioning|Gases,EJ/yr,0.22846,0.19562,0.16776,0.1412,0.11613,0.09272,0.07113,0.05145,0.03327,0.01759,0.00431,0,0,0,0,0,0,0
MESSAGE-buildings,LED,min,LAM,Final Energy|Residential|Space Conditioning|Liquids,EJ/yr,0.85644,0.73334,0.62889,0.52933,0.43534,0.34759,0.26662,0.19286,0.12469,0.06594,0.01615,0,0,0,0,0,0,0
MESSAGE-buildings,LED,min,MEA,Final Energy|Residential|Space Conditioning|Solids|Biomass,EJ/yr,0.00917,0.00795,0.00764,0.00712,0.00642,0.00557,0.00462,0.00362,0.0024,0.00136,0.00047,0,0,0,0,0,0,0
MESSAGE-buildings,LED,min,MEA,Final Energy|Residential|Space Conditioning|Solids|Coal,EJ/yr,0.00122,0.00106,0.00102,0.00095,0.00086,0.00074,0.00062,0.00048,0.00032,0.00018,0.00006,0,0,0,0,0,0,0
MESSAGE-buildings,LED,min,MEA,Final Energy|Residential|Space Conditioning|Heat,EJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,min,MEA,Final Energy|Residential|Space Conditioning|Electricity,EJ/yr,0.20569,0.21338,0.2463,0.27771,0.30738,0.33511,0.36037,0.38272,0.37504,0.36569,0.35512,0.34652,0.33871,0.32998,0.32062,0.31091,0.30103,0.291
MESSAGE-buildings,LED,min,MEA,Final Energy|Residential|Space Conditioning|Gases,EJ/yr,0.46598,0.40424,0.38908,0.36279,0.32715,0.2841,0.23564,0.18373,0.12148,0.0672,0.02072,0,0,0,0,0,0,0
MESSAGE-buildings,LED,min,MEA,Final Energy|Residential|Space Conditioning|Liquids,EJ/yr,0.66507,0.57696,0.55532,0.51779,0.46693,0.40549,0.33632,0.26223,0.17338,0.09592,0.02957,0,0,0,0,0,0,0
MESSAGE-buildings,LED,min,NAM,Final Energy|Residential|Space Conditioning|Solids|Biomass,EJ/yr,0.34949,0.28067,0.21932,0.16771,0.12411,0.08646,0.05375,0.02535,0.00095,0,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,min,NAM,Final Energy|Residential|Space Conditioning|Solids|Coal,EJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,min,NAM,Final Energy|Residential|Space Conditioning|Heat,EJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,min,NAM,Final Energy|Residential|Space Conditioning|Electricity,EJ/yr,0.50998,0.49513,0.4718,0.44736,0.42234,0.39722,0.37232,0.34811,0.33011,0.31838,0.31482,0.31081,0.30617,0.30086,0.29495,0.28858,0.28183,0.2747
MESSAGE-buildings,LED,min,NAM,Final Energy|Residential|Space Conditioning|Gases,EJ/yr,2.94291,2.40248,1.91022,1.49118,1.13278,0.82405,0.55683,0.32479,0.12526,0,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,min,NAM,Final Energy|Residential|Space Conditioning|Liquids,EJ/yr,0.70444,0.57507,0.45724,0.35694,0.27115,0.19725,0.13329,0.07775,0.02998,0,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,min,PAO,Final Energy|Residential|Space Conditioning|Solids|Biomass,EJ/yr,0.0774,0.06062,0.04561,0.03353,0.02389,0.01625,0.01023,0.00548,0.00183,0,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,min,PAO,Final Energy|Residential|Space Conditioning|Solids|Coal,EJ/yr,0.04286,0.03442,0.02662,0.0202,0.01493,0.01062,0.00714,0.00434,0.00218,0.00064,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,min,PAO,Final Energy|Residential|Space Conditioning|Heat,EJ/yr,0.04666,0.04559,0.04307,0.04009,0.03661,0.03261,0.02805,0.02289,0.01751,0.01097,0.00445,0.00471,0.00493,0.00512,0.00525,0.00535,0.00541,0.00544
MESSAGE-buildings,LED,min,PAO,Final Energy|Residential|Space Conditioning|Electricity,EJ/yr,0.14179,0.13385,0.12248,0.11129,0.10063,0.09074,0.08167,0.07351,0.06791,0.06334,0.06006,0.05707,0.05419,0.05143,0.04873,0.0461,0.04358,0.04113
MESSAGE-buildings,LED,min,PAO,Final Energy|Residential|Space Conditioning|Gases,EJ/yr,0.51723,0.41529,0.32131,0.24375,0.18011,0.12819,0.08612,0.05236,0.02624,0.00768,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,min,PAO,Final Energy|Residential|Space Conditioning|Liquids,EJ/yr,0.54842,0.44032,0.34068,0.25845,0.19097,0.13592,0.09131,0.0555,0.02782,0.00815,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,min,PAS,Final Energy|Residential|Space Conditioning|Solids|Biomass,EJ/yr,0.45682,0.3814,0.33951,0.28696,0.22755,0.1651,0.10313,0.0446,0.00227,0,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,min,PAS,Final Energy|Residential|Space Conditioning|Solids|Coal,EJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,min,PAS,Final Energy|Residential|Space Conditioning|Heat,EJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,min,PAS,Final Energy|Residential|Space Conditioning|Electricity,EJ/yr,0.0418,0.04603,0.05437,0.0622,0.06933,0.07557,0.08085,0.08512,0.08334,0.0806,0.07753,0.07437,0.07117,0.06798,0.06484,0.06178,0.05881,0.05593
MESSAGE-buildings,LED,min,PAS,Final Energy|Residential|Space Conditioning|Gases,EJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,min,PAS,Final Energy|Residential|Space Conditioning|Liquids,EJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,min,SAS,Final Energy|Residential|Space Conditioning|Solids|Biomass,EJ/yr,1.98706,1.68654,1.5264,1.35016,1.16332,0.97113,0.77849,0.58974,0.3877,0.21553,0.07115,0,0,0,0,0,0,0
MESSAGE-buildings,LED,min,SAS,Final Energy|Residential|Space Conditioning|Solids|Coal,EJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,min,SAS,Final Energy|Residential|Space Conditioning|Heat,EJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,min,SAS,Final Energy|Residential|Space Conditioning|Electricity,EJ/yr,0.23419,0.27052,0.32596,0.38027,0.43322,0.48395,0.53179,0.57535,0.58214,0.58292,0.57876,0.56846,0.55096,0.53202,0.51198,0.49134,0.4704,0.44972
MESSAGE-buildings,LED,min,SAS,Final Energy|Residential|Space Conditioning|Gases,EJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,min,SAS,Final Energy|Residential|Space Conditioning|Liquids,EJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,min,WEU,Final Energy|Residential|Space Conditioning|Solids|Biomass,EJ/yr,0.95676,0.76657,0.60344,0.46666,0.35034,0.25075,0.16592,0.09439,0.0351,0,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,min,WEU,Final Energy|Residential|Space Conditioning|Solids|Coal,EJ/yr,0.37154,0.29785,0.23298,0.17744,0.12983,0.08911,0.05461,0.02585,0.00269,0,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,min,WEU,Final Energy|Residential|Space Conditioning|Heat,EJ/yr,0.3463,0.33508,0.31753,0.29475,0.26566,0.22908,0.18361,0.1274,0.05663,0.04563,0.04952,0.053,0.05603,0.05856,0.06058,0.06207,0.06301,0.06343
MESSAGE-buildings,LED,min,WEU,Final Energy|Residential|Space Conditioning|Electricity,EJ/yr,0.84723,0.77865,0.70826,0.64178,0.57975,0.5226,0.47055,0.42394,0.38598,0.37217,0.35963,0.3473,0.33531,0.32357,0.31209,0.30075,0.2895,0.27819
MESSAGE-buildings,LED,min,WEU,Final Energy|Residential|Space Conditioning|Gases,EJ/yr,3.8812,3.11136,2.43376,1.85364,1.35622,0.93085,0.5704,0.27002,0.02808,0,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,min,WEU,Final Energy|Residential|Space Conditioning|Liquids,EJ/yr,1.58996,1.27459,0.99701,0.75936,0.55559,0.38133,0.23367,0.11062,0.0115,0,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,max,AFR,Final Energy|Residential|Space Conditioning|Solids|Biomass,EJ/yr,0.22586,0.19253,0.18138,0.16613,0.14765,0.1268,0.1044,0.08125,0.05426,0.03109,0.01151,0,0,0,0,0,0,0
MESSAGE-buildings,LED,max,AFR,Final Energy|Residential|Space Conditioning|Solids|Coal,EJ/yr,0.11396,0.09642,0.09018,0.08204,0.07245,0.06185,0.05065,0.03922,0.02607,0.01487,0.00548,0,0,0,0,0,0,0
MESSAGE-buildings,LED,max,AFR,Final Energy|Residential|Space Conditioning|Heat,EJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,max,AFR,Final Energy|Residential|Space Conditioning|Electricity,EJ/yr,0.06734,0.07902,0.10058,0.12356,0.14755,0.17218,0.19696,0.22158,0.22924,0.235,0.23922,0.24186,0.24207,0.24129,0.23959,0.23702,0.23374,0.22986
MESSAGE-buildings,LED,max,AFR,Final Energy|Residential|Space Conditioning|Gases,EJ/yr,0.00005,0.00003,0.00003,0.00003,0.00002,0.00002,0.00002,0.00001,0.00001,0,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,max,AFR,Final Energy|Residential|Space Conditioning|Liquids,EJ/yr,0.09415,0.07965,0.0745,0.06777,0.05985,0.0511,0.04185,0.03239,0.02153,0.01228,0.00453,0,0,0,0,0,0,0
MESSAGE-buildings,LED,max,EEU,Final Energy|Residential|Space Conditioning|Solids|Biomass,EJ/yr,0.33648,0.26157,0.20466,0.1549,0.1115,0.07389,0.04157,0.01428,0.00127,0,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,max,EEU,Final Energy|Residential|Space Conditioning|Solids|Coal,EJ/yr,0.40854,0.31747,0.2471,0.18552,0.13243,0.08758,0.05069,0.02149,0.00479,0.00149,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,max,EEU,Final Energy|Residential|Space Conditioning|Heat,EJ/yr,0.25557,0.24134,0.22937,0.2122,0.1896,0.16171,0.1289,0.09169,0.0506,0.04337,0.03583,0.03677,0.03724,0.03736,0.03721,0.03685,0.03632,0.03563
MESSAGE-buildings,LED,max,EEU,Final Energy|Residential|Space Conditioning|Electricity,EJ/yr,0.1115,0.10207,0.09543,0.0888,0.08243,0.07662,0.07163,0.06752,0.06348,0.05936,0.05563,0.05188,0.04839,0.04521,0.04237,0.03982,0.03751,0.0354
MESSAGE-buildings,LED,max,EEU,Final Energy|Residential|Space Conditioning|Gases,EJ/yr,0.46617,0.36226,0.28195,0.21169,0.15112,0.09994,0.05785,0.02452,0.00547,0.00169,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,max,EEU,Final Energy|Residential|Space Conditioning|Liquids,EJ/yr,0.05897,0.04582,0.03567,0.02678,0.01911,0.01264,0.00732,0.0031,0.00069,0.00021,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,max,FSU,Final Energy|Residential|Space Conditioning|Solids|Biomass,EJ/yr,0.36763,0.28753,0.22649,0.17217,0.12418,0.08223,0.0461,0.0156,0.00224,0,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,max,FSU,Final Energy|Residential|Space Conditioning|Solids|Coal,EJ/yr,0.15687,0.1225,0.09666,0.07406,0.05447,0.03771,0.02356,0.01184,0.0057,0.00344,0.00232,0.00154,0.00099,0.00064,0.00039,0.00024,0.00014,0.00008
MESSAGE-buildings,LED,max,FSU,Final Energy|Residential|Space Conditioning|Heat,EJ/yr,2.12768,2.00609,1.93313,1.8425,1.73779,1.62312,1.50189,1.37773,1.22144,1.07728,0.94656,0.83033,0.7286,0.64073,0.56582,0.50265,0.44968,0.40508
MESSAGE-buildings,LED,max,FSU,Final Energy|Residential|Space Conditioning|Electricity,EJ/yr,0.12677,0.11905,0.1146,0.10977,0.10501,0.10064,0.09661,0.09288,0.08809,0.08431,0.08094,0.07782,0.07485,0.07197,0.06918,0.06652,0.06395,0.06147
MESSAGE-buildings,LED,max,FSU,Final Energy|Residential|Space Conditioning|Gases,EJ/yr,1.17226,0.91539,0.72229,0.55341,0.40708,0.28177,0.17605,0.08847,0.04257,0.02577,0.01734,0.01147,0.00744,0.00473,0.00295,0.0018,0.00106,0.0006
MESSAGE-buildings,LED,max,FSU,Final Energy|Residential|Space Conditioning|Liquids,EJ/yr,0.28486,0.22244,0.17552,0.13448,0.09892,0.06847,0.04278,0.0215,0.01034,0.00626,0.00421,0.00278,0.00181,0.00115,0.00072,0.00043,0.00025,0.00014
MESSAGE-buildings,LED,max,LAM,Final Energy|Residential|Space Conditioning|Solids|Biomass,EJ/yr,0.06487,0.05437,0.04563,0.03759,0.03023,0.02358,0.01761,0.01234,0.00761,0.00364,0.00036,0,0,0,0,0,0,0
MESSAGE-buildings,LED,max,LAM,Final Energy|Residential|Space Conditioning|Solids|Coal,EJ/yr,0.00703,0.00602,0.00516,0.00435,0.00357,0.00286,0.00219,0.00159,0.00103,0.00054,0.00013,0,0,0,0,0,0,0
MESSAGE-buildings,LED,max,LAM,Final Energy|Residential|Space Conditioning|Heat,EJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,max,LAM,Final Energy|Residential|Space Conditioning|Electricity,EJ/yr,0.24768,0.25886,0.27102,0.2801,0.28628,0.28987,0.29111,0.29015,0.28289,0.27433,0.26499,0.25537,0.2454,0.23541,0.22549,0.21575,0.20638,0.19737
MESSAGE-buildings,LED,max,LAM,Final Energy|Residential|Space Conditioning|Gases,EJ/yr,0.22846,0.19562,0.16776,0.1412,0.11613,0.09272,0.07113,0.05145,0.03327,0.01759,0.00431,0,0,0,0,0,0,0
MESSAGE-buildings,LED,max,LAM,Final Energy|Residential|Space Conditioning|Liquids,EJ/yr,0.85644,0.73334,0.62889,0.52933,0.43534,0.34759,0.26662,0.19286,0.12469,0.06594,0.01615,0,0,0,0,0,0,0
MESSAGE-buildings,LED,max,MEA,Final Energy|Residential|Space Conditioning|Solids|Biomass,EJ/yr,0.00917,0.00795,0.00764,0.00712,0.00642,0.00557,0.00462,0.00362,0.0024,0.00136,0.00047,0,0,0,0,0,0,0
MESSAGE-buildings,LED,max,MEA,Final Energy|Residential|Space Conditioning|Solids|Coal,EJ/yr,0.00122,0.00106,0.00102,0.00095,0.00086,0.00074,0.00062,0.00048,0.00032,0.00018,0.00006,0,0,0,0,0,0,0
MESSAGE-buildings,LED,max,MEA,Final Energy|Residential|Space Conditioning|Heat,EJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,max,MEA,Final Energy|Residential|Space Conditioning|Electricity,EJ/yr,0.20569,0.21338,0.2463,0.27771,0.30738,0.33511,0.36037,0.38272,0.37504,0.36569,0.35512,0.34652,0.33871,0.32998,0.32062,0.31091,0.30103,0.291
MESSAGE-buildings,LED,max,MEA,Final Energy|Residential|Space Conditioning|Gases,EJ/yr,0.46598,0.40424,0.38908,0.36279,0.32715,0.2841,0.23564,0.18373,0.12148,0.0672,0.02072,0,0,0,0,0,0,0
MESSAGE-buildings,LED,max,MEA,Final Energy|Residential|Space Conditioning|Liquids,EJ/yr,0.66507,0.57696,0.55532,0.51779,0.46693,0.40549,0.33632,0.26223,0.17338,0.09592,0.02957,0,0,0,0,0,0,0
MESSAGE-buildings,LED,max,NAM,Final Energy|Residential|Space Conditioning|Solids|Biomass,EJ/yr,0.34949,0.28067,0.21932,0.16771,0.12411,0.08646,0.05375,0.02535,0.00095,0,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,max,NAM,Final Energy|Residential|Space Conditioning|Solids|Coal,EJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,max,NAM,Final Energy|Residential|Space Conditioning|Heat,EJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,max,NAM,Final Energy|Residential|Space Conditioning|Electricity,EJ/yr,0.50998,0.49513,0.4718,0.44736,0.42234,0.39722,0.37232,0.34811,0.33011,0.31838,0.31482,0.31081,0.30617,0.30086,0.29495,0.28858,0.28183,0.2747
MESSAGE-buildings,LED,max,NAM,Final Energy|Residential|Space Conditioning|Gases,EJ/yr,2.94291,2.40248,1.91022,1.49118,1.13278,0.82405,0.55683,0.32479,0.12526,0,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,max,NAM,Final Energy|Residential|Space Conditioning|Liquids,EJ/yr,0.70444,0.57507,0.45724,0.35694,0.27115,0.19725,0.13329,0.07775,0.02998,0,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,max,PAO,Final Energy|Residential|Space Conditioning|Solids|Biomass,EJ/yr,0.0774,0.06062,0.04561,0.03353,0.02389,0.01625,0.01023,0.00548,0.00183,0,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,max,PAO,Final Energy|Residential|Space Conditioning|Solids|Coal,EJ/yr,0.04286,0.03442,0.02662,0.0202,0.01493,0.01062,0.00714,0.00434,0.00218,0.00064,0,0,0,0,0,0,0,0
MESSAGE-buildings,LED,max,PAO,Final Energy|Residential|Space Conditioning|Heat,EJ/yr,0.04666,0.04559,0.04307,0.04009,0.03661,0.03261,0.02805,0.02289,0.01751,0.01097,0.00445,0.00471,0.00493,0.00512,0.00525,0.00535,0.00541,0.00544
