"utype","cooling","AFG","ALB","AND","ARE","ARG","ARM","ATG","AUS","AUT","AZE","BEL","BGD","BGR","BHR","BHS","BIH","BLR","BLZ","BMU","BOL","BRA","BRB","BRN","BWA","CAN","CHE","CHL","CHN","CIV","COL","CRI","CUB","CYP","CZE","DEU","DNK","DOM","DZA","ECU","EGY","ESP","EST","ETH","FIN","FJI","FRA","GBR","GEO","GHA","GIN","GLP","GRC","GTM","GUM","GUY","HND","HRV","HUN","IDN","IND","IRL","IRN","IRQ","ISL","ISR","ITA","JAM","JOR","JPN","KAZ","KEN","KGZ","KHM","KOR","KWT","LAO","LBN","LBY","LKA","LTU","LUX","LVA","MAR","MCO","MDA","MEX","MKD","MLT","MMR","MNE","MNG","MOZ","MTQ","MUS","MWI","MYS","NAM","NCL","NER","NGA","NIC","NLD","NOR","NPL","NZL","OMN","PAK","PAN","PER","PHL","PNG","POL","PRK","PRT","QAT","REU","ROU","RUS","RWA","SAU","SDN","SEN","SGP","SLV","SRB","SUR","SVK","SVN","SWE","SWZ","SYR","TGO","THA","TJK","TKM","TTO","TUN","TUR","TWN","TZA","UGA","UKR","URY","USA","UZB","VEN","VNM","WSM","YEM","ZAF","ZMB","ZWE"
"gas_ppl","ot_fresh",0,0,0,0,0.0520833333333333,0,0,0.000648372394591812,0.414189837008629,0,0,0.383903342102699,0,0,0,0,0.554857488230055,0,0,0,0.286418194837191,0,0,0,0.728109224963536,0,0,0,0,0.222065063649222,0,0,0,0,0.265823934134194,0,0,0,0,0.32025173699463,0.915820982696941,0,0,0,0,0.0536583368088668,0.00302040997623648,0,0,0,0,0.0387471746851792,0,0,0,0,0,0.799343724364233,0,0,0,0,0.125,0,0,0.141476638570704,0,0,0,0.0746392436556643,0,0,0,0,0,0,0,0,0,0.11996001332889,0,0,0,0,0.556792873051225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341880341880342,0,0.018312298935907,0,0,0,0,0.16554578375582,0,0,0,0,0,0,0,0,0,0,0.400998619502662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0.706005004170142,0,0,0.0602409638554217,0,0,0,0,0,0.178445130496615,0.74419827756229,0,0,0,0,0,0,0
"gas_ppl","ot_saline",0,0,0,0.981893547725875,0.819010416666667,0,0,0.82455805793398,0,0.857685009487666,0,0.0292312189418299,0,0.833333333333333,0,0,0,0,0,0,0.120150005461364,0,0,0,0.0212384999149054,0,0,0.10565587099397,1,0.67043847241867,0,0,0,0,0.00347053125016415,1,0,0.965605903763315,0,0.388490752838285,0.0584799591151347,0.054726368159204,0,0.350257920738074,0,0.591578984319563,0.865853821040709,0,0,0,0,0.909589925734582,0,0,0,0,0,0,0.213333333333333,0.36534619897425,1,0.184276873710749,0,0,1,0.683975962483257,0,1,0.978739683866287,0.431580693315641,0,0,0,0,1,0,0,0.591770084911822,0,0,0,0.398860398860399,1,0,0,0,0,0,0,0,0,0,0,0,0,0.451467268623025,0,0,0,0.626780626780627,0,0.873051224944321,0,0,0.211204144155779,1,0.27703052250388,0,1,0,0,0,0.913934860086806,0,0.648648648648649,0,0,0.00542338239776252,0,1,0,0,1,0,0,0,0,0,0.424499696785931,0,0.00397686189443239,0,0.228345753830491,0,0,0,1,0.47289156626506,0.660013479026451,0,0,0,0,0.212383836712491,0,1,0.248127026724813,0,0,0.774127507117495,0,0
"geo_ppl","air",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0808741819977775,0,0,0,0,0,0,0,0,0,0,0,0,0.126050420168067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106231542269531,0,0,0,0,0,0,0,0
"geo_ppl","cl_fresh",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0.76158940397351,1,1,1,1,0.997022701898028,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.988895058300944,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.725027781207557,1,1,1,1,1,1,1,1,1,1,1,1,0.873949579831933,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.989376845773047,1,1,1,1,1,1,1,1
"geo_ppl","ot_fresh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194098036794666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"geo_ppl","ot_saline",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23841059602649,0,0,0,0,0.00297729810197246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111049416990561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"loil_ppl","cl_fresh",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.731514084507042,0,0,0,0.383132530120482,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.437363301089931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.97644613785937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136986301369863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.80345890200418,0,0,0,0,0,0,0,0
"loil_ppl","ot_fresh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236144578313253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235538621406304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132296661748432,0,0,0,0,0,0,0,0
"loil_ppl","ot_saline",1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0.268485915492958,1,1,1,0.380722891566265,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.562636698910069,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.863013698630137,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0642444362473872,1,1,1,1,1,1,1,1
"msw_ppl","air",1,1,1,1,1,1,1,1,0.171779141104294,0,0.47425226378853,1,1,1,1,1,1,1,0,1,1,1,1,1,0.419412822049131,0.0655845652388635,1,0.0200333889816361,1,1,1,1,1,0,0.247782438658558,0.259380508687988,1,1,1,1,0.0512458031454321,1,1,0,1,0.0296186642114828,0.0891936777001489,1,1,1,1,1,1,1,1,1,1,0,1,0.103125,0,0,1,1,1,0.2796534531577,1,1,0.052567790546559,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0.273017902813299,0,1,1,1,1,1,1,1,1,0,0,0.0888157894736842,0,1,1,0,1,1,1,1,0.737937559129612,1,1,1,0.171475231355471,0,0.366470252803649,1,1,1,0,1,1,1,1,1,0.0105797528217082,1,1,1,1,0.128677989437955,1,1,0,1,1,1,1,1
"msw_ppl","cl_fresh",0,0,0,0,0,0,0,0,0.828220858895706,1,0.320863440958566,0,0,0,0,0,0,0,1,0,0,0,0,0,0.397170491923552,0.789879168998782,0,0.919866444073456,0,0,0,0,0,1,0.687643601142634,0.348904558045832,0,0,0,0,0.765815515108677,0,0,0.540540540540541,0,0.735447920615722,0.819107204214866,0,0,0,0,0,0,0,0,0,0,1,0,0.896875,1,1,0,0,0,0.689954450326234,0,0,0.693062511864258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.855769230769231,0,0,0,0,0,0.398763853367434,0.0766518473095202,0,0,0,0,0,0,0,0,1,1,0.362938596491228,1,0,0,1,0,0,0,0,0,0,0,0,0.828524768644529,1,0.451815244250143,0,0,0,1,0,0,0,0,0,0.914480331357858,0,0,0,0,0.610773240660295,0,0,1,0,0,0,0,0
"msw_ppl","ot_fresh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144536265762355,0,0,0,0,0,0,0,0,0.0394714141016083,0,0,0,0,0,0,0,0,0,0,0.17992646483611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0722296141417981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112677880977963,0,0,0,0,0,0,0,0
"msw_ppl","ot_saline",0,0,0,0,0,0,0,0,0,0,0.204884295252904,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183416686027317,0,0,0.0601001669449082,0,0,0,0,0,0,0.0251025460972003,0.39171493326618,0,0,0,0,0.182938681745892,0,0,0.459459459459459,0,0.0550069503366851,0.0916991180849845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303920965160655,0,0,0.254369697589183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.144230769230769,0,0,0,0,0,0.328218243819267,0.92334815269048,0,0,0,0,0,0,0,0,0,0,0.548245614035088,0,0,0,0,0,0,0,0,0.262062440870388,0,0,0,0,0,0.10948488880441,0,0,0,0,0,0,0,0,0,0.0749399158204334,0,0,0,0,0.147870888923787,0,0,0,0,0,0,0,0
"nuc_hc","cl_fresh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000645619471883272,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337634408602151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.455927051671733,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"nuc_hc","ot_fresh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.488721804511278,0,0,0,0,0,0,0,0,0,0,0.0911854103343465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"nuc_hc","ot_saline",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999354380528117,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.662365591397849,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.511278195488722,1,1,1,1,1,1,1,1,1,1,0.452887537993921,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"nuc_lc","cl_fresh",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.756676557863502,0,0,0,0,0,0,0,1,0.869683895394911,0,0,0,0,0,0.580566567558639,0,0,0,0,0.507974697662561,0,0,0,0,0,0,0,0,0,0,0,0,0,0.682692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285783412368141,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.747474747474748,0,0.659843340835286,0,0,0,0,0,0,0,0
"nuc_lc","ot_fresh",1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0.838487499139059,0.243323442136499,1,0,1,1,1,1,1,0,0.130316104605089,1,1,1,1,1,0.269794075542341,1,1,0,1,0.224948614585491,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0.435497919287719,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0.252525252525253,1,0.152019967717323,1,1,1,1,1,0,1,1
"nuc_lc","ot_saline",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.161512500860941,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.14963935689902,0,0,1,0,0.267076687751948,1,0,0,0,0,0,0,0,0,0,0,0,0,0.317307692307692,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.27871866834414,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.188136691447391,0,0,0,0,0,1,0,0
"solar_th_ppl","air",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000626084467738762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163045922727477,0,0,0,0,0,0,0,0
"solar_th_ppl","cl_fresh",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999373915532261,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.983695407727252,1,1,1,1,1,1,1,1
