utype,cooling,investment_million_USD_per_MW_low,investment_million_USD_per_MW_mid,investment_million_USD_per_MW_high,mix_AFG,mix_ALB,mix_AND,mix_ARE,mix_ARG,mix_ARM,mix_ATG,mix_AUS,mix_AUT,mix_AZE,mix_BEL,mix_BGD,mix_BGR,mix_BHR,mix_BHS,mix_BIH,mix_BLR,mix_BLZ,mix_BMU,mix_BOL,mix_BRA,mix_BRB,mix_BRN,mix_BWA,mix_CAN,mix_CHE,mix_CHL,mix_CHN,mix_CIV,mix_COL,mix_CRI,mix_CUB,mix_CYP,mix_CZE,mix_DEU,mix_DNK,mix_DOM,mix_DZA,mix_ECU,mix_EGY,mix_ESP,mix_EST,mix_ETH,mix_FIN,mix_FJI,mix_FRA,mix_GBR,mix_GEO,mix_GHA,mix_GIN,mix_GLP,mix_GRC,mix_GTM,mix_GUM,mix_GUY,mix_HND,mix_HRV,mix_HUN,mix_IDN,mix_IND,mix_IRL,mix_IRN,mix_IRQ,mix_ISL,mix_ISR,mix_ITA,mix_JAM,mix_JOR,mix_JPN,mix_KAZ,mix_KEN,mix_KGZ,mix_KHM,mix_KOR,mix_KWT,mix_LAO,mix_LBN,mix_LBY,mix_LKA,mix_LTU,mix_LUX,mix_LVA,mix_MAR,mix_MCO,mix_MDA,mix_MEX,mix_MKD,mix_MLT,mix_MMR,mix_MNE,mix_MNG,mix_MOZ,mix_MTQ,mix_MUS,mix_MWI,mix_MYS,mix_NAM,mix_NCL,mix_NER,mix_NGA,mix_NIC,mix_NLD,mix_NOR,mix_NPL,mix_NZL,mix_OMN,mix_PAK,mix_PAN,mix_PER,mix_PHL,mix_PNG,mix_POL,mix_PRK,mix_PRT,mix_QAT,mix_REU,mix_ROU,mix_RUS,mix_RWA,mix_SAU,mix_SDN,mix_SEN,mix_SGP,mix_SLV,mix_SRB,mix_SUR,mix_SVK,mix_SVN,mix_SWE,mix_SWZ,mix_SYR,mix_TGO,mix_THA,mix_TJK,mix_TKM,mix_TTO,mix_TUN,mix_TUR,mix_TWN,mix_TZA,mix_UGA,mix_UKR,mix_URY,mix_USA,mix_UZB,mix_VEN,mix_VNM,mix_WSM,mix_YEM,mix_ZAF,mix_ZMB,mix_ZWE,utype_pl
coal_ppl_u,cl_fresh,0.11,0.16,0.2,1,1,1,1,0.406779661,1,1,0.696851374,1,1,1,1,1,1,1,0.969229274,1,1,1,1,0.614825393,1,1,1,0.44631003,1,0.384222641,0.735075185,1,0.783645656,1,1,1,0.812311448,0.822064755,0,0,1,1,1,0.782354489,1,1,0.078355755,1,0.756245323,0.736483979,1,1,1,0,1,1,1,1,1,0,1,0.493072164,0.882982766,1,1,1,1,0,0.00167681,1,1,0.3152301,0.836781111,1,0,1,0.830014025,1,1,1,1,1,1,1,1,0.087533156,1,0,0.597701149,1,1,1,1,1,1,1,0.358974359,1,0,0,1,1,1,1,1,0,1,0.999423819,1,1,0,0,0.447726074,1,0.724343747,0.312902728,1,1,1,1,0.609506635,1,1,1,1,1,1,0.079633271,1,0.994939801,0.136490251,0.028801072,1,1,1,0.495771591,1,1,1,1,0.804072013,0.398858289,1,1,0.529745834,1,0.546654225,1,1,0.771340775,1,1,0.842549442,1,1,coal_ppl_u
coal_ppl_u,ot_saline,2.00E-04,3.00E-04,5.00E-04,0,0,0,0,0,0,0,0.303148626,0,0,0,0,0,0,0,0.003239024,0,0,0,0,0.08087758,0,0,0,0.175117679,0,0.615777359,0.088485691,0,0.216354344,0,0,0,0,0.006000507,1,1,0,0,0,0.106849475,0,0,0.841671258,0,0.042051246,0.263516021,0,0,0,1,0,0,0,0,0,1,0,0.506927836,0.025806101,0,0,0,0,1,0.99832319,0,0,0.603310141,0,0,0,0,0.169985975,0,0,0,0,0,0,0,0,0.912466844,0,0,0.402298851,0,0,0,0,0,0,0,0.641025641,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0.552273926,0,0.01513711,0.687097272,0,0,0,0,0.027011427,0,0,0,0,0,0,0,0,0,0,0.763563295,0,0,0,0.504228409,0,0,0,0,0.166166338,0.601141711,0,0,0,0,0.024727838,0,0,0.169008993,0,0,0.002515965,0,0,coal_ppl_u
coal_ppl_u,air,0.16,0.22,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096308888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079972987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002964659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05012193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027525224,0,0,0,0,0,0.000770002,0,0,0,0,0,0.154934593,0,0,coal_ppl_u
foil_hpl,ot_fresh,2.00E-04,4.00E-04,6.00E-04,0,0,0,0,0.12333783,0,0,0,0.609091767,1,0.032699832,0.526867628,0,0,0,0.183486239,0.569148936,0,0,0,0.231222965,0,0,0,0,0.428571429,0,0.103519669,0,1,0,0,0,0,0.047923755,0,0,0,0,0.824813724,0.075800424,0.800596718,0,0,0,0.897496344,0,0.014285714,0,0,0,0,0,0,0,0,0.63222156,0.370139969,0,0,0,0,0.567659574,0,0,0.065166524,0,0,0.000514347,0.204081633,0,0,0,0,0,0,0,0,0,0,0,0,0.40123044,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094535829,0,0,0.860927152,0,0.007858546,0,0.297000297,0,0,0,0.016231296,0,0,0,0,0,0,0,0,0,0.324723247,0.187125749,0,0,0,0,0,0,0,0,0.038077859,0,0,0,0.792000792,0,0.093566719,0,0,0.342679128,0,0,0,0,0,0
foil_hpl,cl_fresh,0.05,0.1,0.15,0,0.674267101,0,0,0,1,0,0.976119403,0.390908233,0,0.967300168,0.263433814,1,0,0,0.816513761,0.430851064,0,0,0,0.244789619,0,0,0,0.022807618,0.571428571,0.11971831,0.552277433,0,0,0,0.229308919,0.448275862,0,0.940616216,0,0.570966601,1,0.602306921,0.050580489,0.02018283,0.174042765,0,0.016927083,0,0.046384214,0.265921415,0.985714286,0,1,0,0.05652806,1,0,0,0,0.36777844,0.629860031,0.06770909,0.699089061,0,0.647299138,0.432340426,0,0.030837004,0.191884528,0.354616896,0.100371747,0.084731514,0.795918367,0,0,1,0.157894737,0,0,0.092364532,0.099093129,0.173553719,1,0,0.9,0,0,0,0.560415322,1,0,0,0,0,0,0,0,0,0.092762487,0,0,0,1,0.298013245,0,0,0,0,0,0.334656835,0,0.064452353,0.014569536,0,0.992141454,0.105052318,0.11998812,0,0,0.374898126,0.977681968,0,0.220826741,1,0.022012579,0,1,1,1,1,0.675276753,0.044161677,0,0.184652278,0,0.041063324,0,1,0,0,0.354379562,0.214771315,0,0,0.187539188,0,0.257472834,1,0.276836158,0.171339564,0,0,0,1,0,0
foil_hpl,ot_saline,2.00E-04,3.00E-04,5.00E-04,1,0.325732899,1,1,0.87666217,0,1,0.023880597,0,0,0,0.209698558,0,1,1,0,0,1,1,1,0.523987416,1,1,1,0.977192382,0,0.88028169,0.344202899,1,0,1,0.770691081,0.551724138,1,0.011460028,1,0.429033399,0,0.373620863,0.124605788,0.904016746,0.025360517,1,0.983072917,1,0.056119442,0.734078585,0,1,0,1,0.94347194,0,1,1,1,0,0,0.93229091,0.300910939,1,0.294598275,0,1,0.969162996,0.738343221,0.645383104,0.163568773,0.91475414,0,1,1,0,0.842105263,1,1,0.907635468,0.900906871,0.826446281,0,1,0.1,0.59876956,1,0,0.439584678,0,1,1,1,1,1,1,1,1,0.907237513,1,1,1,0,0.701986755,1,1,1,1,1,0.570807336,1,0.935547647,0.124503311,1,0,0.894947682,0.583011583,1,1,0.625101874,0.006086736,1,0.779173259,0,0.977987421,1,0,0,0,0,0,0.731287425,1,0.815347722,1,0.958936676,1,0,1,1,0.607542579,0.785228685,1,1,0.02046002,1,0.648960447,0,0.723163842,0.485981308,1,1,1,0,1,0
foil_hpl,air,0.16,0.22,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024072217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058102587,0,0,0,0.004605727,0,0.73605948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03742515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
foil_ppl,ot_fresh,2.00E-04,4.00E-04,6.00E-04,0,0,0,0,0.12333783,0,0,0,0.609091767,1,0.032699832,0.526867628,0,0,0,0.183486239,0.569148936,0,0,0,0.231222965,0,0,0,0,0.428571429,0,0.103519669,0,1,0,0,0,0,0.047923755,0,0,0,0,0.824813724,0.075800424,0.800596718,0,0,0,0.897496344,0,0.014285714,0,0,0,0,0,0,0,0,0.63222156,0.370139969,0,0,0,0,0.567659574,0,0,0.065166524,0,0,0.000514347,0.204081633,0,0,0,0,0,0,0,0,0,0,0,0,0.40123044,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094535829,0,0,0.860927152,0,0.007858546,0,0.297000297,0,0,0,0.016231296,0,0,0,0,0,0,0,0,0,0.324723247,0.187125749,0,0,0,0,0,0,0,0,0.038077859,0,0,0,0.792000792,0,0.093566719,0,0,0.342679128,0,0,0,0,0,foil_ppl
foil_ppl,cl_fresh,0.05,0.1,0.15,0,0.674267101,0,0,0,1,0,0.976119403,0.390908233,0,0.967300168,0.263433814,1,0,0,0.816513761,0.430851064,0,0,0,0.244789619,0,0,0,0.022807618,0.571428571,0.11971831,0.552277433,0,0,0,0.229308919,0.448275862,0,0.940616216,0,0.570966601,1,0.602306921,0.050580489,0.02018283,0.174042765,0,0.016927083,0,0.046384214,0.265921415,0.985714286,0,1,0,0.05652806,1,0,0,0,0.36777844,0.629860031,0.06770909,0.699089061,0,0.647299138,0.432340426,0,0.030837004,0.191884528,0.354616896,0.100371747,0.084731514,0.795918367,0,0,1,0.157894737,0,0,0.092364532,0.099093129,0.173553719,1,0,0.9,0,0,0,0.560415322,1,0,0,0,0,0,0,0,0,0.092762487,0,0,0,1,0.298013245,0,0,0,0,0,0.334656835,0,0.064452353,0.014569536,0,0.992141454,0.105052318,0.11998812,0,0,0.374898126,0.977681968,0,0.220826741,1,0.022012579,0,1,1,1,1,0.675276753,0.044161677,0,0.184652278,0,0.041063324,0,1,0,0,0.354379562,0.214771315,0,0,0.187539188,0,0.257472834,1,0.276836158,0.171339564,0,0,0,1,0,foil_ppl
foil_ppl,ot_saline,2.00E-04,3.00E-04,5.00E-04,1,0.325732899,1,1,0.87666217,0,1,0.023880597,0,0,0,0.209698558,0,1,1,0,0,1,1,1,0.523987416,1,1,1,0.977192382,0,0.88028169,0.344202899,1,0,1,0.770691081,0.551724138,1,0.011460028,1,0.429033399,0,0.373620863,0.124605788,0.904016746,0.025360517,1,0.983072917,1,0.056119442,0.734078585,0,1,0,1,0.94347194,0,1,1,1,0,0,0.93229091,0.300910939,1,0.294598275,0,1,0.969162996,0.738343221,0.645383104,0.163568773,0.91475414,0,1,1,0,0.842105263,1,1,0.907635468,0.900906871,0.826446281,0,1,0.1,0.59876956,1,0,0.439584678,0,1,1,1,1,1,1,1,1,0.907237513,1,1,1,0,0.701986755,1,1,1,1,1,0.570807336,1,0.935547647,0.124503311,1,0,0.894947682,0.583011583,1,1,0.625101874,0.006086736,1,0.779173259,0,0.977987421,1,0,0,0,0,0,0.731287425,1,0.815347722,1,0.958936676,1,0,1,1,0.607542579,0.785228685,1,1,0.02046002,1,0.648960447,0,0.723163842,0.485981308,1,1,1,0,1,foil_ppl
foil_ppl,air,0.16,0.22,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024072217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058102587,0,0,0,0.004605727,0,0.73605948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03742515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,foil_ppl
gas_cc,ot_fresh,1.00E-04,2.00E-04,3.00E-04,0,0,0,0,0.201085545,0,0,0,0.472898494,0,0,0.082858723,0,0,0,0,0,0,0,0,0,0,0,0,0.130726917,0,0,0.044164745,0,0.684362934,0,0,0,0,0.18540494,0,0,0,0,0.701832328,0,0,0,0.122230567,0,0,0.014022707,0,0,0,0,0,0,0,0,0,0,0.684599232,0,0,0,0,0,0,0,0.177950764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128797043,0,0,0,0,0.053276591,0,0,0,0,0,0,0.256155375,0,0,0,0.263376033,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021694857,0,0,0,0,0,0,0,0,gas_cc
gas_cc,cl_fresh,0.02,0.05,0.07,1,1,1,0.200123153,0.434062224,1,1,0.508833127,0.527101506,0.324074074,0.712808731,0.822743557,1,0,1,1,1,1,1,1,0.844018765,0,0,1,0.712213361,1,0.464684986,0.600635634,1,0.315637066,1,1,0.91503268,1,0.758801906,0.660834948,0.090613131,0.581113801,1,0.298167672,0.620054426,1,1,0.429027413,1,0.610330106,0.630303336,1,1,1,1,0.588746396,0,0,1,1,1,0.315400768,0.31392877,0.938917666,0.179040798,0.823256285,1,1,0.829730451,0.307393342,0.902934537,0.194557823,0.314797646,1,1,1,1,1,0.881081081,1,0.024882313,0.395256917,1,1,1,0.75862069,0.690647482,1,1,0.643730645,1,0.70331447,0.77034733,1,1,1,1,1,1,0.403521209,1,1,1,0.655172414,1,0.329156248,0,1,0.991688871,0.547715502,0.90501026,1,1,0.157483303,1,1,0.497463711,0.731865219,0.726501222,1,1,0.704492433,1,0.750742511,1,0.318181818,0.453501246,1,1,1,0.845124283,0,0,1,0.573921028,1,0.916748628,1,1,1,0.347256347,0.834241082,0.086598343,1,1,0.837398374,1,0.808782266,1,0.719298246,0.379586672,1,1,1,1,1,gas_cc
gas_cc,ot_saline,1.00E-04,0.00015,0.00025,0,0,0,0.799876847,0.26865943,0,0,0.334758636,0,0.675925926,0,0.062931813,0,0.502188105,0,0,0,0,0,0,0.155981235,1,0.342105263,0,0.023427763,0,0.391808588,0.355199621,0,0,0,0,0.08496732,0,0.011437596,0.339165052,0.909386869,0.399515738,0,0,0.295958286,0,0,0.32482163,0,0.301887116,0.18542337,0,0,0,0,0.21125913,1,1,0,0,0,0,0.68607123,0.029332803,0.401889452,0.019643618,0,0,0.074192687,0.18555391,0.097065463,0,0.682804945,0,0,0,0,0,0.118918919,0,0.975117687,0.604743083,0,0,0,0,0,0,0,0.117095165,0,0.29668553,0.22965267,0,0,0,0,0,0,0.518311572,0,0,0,0,0,0.47340952,1,0,0.008311129,0.452284498,0.011301095,0,0,0.842516697,0,0,0.484904536,0.011979406,0.273498778,0,0,0.00427281,0,0.192685204,0,0.681818182,0.546498754,0,0,0,0,0,1,0,0,0,0.083251372,0,0,0,0.652743653,0.153955095,0.733244347,0,0,0.162601626,0,0.042542744,0,0.280701754,0.571488823,0,0,0,0,0,gas_cc
gas_cc,air,0.1,0.14,0.2,0,0,0,0,0.096192801,0,0,0.156408237,0,0,0.287191269,0.031465907,0,0.497811895,0,0,0,0,0,0,0,0,0.657894737,0,0.133631959,0,0.143506426,0,0,0,0,0,0,0,0.044355557,0,0,0.01937046,0,0,0.083987288,0,0,0.123920391,0,0.087782778,0.170250588,0,0,0,0,0.199994474,0,0,0,0,0,0,0,0.031749531,0.41906975,0.157100096,0,0,0.096076861,0.329101985,0,0.805442177,0.002397409,0,0,0,0,0,0,0,0,0,0,0,0,0.24137931,0.309352518,0,0,0.239174191,0,0,0,0,0,0,0,0,0,0.078167218,0,0,0,0.344827586,0,0.068637189,0,0,0,0,0.030412054,0,0,0,0,0,0.017631752,0,0,0,0,0.027858724,0,0.056572285,0,0,0,0,0,0,0.154875717,0,0,0,0.426078972,0,0,0,0,0,0,0.011803823,0.18015731,0,0,0,0,0.126980133,0,0,0.048924504,0,0,0,0,0,gas_cc
gas_cc_ccs,ot_fresh,2.00E-04,4.00E-04,6.00E-04,0,0,0,0,0.201085545,0,0,0,0.472898494,0,0,0.082858723,0,0,0,0,0,0,0,0,0,0,0,0,0.130726917,0,0,0.044164745,0,0.684362934,0,0,0,0,0.18540494,0,0,0,0,0.701832328,0,0,0,0.122230567,0,0,0.014022707,0,0,0,0,0,0,0,0,0,0,0.684599232,0,0,0,0,0,0,0,0.177950764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128797043,0,0,0,0,0.053276591,0,0,0,0,0,0,0.256155375,0,0,0,0.263376033,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021694857,0,0,0,0,0,0,0,0,0
gas_cc_ccs,cl_fresh,0.11,0.16,0.2,1,1,1,0.200123153,0.434062224,1,1,0.508833127,0.527101506,0.324074074,0.712808731,0.822743557,1,0,1,1,1,1,1,1,0.844018765,0,0,1,0.712213361,1,0.464684986,0.600635634,1,0.315637066,1,1,0.91503268,1,0.758801906,0.660834948,0.090613131,0.581113801,1,0.298167672,0.620054426,1,1,0.429027413,1,0.610330106,0.630303336,1,1,1,1,0.588746396,0,0,1,1,1,0.315400768,0.31392877,0.938917666,0.179040798,0.823256285,1,1,0.829730451,0.307393342,0.902934537,0.194557823,0.314797646,1,1,1,1,1,0.881081081,1,0.024882313,0.395256917,1,1,1,0.75862069,0.690647482,1,1,0.643730645,1,0.70331447,0.77034733,1,1,1,1,1,1,0.403521209,1,1,1,0.655172414,1,0.329156248,0,1,0.991688871,0.547715502,0.90501026,1,1,0.157483303,1,1,0.497463711,0.731865219,0.726501222,1,1,0.704492433,1,0.750742511,1,0.318181818,0.453501246,1,1,1,0.845124283,0,0,1,0.573921028,1,0.916748628,1,1,1,0.347256347,0.834241082,0.086598343,1,1,0.837398374,1,0.808782266,1,0.719298246,0.379586672,1,1,1,1,1,0
gas_cc_ccs,ot_saline,2.00E-04,3.00E-04,5.00E-04,0,0,0,0.799876847,0.26865943,0,0,0.334758636,0,0.675925926,0,0.062931813,0,0.502188105,0,0,0,0,0,0,0.155981235,1,0.342105263,0,0.023427763,0,0.391808588,0.355199621,0,0,0,0,0.08496732,0,0.011437596,0.339165052,0.909386869,0.399515738,0,0,0.295958286,0,0,0.32482163,0,0.301887116,0.18542337,0,0,0,0,0.21125913,1,1,0,0,0,0,0.68607123,0.029332803,0.401889452,0.019643618,0,0,0.074192687,0.18555391,0.097065463,0,0.682804945,0,0,0,0,0,0.118918919,0,0.975117687,0.604743083,0,0,0,0,0,0,0,0.117095165,0,0.29668553,0.22965267,0,0,0,0,0,0,0.518311572,0,0,0,0,0,0.47340952,1,0,0.008311129,0.452284498,0.011301095,0,0,0.842516697,0,0,0.484904536,0.011979406,0.273498778,0,0,0.00427281,0,0.192685204,0,0.681818182,0.546498754,0,0,0,0,0,1,0,0,0,0.083251372,0,0,0,0.652743653,0.153955095,0.733244347,0,0,0.162601626,0,0.042542744,0,0.280701754,0.571488823,0,0,0,0,0,0
gas_hpl,ot_fresh,2.00E-04,4.00E-04,6.00E-04,0,0,0,0,0.201085545,0,0,0,0.472898494,0,0,0.082858723,0,0,0,0,0,0,0,0,0,0,0,0,0.130726917,0,0,0.044164745,0,0.684362934,0,0,0,0,0.18540494,0,0,0,0,0.701832328,0,0,0,0.122230567,0,0,0.014022707,0,0,0,0,0,0,0,0,0,0,0.684599232,0,0,0,0,0,0,0,0.177950764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128797043,0,0,0,0,0.053276591,0,0,0,0,0,0,0.256155375,0,0,0,0.263376033,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021694857,0,0,0,0,0,0,0,0,0
gas_hpl,cl_fresh,0.05,0.1,0.15,1,1,1,0.200123153,0.434062224,1,1,0.508833127,0.527101506,0.324074074,0.712808731,0.822743557,1,0,1,1,1,1,1,1,0.844018765,0,0,1,0.712213361,1,0.464684986,0.600635634,1,0.315637066,1,1,0.91503268,1,0.758801906,0.660834948,0.090613131,0.581113801,1,0.298167672,0.620054426,1,1,0.429027413,1,0.610330106,0.630303336,1,1,1,1,0.588746396,0,0,1,1,1,0.315400768,0.31392877,0.938917666,0.179040798,0.823256285,1,1,0.829730451,0.307393342,0.902934537,0.194557823,0.314797646,1,1,1,1,1,0.881081081,1,0.024882313,0.395256917,1,1,1,0.75862069,0.690647482,1,1,0.643730645,1,0.70331447,0.77034733,1,1,1,1,1,1,0.403521209,1,1,1,0.655172414,1,0.329156248,0,1,0.991688871,0.547715502,0.90501026,1,1,0.157483303,1,1,0.497463711,0.731865219,0.726501222,1,1,0.704492433,1,0.750742511,1,0.318181818,0.453501246,1,1,1,0.845124283,0,0,1,0.573921028,1,0.916748628,1,1,1,0.347256347,0.834241082,0.086598343,1,1,0.837398374,1,0.808782266,1,0.719298246,0.379586672,1,1,1,1,1,0
gas_hpl,ot_saline,2.00E-04,3.00E-04,5.00E-04,0,0,0,0.799876847,0.26865943,0,0,0.334758636,0,0.675925926,0,0.062931813,0,0.502188105,0,0,0,0,0,0,0.155981235,1,0.342105263,0,0.023427763,0,0.391808588,0.355199621,0,0,0,0,0.08496732,0,0.011437596,0.339165052,0.909386869,0.399515738,0,0,0.295958286,0,0,0.32482163,0,0.301887116,0.18542337,0,0,0,0,0.21125913,1,1,0,0,0,0,0.68607123,0.029332803,0.401889452,0.019643618,0,0,0.074192687,0.18555391,0.097065463,0,0.682804945,0,0,0,0,0,0.118918919,0,0.975117687,0.604743083,0,0,0,0,0,0,0,0.117095165,0,0.29668553,0.22965267,0,0,0,0,0,0,0.518311572,0,0,0,0,0,0.47340952,1,0,0.008311129,0.452284498,0.011301095,0,0,0.842516697,0,0,0.484904536,0.011979406,0.273498778,0,0,0.00427281,0,0.192685204,0,0.681818182,0.546498754,0,0,0,0,0,1,0,0,0,0.083251372,0,0,0,0.652743653,0.153955095,0.733244347,0,0,0.162601626,0,0.042542744,0,0.280701754,0.571488823,0,0,0,0,0,0
gas_hpl,air,0.16,0.22,0.35,0,0,0,0,0.096192801,0,0,0.156408237,0,0,0.287191269,0.031465907,0,0.497811895,0,0,0,0,0,0,0,0,0.657894737,0,0.133631959,0,0.143506426,0,0,0,0,0,0,0,0.044355557,0,0,0.01937046,0,0,0.083987288,0,0,0.123920391,0,0.087782778,0.170250588,0,0,0,0,0.199994474,0,0,0,0,0,0,0,0.031749531,0.41906975,0.157100096,0,0,0.096076861,0.329101985,0,0.805442177,0.002397409,0,0,0,0,0,0,0,0,0,0,0,0,0.24137931,0.309352518,0,0,0.239174191,0,0,0,0,0,0,0,0,0,0.078167218,0,0,0,0.344827586,0,0.068637189,0,0,0,0,0.030412054,0,0,0,0,0,0.017631752,0,0,0,0,0.027858724,0,0.056572285,0,0,0,0,0,0,0.154875717,0,0,0,0.426078972,0,0,0,0,0,0,0.011803823,0.18015731,0,0,0,0,0.126980133,0,0,0.048924504,0,0,0,0,0,0
gas_ppl,ot_fresh,2.00E-04,4.00E-04,6.00E-04,0,0,0,0,0.052083333,0,0,0.000648372,0.414189837,0,0,0.383903342,0,0,0,0,0.554857488,0,0,0,0.286418195,0,0,0,0.728109225,0,0,0,0,0.222065064,0,0,0,0,0.265823934,0,0,0,0,0.320251737,0.915820983,0,0,0,0,0.053658337,0.00302041,0,0,0,0,0.038747175,0,0,0,0,0,0.799343724,0,0,0,0,0.125,0,0,0.141476639,0,0,0,0.074639244,0,0,0,0,0,0,0,0,0,0.119960013,0,0,0,0,0.556792873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341880342,0,0.018312299,0,0,0,0,0.165545784,0,0,0,0,0,0,0,0,0,0,0.40099862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0.706005004,0,0,0.060240964,0,0,0,0,0,0.17844513,0.744198278,0,0,0,0,0,0,0,gas_ppl
gas_ppl,cl_fresh,0.05,0.1,0.15,1,1,1,0.018106452,0.12890625,1,1,0.15343542,0.585810163,0.142314991,1,0.586865439,1,0.166666667,1,1,0.445142512,1,1,1,0.5934318,1,1,1,0.239512612,1,0,0.894344129,0,0.107496464,1,1,1,1,0.722826491,0,1,0.034394096,1,0.29125751,0.025699058,0.945273632,1,0.649742079,1,0.354762679,0.131125769,1,1,1,1,0.0516629,1,1,1,1,1,0.200656276,0.713333333,0.624266668,0,0.760715104,0.875,1,0,0.174547399,1,0,0.021260316,0.493780063,1,1,1,1,0,1,1,0.408229915,1,0.880039987,1,0.601139601,0,1,0.443207127,1,1,1,1,1,1,1,1,1,1,0.548532731,1,1,1,0.031339031,1,0.108636476,1,1,0.788795856,0,0.557423694,1,0,1,1,1,0.08606514,1,0.351351351,1,1,0.591168851,1,0,1,1,0,1,0.328767123,1,1,1,0.575500303,1,0.996023138,1,0.771654246,0.48,0.293994996,1,0,0.46686747,0.339986521,1,1,1,1,0.60842319,0.255801722,0,0.751872973,1,1,0,1,1,gas_ppl
gas_ppl,ot_saline,2.00E-04,3.00E-04,5.00E-04,0,0,0,0.981893548,0.819010417,0,0,0.824558058,0,0.857685009,0,0.029231219,0,0.833333333,0,0,0,0,0,0,0.120150005,0,0,0,0.0212385,0,0,0.105655871,1,0.670438472,0,0,0,0,0.003470531,1,0,0.965605904,0,0.388490753,0.058479959,0.054726368,0,0.350257921,0,0.591578984,0.865853821,0,0,0,0,0.909589926,0,0,0,0,0,0,0.213333333,0.365346199,1,0.184276874,0,0,1,0.683975962,0,1,0.978739684,0.431580693,0,0,0,0,1,0,0,0.591770085,0,0,0,0.398860399,1,0,0,0,0,0,0,0,0,0,0,0,0,0.451467269,0,0,0,0.626780627,0,0.873051225,0,0,0.211204144,1,0.277030523,0,1,0,0,0,0.91393486,0,0.648648649,0,0,0.005423382,0,1,0,0,1,0,0,0,0,0,0.424499697,0,0.003976862,0,0.228345754,0,0,0,1,0.472891566,0.660013479,0,0,0,0,0.212383837,0,1,0.248127027,0,0,0.774127507,0,0,gas_ppl
gas_ppl,air,0.16,0.22,0.35,0,0,0,0,0,0,0,0.021358149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011139664,0,1,0,0,0,0,0,0,0,0.007879044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073333333,0.010387133,0,0.055008022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002409147,0,0,0,0,0,0,0.671232877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000747843,0,0,0,0,0,0.225872493,0,0,gas_ppl
