"","iso","rcp","ssp","year","GDPcapNoCC","GDPcapCC","pct.diff"
"1013","KWT","rcp60","ssp2",2045,55370.94,49560.93,NA
"1014","KWT","rcp60","ssp2",2050,57544.34,49789.25,NA
"1015","KWT","rcp60","ssp2",2055,59557.8,49584.83,NA
"1016","KWT","rcp60","ssp2",2060,61519.98,49056.78,NA
"1017","KWT","rcp60","ssp2",2070,65381.95,47165.97,NA
"1018","KWT","rcp60","ssp2",2080,70423.56,45111.46,NA
"1019","KWT","rcp60","ssp2",2090,77044.45,42999.96,NA
"1020","KWT","rcp60","ssp2",2100,84691.34,40420.01,NA
"1021","LAO","rcp60","ssp2",2025,1105.85,1091.61,NA
"1022","LAO","rcp60","ssp2",2030,1347.73,1317.27,NA
"1023","LAO","rcp60","ssp2",2035,1618.32,1561.8,NA
"1024","LAO","rcp60","ssp2",2040,1927.61,1831.66,NA
"1025","LAO","rcp60","ssp2",2045,2274.29,2121.74,NA
"1026","LAO","rcp60","ssp2",2050,2655.77,2425.55,NA
"1027","LAO","rcp60","ssp2",2055,3075.24,2741.47,NA
"1028","LAO","rcp60","ssp2",2060,3546.85,3077.28,NA
"1029","LAO","rcp60","ssp2",2070,4698.02,3827.64,NA
"1030","LAO","rcp60","ssp2",2080,6103.33,4614.51,NA
"1031","LAO","rcp60","ssp2",2090,7743.37,5367.79,NA
"1032","LAO","rcp60","ssp2",2100,9715.7,6100.82,NA
"1033","LBN","rcp60","ssp2",2025,9159.32,9143.21,NA
"1034","LBN","rcp60","ssp2",2030,10498.5,10465.6,NA
"1035","LBN","rcp60","ssp2",2035,11929.62,11870.98,NA
"1036","LBN","rcp60","ssp2",2040,13432.21,13335.94,NA
"1037","LBN","rcp60","ssp2",2045,14968.87,14821.05,NA
"1038","LBN","rcp60","ssp2",2050,16550.34,16334.04,NA
"1039","LBN","rcp60","ssp2",2055,18177.44,17872.72,NA
"1040","LBN","rcp60","ssp2",2060,19848.79,19436.14,NA
"1041","LBN","rcp60","ssp2",2070,23430.27,22712.58,NA
"1042","LBN","rcp60","ssp2",2080,27228.2,26072.16,NA
"1043","LBN","rcp60","ssp2",2090,31059.1,29294.7,NA
"1044","LBN","rcp60","ssp2",2100,35083.35,32511.48,NA
"1045","LBR","rcp60","ssp2",2025,472.37,466.54,NA
"1046","LBR","rcp60","ssp2",2030,624.19,610.73,NA
"1047","LBR","rcp60","ssp2",2035,816.68,789.53,NA
"1048","LBR","rcp60","ssp2",2040,1066.04,1015.59,NA
"1049","LBR","rcp60","ssp2",2045,1388.59,1300.15,NA
"1050","LBR","rcp60","ssp2",2050,1801.89,1653.68,NA
"1051","LBR","rcp60","ssp2",2055,2325.26,2086.02,NA
"1052","LBR","rcp60","ssp2",2060,2977.31,2603.81,NA
"1053","LBR","rcp60","ssp2",2070,4732.01,3900.64,NA
"1054","LBR","rcp60","ssp2",2080,7186.19,5521.09,NA
"1055","LBR","rcp60","ssp2",2090,10481.29,7420.79,NA
"1056","LBR","rcp60","ssp2",2100,14780.01,9532.51,NA
"1057","LBY","rcp60","ssp2",2025,12059.19,11934.63,NA
"1058","LBY","rcp60","ssp2",2030,13507.01,13262.74,NA
"1059","LBY","rcp60","ssp2",2035,14864.61,14448.79,NA
"1060","LBY","rcp60","ssp2",2040,16059.79,15417.99,NA
"1061","LBY","rcp60","ssp2",2045,17130.15,16205.36,NA
"1062","LBY","rcp60","ssp2",2050,18287.19,17008.35,NA
"1063","LBY","rcp60","ssp2",2055,19694.85,17968.12,NA
"1064","LBY","rcp60","ssp2",2060,21377.96,19088.15,NA
"1065","LBY","rcp60","ssp2",2070,25274.87,21465.63,NA
"1066","LBY","rcp60","ssp2",2080,29535.43,23632.66,NA
"1067","LBY","rcp60","ssp2",2090,34496.19,25753.7,NA
"1068","LBY","rcp60","ssp2",2100,40163.01,27718.5,NA
"1069","LKA","rcp60","ssp2",2025,2737.56,2706.16,NA
"1070","LKA","rcp60","ssp2",2030,3303.95,3237.56,NA
"1071","LKA","rcp60","ssp2",2035,3898.7,3777.58,NA
"1072","LKA","rcp60","ssp2",2040,4531.12,4330.29,NA
"1073","LKA","rcp60","ssp2",2045,5214.27,4902.6,NA
"1074","LKA","rcp60","ssp2",2050,5970.95,5509.36,NA
"1075","LKA","rcp60","ssp2",2055,6817.23,6157.34,NA
"1076","LKA","rcp60","ssp2",2060,7747.52,6832.33,NA
"1077","LKA","rcp60","ssp2",2070,9732.15,8118.88,NA
"1078","LKA","rcp60","ssp2",2080,11885.89,9283.44,NA
"1079","LKA","rcp60","ssp2",2090,14272.81,10328.95,NA
"1080","LKA","rcp60","ssp2",2100,16873.88,11195.98,NA
"1081","LSO","rcp60","ssp2",2025,1294.48,1296.6,NA
"1082","LSO","rcp60","ssp2",2030,1600.63,1605.13,NA
"1083","LSO","rcp60","ssp2",2035,1999.04,2007.64,NA
"1084","LSO","rcp60","ssp2",2040,2518.66,2533.96,NA
"1085","LSO","rcp60","ssp2",2045,3177.98,3203.72,NA
"1086","LSO","rcp60","ssp2",2050,3999.41,4040.9,NA
"1087","LSO","rcp60","ssp2",2055,5008.03,5072.55,NA
"1088","LSO","rcp60","ssp2",2060,6234.64,6332.02,NA
"1089","LSO","rcp60","ssp2",2070,9452.57,9657.89,NA
"1090","LSO","rcp60","ssp2",2080,13827.81,14224.95,NA
"1091","LSO","rcp60","ssp2",2090,19473.75,20181.67,NA
"1092","LSO","rcp60","ssp2",2100,26545.42,27732.45,NA
"1093","LTU","rcp60","ssp2",2025,11663.32,11780.64,NA
"1094","LTU","rcp60","ssp2",2030,12912.25,13139.93,NA
"1095","LTU","rcp60","ssp2",2035,14271.13,14661.4,NA
"1096","LTU","rcp60","ssp2",2040,15625.9,16238.68,NA
"1097","LTU","rcp60","ssp2",2045,16837.8,17735.95,NA
"1098","LTU","rcp60","ssp2",2050,17896.09,19144.97,NA
"1099","LTU","rcp60","ssp2",2055,18979.8,20661.1,NA
"1100","LTU","rcp60","ssp2",2060,20280.97,22507.46,NA
"1101","LTU","rcp60","ssp2",2070,23386.34,27123.48,NA
"1102","LTU","rcp60","ssp2",2080,26238.14,32040.82,NA
"1103","LTU","rcp60","ssp2",2090,28982.65,37539.08,NA
"1104","LTU","rcp60","ssp2",2100,32153.98,44474.35,NA
"1105","LUX","rcp60","ssp2",2025,90877.94,91289.1,NA
"1106","LUX","rcp60","ssp2",2030,93506.01,94244.57,NA
"1107","LUX","rcp60","ssp2",2035,95897.68,97066.18,NA
"1108","LUX","rcp60","ssp2",2040,98085.62,99790.71,NA
"1109","LUX","rcp60","ssp2",2045,100134.86,102488.71,NA
"1110","LUX","rcp60","ssp2",2050,102352.2,105476.24,NA
"1111","LUX","rcp60","ssp2",2055,104764.55,108788,NA
"1112","LUX","rcp60","ssp2",2060,107344.81,112417.31,NA
"1113","LUX","rcp60","ssp2",2070,113526.66,121205.74,NA
"1114","LUX","rcp60","ssp2",2080,122176.53,133363.13,NA
"1115","LUX","rcp60","ssp2",2090,132325.87,148105.31,NA
"1116","LUX","rcp60","ssp2",2100,144248.04,165989.36,NA
"1117","LVA","rcp60","ssp2",2025,11266.04,11385.74,NA
"1118","LVA","rcp60","ssp2",2030,12731.03,12968.57,NA
"1119","LVA","rcp60","ssp2",2035,14120.94,14530.52,NA
"1120","LVA","rcp60","ssp2",2040,15465.26,16110.12,NA
"1121","LVA","rcp60","ssp2",2045,16738.57,17688.3,NA
"1122","LVA","rcp60","ssp2",2050,17951.85,19285,NA
"1123","LVA","rcp60","ssp2",2055,19290.32,21111.38,NA
"1124","LVA","rcp60","ssp2",2060,20854.55,23298.58,NA
"1125","LVA","rcp60","ssp2",2070,24209.42,28351.43,NA
"1126","LVA","rcp60","ssp2",2080,27806.99,34401.75,NA
"1127","LVA","rcp60","ssp2",2090,31575.95,41586.55,NA
"1128","LVA","rcp60","ssp2",2100,35686.9,50412.33,NA
"1129","MAR","rcp60","ssp2",2025,3998.32,3974.12,NA
"1130","MAR","rcp60","ssp2",2030,4966.82,4914.01,NA
"1131","MAR","rcp60","ssp2",2035,6096.12,5995.41,NA
"1132","MAR","rcp60","ssp2",2040,7381.97,7207.03,NA
"1133","MAR","rcp60","ssp2",2045,8800.03,8516.72,NA
"1134","MAR","rcp60","ssp2",2050,10345.06,9911.02,NA
"1135","MAR","rcp60","ssp2",2055,12029,11391.87,NA
"1136","MAR","rcp60","ssp2",2060,13878.56,12973.68,NA
"1137","MAR","rcp60","ssp2",2070,18076.06,16388.02,NA
"1138","MAR","rcp60","ssp2",2080,22811.08,19936.87,NA
"1139","MAR","rcp60","ssp2",2090,27931.89,23391.45,NA
"1140","MAR","rcp60","ssp2",2100,33546.12,26749.04,NA
"1141","MDA","rcp60","ssp2",2025,1849.55,1859.03,NA
"1142","MDA","rcp60","ssp2",2030,2368.89,2390.05,NA
"1143","MDA","rcp60","ssp2",2035,2960.48,3001.27,NA
"1144","MDA","rcp60","ssp2",2040,3602.34,3673.17,NA
"1145","MDA","rcp60","ssp2",2045,4267.31,4380.78,NA
"1146","MDA","rcp60","ssp2",2050,4941.07,5111.87,NA
"1147","MDA","rcp60","ssp2",2055,5661.07,5907.79,NA
"1148","MDA","rcp60","ssp2",2060,6485.5,6833.28,NA
"1149","MDA","rcp60","ssp2",2070,8360.5,9002.08,NA
"1150","MDA","rcp60","ssp2",2080,10422.82,11504.36,NA
"1151","MDA","rcp60","ssp2",2090,12711.31,14434.78,NA
"1152","MDA","rcp60","ssp2",2100,15196.54,17802.31,NA
"1153","MDG","rcp60","ssp2",2025,441.23,437.94,NA
"1154","MDG","rcp60","ssp2",2030,553.13,545.94,NA
"1155","MDG","rcp60","ssp2",2035,700.75,686.71,NA
"1156","MDG","rcp60","ssp2",2040,897.08,871.47,NA
"1157","MDG","rcp60","ssp2",2045,1155.13,1110.66,NA
"1158","MDG","rcp60","ssp2",2050,1486.39,1412.29,NA
"1159","MDG","rcp60","ssp2",2055,1902.02,1782.99,NA
"1160","MDG","rcp60","ssp2",2060,2414.43,2229.37,NA
"1161","MDG","rcp60","ssp2",2070,3779.37,3368.97,NA
"1162","MDG","rcp60","ssp2",2080,5683.75,4858.56,NA
"1163","MDG","rcp60","ssp2",2090,8241.44,6709.79,NA
"1164","MDG","rcp60","ssp2",2100,11597.75,8931.62,NA
"1165","MEX","rcp60","ssp2",2025,11005.39,10925,NA
"1166","MEX","rcp60","ssp2",2030,12262.76,12105.99,NA
"1167","MEX","rcp60","ssp2",2035,13617.17,13347.84,NA
"1168","MEX","rcp60","ssp2",2040,15104.15,14676.39,NA
"1169","MEX","rcp60","ssp2",2045,16779.13,16136.59,NA
"1170","MEX","rcp60","ssp2",2050,18662.68,17735.54,NA
"1171","MEX","rcp60","ssp2",2055,20745.08,19448.18,NA
"1172","MEX","rcp60","ssp2",2060,23028.91,21262.83,NA
"1173","MEX","rcp60","ssp2",2070,28144.01,25079.9,NA
"1174","MEX","rcp60","ssp2",2080,34066.99,29100.84,NA
"1175","MEX","rcp60","ssp2",2090,40911.95,33267.16,NA
"1176","MEX","rcp60","ssp2",2100,48726.61,37436.35,NA
"1177","MKD","rcp60","ssp2",2025,4898.96,4923.28,NA
"1178","MKD","rcp60","ssp2",2030,5735.97,5785.52,NA
"1179","MKD","rcp60","ssp2",2035,6624.54,6712.81,NA
"1180","MKD","rcp60","ssp2",2040,7514.8,7657.56,NA
"1181","MKD","rcp60","ssp2",2045,8377.94,8592.93,NA
"1182","MKD","rcp60","ssp2",2050,9240.49,9548.37,NA
"1183","MKD","rcp60","ssp2",2055,10132.12,10557.26,NA
"1184","MKD","rcp60","ssp2",2060,11074.39,11645.59,NA
"1185","MKD","rcp60","ssp2",2070,13046.15,14009.27,NA
"1186","MKD","rcp60","ssp2",2080,14997.08,16499.49,NA
"1187","MKD","rcp60","ssp2",2090,16949.24,19160.8,NA
"1188","MKD","rcp60","ssp2",2100,19034.77,22175.68,NA
"1189","MLI","rcp60","ssp2",2025,722.29,707.77,NA
"1190","MLI","rcp60","ssp2",2030,894.84,863.62,NA
"1191","MLI","rcp60","ssp2",2035,1119.57,1059.73,NA
"1192","MLI","rcp60","ssp2",2040,1413.75,1306.9,NA
"1193","MLI","rcp60","ssp2",2045,1795.38,1613.99,NA
"1194","MLI","rcp60","ssp2",2050,2283.65,1987.88,NA
"1195","MLI","rcp60","ssp2",2055,2897.76,2431.95,NA
"1196","MLI","rcp60","ssp2",2060,3654.82,2944.3,NA
"1197","MLI","rcp60","ssp2",2070,5654.43,4141.3,NA
"1198","MLI","rcp60","ssp2",2080,8418.94,5505.25,NA
"1199","MLI","rcp60","ssp2",2090,12063.93,6915.6,NA
"1200","MLI","rcp60","ssp2",2100,16784.66,8281,NA
"1201","MNG","rcp60","ssp2",2025,2945.34,3011.56,NA
"1202","MNG","rcp60","ssp2",2030,3718.38,3866.58,NA
"1203","MNG","rcp60","ssp2",2035,4544.03,4828.33,NA
"1204","MNG","rcp60","ssp2",2040,5392.26,5882.7,NA
"1205","MNG","rcp60","ssp2",2045,6237.26,7019.71,NA
"1206","MNG","rcp60","ssp2",2050,7085.7,8265.69,NA
"1207","MNG","rcp60","ssp2",2055,7983.86,9698.58,NA
"1208","MNG","rcp60","ssp2",2060,8953.27,11379.46,NA
"1209","MNG","rcp60","ssp2",2070,10937.85,15428.33,NA
"1210","MNG","rcp60","ssp2",2080,12777.31,20374.27,NA
"1211","MNG","rcp60","ssp2",2090,14691.69,26963.91,NA
"1212","MNG","rcp60","ssp2",2100,16704.1,35909.6,NA
"1213","MOZ","rcp60","ssp2",2025,674.81,666.71,NA
"1214","MOZ","rcp60","ssp2",2030,842.1,824.44,NA
"1215","MOZ","rcp60","ssp2",2035,1049.14,1015.2,NA
"1216","MOZ","rcp60","ssp2",2040,1318.26,1257.6,NA
"1217","MOZ","rcp60","ssp2",2045,1669.13,1565.83,NA
"1218","MOZ","rcp60","ssp2",2050,2119.47,1950.2,NA
"1219","MOZ","rcp60","ssp2",2055,2686.64,2418.38,NA
"1220","MOZ","rcp60","ssp2",2060,3389.93,2977.34,NA
"1221","MOZ","rcp60","ssp2",2070,5296.88,4393.75,NA
"1222","MOZ","rcp60","ssp2",2080,8041.59,6232.33,NA
"1223","MOZ","rcp60","ssp2",2090,11845.1,8483.72,NA
"1224","MOZ","rcp60","ssp2",2100,16945.54,11093.58,NA
"1225","MRT","rcp60","ssp2",2025,1209.8,1184.91,NA
"1226","MRT","rcp60","ssp2",2030,1446.12,1394.41,NA
"1227","MRT","rcp60","ssp2",2035,1734.51,1639.38,NA
"1228","MRT","rcp60","ssp2",2040,2092.82,1930.44,NA
"1229","MRT","rcp60","ssp2",2045,2534.73,2271.8,NA
"1230","MRT","rcp60","ssp2",2050,3065.6,2657.94,NA
"1231","MRT","rcp60","ssp2",2055,3687.54,3078.99,NA
"1232","MRT","rcp60","ssp2",2060,4401.26,3523.09,NA
"1233","MRT","rcp60","ssp2",2070,6092.27,4420.58,NA
"1234","MRT","rcp60","ssp2",2080,8135.32,5251.78,NA
"1235","MRT","rcp60","ssp2",2090,10520.92,5930.23,NA
"1236","MRT","rcp60","ssp2",2100,13254.76,6400.71,NA
"1237","MUS","rcp60","ssp2",2025,8723.8,8643.11,NA
"1238","MUS","rcp60","ssp2",2030,9911.53,9750.92,NA
"1239","MUS","rcp60","ssp2",2035,11103.91,10825.62,NA
"1240","MUS","rcp60","ssp2",2040,12346.03,11904.5,NA
"1241","MUS","rcp60","ssp2",2045,13684.96,13024.59,NA
"1242","MUS","rcp60","ssp2",2050,15091.68,14148.64,NA
"1243","MUS","rcp60","ssp2",2055,16550.5,15253.24,NA
"1244","MUS","rcp60","ssp2",2060,18100.69,16365.74,NA
"1245","MUS","rcp60","ssp2",2070,21599.27,18681.23,NA
"1246","MUS","rcp60","ssp2",2080,25785.46,21161.25,NA
"1247","MUS","rcp60","ssp2",2090,30523.28,23572.78,NA
"1248","MUS","rcp60","ssp2",2100,35861.49,25846.93,NA
"1249","MWI","rcp60","ssp2",2025,379.41,375.42,NA
"1250","MWI","rcp60","ssp2",2030,467.18,458.6,NA
"1251","MWI","rcp60","ssp2",2035,578.95,562.56,NA
"1252","MWI","rcp60","ssp2",2040,725.57,696.34,NA
"1253","MWI","rcp60","ssp2",2045,917.92,868.15,NA
"1254","MWI","rcp60","ssp2",2050,1169.01,1087.08,NA
"1255","MWI","rcp60","ssp2",2055,1492.5,1361.52,NA
"1256","MWI","rcp60","ssp2",2060,1903.04,1699.22,NA
"1257","MWI","rcp60","ssp2",2070,3052.49,2592.94,NA
"1258","MWI","rcp60","ssp2",2080,4736.32,3791.53,NA
"1259","MWI","rcp60","ssp2",2090,7063.14,5277.62,NA
"1260","MWI","rcp60","ssp2",2100,10142.37,7004.76,NA
"1261","MYS","rcp60","ssp2",2025,8836.82,8727.49,NA
"1262","MYS","rcp60","ssp2",2030,10103.34,9885.11,NA
"1263","MYS","rcp60","ssp2",2035,11463.38,11081.59,NA
"1264","MYS","rcp60","ssp2",2040,12886.7,12275.64,NA
"1265","MYS","rcp60","ssp2",2045,14348.18,13432.09,NA
"1266","MYS","rcp60","ssp2",2050,15890.68,14580.47,NA
"1267","MYS","rcp60","ssp2",2055,17534.45,15726.57,NA
"1268","MYS","rcp60","ssp2",2060,19250.93,16831.73,NA
"1269","MYS","rcp60","ssp2",2070,22878.1,18853.73,NA
"1270","MYS","rcp60","ssp2",2080,26848.29,20626.19,NA
"1271","MYS","rcp60","ssp2",2090,31120.17,22042.2,NA
"1272","MYS","rcp60","ssp2",2100,35649.97,23021.23,NA
"1273","NAM","rcp60","ssp2",2025,5630.91,5562.48,NA
"1274","NAM","rcp60","ssp2",2030,6571.03,6431.56,NA
"1275","NAM","rcp60","ssp2",2035,7599.89,7350.96,NA
"1276","NAM","rcp60","ssp2",2040,8737.38,8329.6,NA
"1277","NAM","rcp60","ssp2",2045,9977.2,9349.71,NA
"1278","NAM","rcp60","ssp2",2050,11312.1,10392.22,NA
"1279","NAM","rcp60","ssp2",2055,12729.32,11433.55,NA
"1280","NAM","rcp60","ssp2",2060,14233.67,12464.55,NA
"1281","NAM","rcp60","ssp2",2070,17543.06,14482.98,NA
"1282","NAM","rcp60","ssp2",2080,21280.49,16378.22,NA
"1283","NAM","rcp60","ssp2",2090,25432.61,18041.16,NA
"1284","NAM","rcp60","ssp2",2100,30066.25,19431.3,NA
"1285","NER","rcp60","ssp2",2025,424.52,415.15,NA
"1286","NER","rcp60","ssp2",2030,508.34,488.88,NA
"1287","NER","rcp60","ssp2",2035,617.83,581.64,NA
"1288","NER","rcp60","ssp2",2040,764.75,701.52,NA
"1289","NER","rcp60","ssp2",2045,962.83,856.65,NA
"1290","NER","rcp60","ssp2",2050,1232.27,1058.5,NA
"1291","NER","rcp60","ssp2",2055,1595.98,1317.46,NA
"1292","NER","rcp60","ssp2",2060,2074.85,1638.29,NA
"1293","NER","rcp60","ssp2",2070,3458.45,2462.87,NA
"1294","NER","rcp60","ssp2",2080,5561.5,3502.42,NA
"1295","NER","rcp60","ssp2",2090,8568.66,4677.36,NA
"1296","NER","rcp60","ssp2",2100,12687.35,5882.24,NA
"1297","NGA","rcp60","ssp2",2025,1432.93,1410.42,NA
"1298","NGA","rcp60","ssp2",2030,1727.34,1680.05,NA
"1299","NGA","rcp60","ssp2",2035,2076.43,1988.95,NA
"1300","NGA","rcp60","ssp2",2040,2503.21,2353.47,NA
"1301","NGA","rcp60","ssp2",2045,3026.43,2783.48,NA
"1302","NGA","rcp60","ssp2",2050,3678.68,3298.67,NA
"1303","NGA","rcp60","ssp2",2055,4486.84,3909.4,NA
"1304","NGA","rcp60","ssp2",2060,5459.61,4606.46,NA
"1305","NGA","rcp60","ssp2",2070,7933.86,6212.12,NA
"1306","NGA","rcp60","ssp2",2080,11136.08,7978.08,NA
"1307","NGA","rcp60","ssp2",2090,15064.39,9734,NA
"1308","NGA","rcp60","ssp2",2100,19706.56,11319.34,NA
"1309","NIC","rcp60","ssp2",2025,2013.77,1984.98,NA
"1310","NIC","rcp60","ssp2",2030,2524.86,2462.07,NA
"1311","NIC","rcp60","ssp2",2035,3158.47,3037.67,NA
"1312","NIC","rcp60","ssp2",2040,3927.25,3713.88,NA
"1313","NIC","rcp60","ssp2",2045,4841.75,4488.24,NA
"1314","NIC","rcp60","ssp2",2050,5921.88,5364.39,NA
"1315","NIC","rcp60","ssp2",2055,7177.55,6333.78,NA
"1316","NIC","rcp60","ssp2",2060,8616.65,7383.78,NA
"1317","NIC","rcp60","ssp2",2070,12079.15,9667.63,NA
"1318","NIC","rcp60","ssp2",2080,16357.93,12070.33,NA
"1319","NIC","rcp60","ssp2",2090,21549.57,14468.97,NA
"1320","NIC","rcp60","ssp2",2100,27705.51,16707.8,NA
"1321","NLD","rcp60","ssp2",2025,47592.87,47747.59,NA
"1322","NLD","rcp60","ssp2",2030,50558.75,50844.95,NA
"1323","NLD","rcp60","ssp2",2035,53977.95,54447.52,NA
"1324","NLD","rcp60","ssp2",2040,57952.76,58669.3,NA
"1325","NLD","rcp60","ssp2",2045,62271.2,63310.18,NA
"1326","NLD","rcp60","ssp2",2050,66706.56,68150.56,NA
"1327","NLD","rcp60","ssp2",2055,71251.58,73186.17,NA
"1328","NLD","rcp60","ssp2",2060,75946.41,78475.6,NA
"1329","NLD","rcp60","ssp2",2070,85763.71,89830.98,NA
"1330","NLD","rcp60","ssp2",2080,96606.35,102791.84,NA
"1331","NLD","rcp60","ssp2",2090,108457.92,117467.5,NA
"1332","NLD","rcp60","ssp2",2100,121632.31,134349.23,NA
"1333","NOR","rcp60","ssp2",2025,73780.21,74652.89,NA
"1334","NOR","rcp60","ssp2",2030,75948.57,77524.18,NA
"1335","NOR","rcp60","ssp2",2035,78092.87,80606.89,NA
"1336","NOR","rcp60","ssp2",2040,80301.7,84013.43,NA
"1337","NOR","rcp60","ssp2",2045,83099.81,88326.1,NA
"1338","NOR","rcp60","ssp2",2050,86744.51,93881.69,NA
"1339","NOR","rcp60","ssp2",2055,91059.27,100575.97,NA
"1340","NOR","rcp60","ssp2",2060,96066.7,108538.42,NA
"1341","NOR","rcp60","ssp2",2070,108135.97,128695.29,NA
"1342","NOR","rcp60","ssp2",2080,121979.24,154269.8,NA
"1343","NOR","rcp60","ssp2",2090,137228.08,186118.94,NA
"1344","NOR","rcp60","ssp2",2100,154708.5,226888.83,NA
"1345","NPL","rcp60","ssp2",2025,543.93,538.03,NA
"1346","NPL","rcp60","ssp2",2030,663.58,651.01,NA
"1347","NPL","rcp60","ssp2",2035,812.86,789.12,NA
"1348","NPL","rcp60","ssp2",2040,1002.41,960.72,NA
"1349","NPL","rcp60","ssp2",2045,1240.42,1170.92,NA
"1350","NPL","rcp60","ssp2",2050,1534.73,1423.53,NA
"1351","NPL","rcp60","ssp2",2055,1894.59,1722.73,NA
"1352","NPL","rcp60","ssp2",2060,2331.19,2073.04,NA
"1353","NPL","rcp60","ssp2",2070,3484.93,2942.15,NA
"1354","NPL","rcp60","ssp2",2080,5076.97,4028.32,NA
"1355","NPL","rcp60","ssp2",2090,7159.73,5285.57,NA
"1356","NPL","rcp60","ssp2",2100,9813.4,6669.4,NA
"1357","NZL","rcp60","ssp2",2025,32104.34,32111.38,NA
"1358","NZL","rcp60","ssp2",2030,34032.94,34045.68,NA
"1359","NZL","rcp60","ssp2",2035,36433.24,36453.79,NA
"1360","NZL","rcp60","ssp2",2040,39415.86,39446.92,NA
"1361","NZL","rcp60","ssp2",2045,42892.61,42937.07,NA
"1362","NZL","rcp60","ssp2",2050,46713.22,46773.41,NA
"1363","NZL","rcp60","ssp2",2055,50921.18,50998.44,NA
"1364","NZL","rcp60","ssp2",2060,55666.6,55763.92,NA
"1365","NZL","rcp60","ssp2",2070,66591.36,66740.07,NA
"1366","NZL","rcp60","ssp2",2080,78839.26,79046.35,NA
"1367","NZL","rcp60","ssp2",2090,92719.51,92996.98,NA
"1368","NZL","rcp60","ssp2",2100,108806.62,109160.8,NA
"1369","OMN","rcp60","ssp2",2025,17747.26,17430.06,NA
"1370","OMN","rcp60","ssp2",2030,19335.49,18733.43,NA
"1371","OMN","rcp60","ssp2",2035,20931.17,19928.82,NA
"1372","OMN","rcp60","ssp2",2040,22389.5,20867.34,NA
"1373","OMN","rcp60","ssp2",2045,23723.48,21559.27,NA
"1374","OMN","rcp60","ssp2",2050,25364.06,22389.19,NA
"1375","OMN","rcp60","ssp2",2055,27453.21,23448.45,NA
"1376","OMN","rcp60","ssp2",2060,29874.48,24594.52,NA
"1377","OMN","rcp60","ssp2",2070,35262.55,26652.48,NA
"1378","OMN","rcp60","ssp2",2080,41016.42,28007.91,NA
"1379","OMN","rcp60","ssp2",2090,47042.8,28547.88,NA
"1380","OMN","rcp60","ssp2",2100,53451.71,28362.75,NA
"1381","PAK","rcp60","ssp2",2025,1026.05,1011.5,NA
"1382","PAK","rcp60","ssp2",2030,1225.48,1195.22,NA
"1383","PAK","rcp60","ssp2",2035,1474.86,1418.87,NA
"1384","PAK","rcp60","ssp2",2040,1779.76,1683.84,NA
"1385","PAK","rcp60","ssp2",2045,2143.08,1987.95,NA
"1386","PAK","rcp60","ssp2",2050,2573.44,2333.24,NA
"1387","PAK","rcp60","ssp2",2055,3083.41,2723.79,NA
"1388","PAK","rcp60","ssp2",2060,3684.72,3161.34,NA
"1389","PAK","rcp60","ssp2",2070,5188.91,4159.17,NA
"1390","PAK","rcp60","ssp2",2080,7058.86,5219.13,NA
"1391","PAK","rcp60","ssp2",2090,9302.98,6261.5,NA
"1392","PAK","rcp60","ssp2",2100,11994.38,7253.65,NA
"1393","PAN","rcp60","ssp2",2025,9069.16,8956.08,NA
"1394","PAN","rcp60","ssp2",2030,10389.26,10162.39,NA
"1395","PAN","rcp60","ssp2",2035,11711.76,11316.59,NA
"1396","PAN","rcp60","ssp2",2040,13077.43,12448.43,NA
"1397","PAN","rcp60","ssp2",2045,14495.24,13555.87,NA
"1398","PAN","rcp60","ssp2",2050,15955.17,14618.95,NA
"1399","PAN","rcp60","ssp2",2055,17462.46,15632.54,NA
"1400","PAN","rcp60","ssp2",2060,19002.01,16574.22,NA
"1401","PAN","rcp60","ssp2",2070,22153.82,18191.37,NA
"1402","PAN","rcp60","ssp2",2080,25501.69,19493.65,NA
"1403","PAN","rcp60","ssp2",2090,29031.46,20426.01,NA
"1404","PAN","rcp60","ssp2",2100,32752.2,20969.68,NA
"1405","PER","rcp60","ssp2",2025,5249.39,5234.76,NA
"1406","PER","rcp60","ssp2",2030,6113.99,6083.91,NA
"1407","PER","rcp60","ssp2",2035,7015.34,6961.51,NA
"1408","PER","rcp60","ssp2",2040,7977.87,7889.69,NA
"1409","PER","rcp60","ssp2",2045,9013.38,8877.53,NA
"1410","PER","rcp60","ssp2",2050,10131.62,9931.1,NA
"1411","PER","rcp60","ssp2",2055,11326.32,11041.89,NA
"1412","PER","rcp60","ssp2",2060,12585.31,12193.54,NA
"1413","PER","rcp60","ssp2",2070,15287.04,14598.81,NA
"1414","PER","rcp60","ssp2",2080,18257.72,17133.93,NA
"1415","PER","rcp60","ssp2",2090,21530.5,19792.38,NA
"1416","PER","rcp60","ssp2",2100,25067.39,22492.63,NA
"1417","PHL","rcp60","ssp2",2025,1932.2,1911.17,NA
"1418","PHL","rcp60","ssp2",2030,2241.36,2198.78,NA
"1419","PHL","rcp60","ssp2",2035,2606.44,2530.12,NA
"1420","PHL","rcp60","ssp2",2040,3047.06,2920.13,NA
"1421","PHL","rcp60","ssp2",2045,3568.81,3368.74,NA
"1422","PHL","rcp60","ssp2",2050,4175.62,3873.26,NA
"1423","PHL","rcp60","ssp2",2055,4870.03,4428.78,NA
"1424","PHL","rcp60","ssp2",2060,5655.41,5030.24,NA
