"","iso","rcp","ssp","year","GDPcapNoCC","GDPcapCC","pct.diff","growth.nocc","growth.cc"
"702","PAN","rcp26","ssp2",2050,15955.17,13903.79,-12.86,10.0717890838648,6.57887676554593
"703","PER","rcp26","ssp2",2025,5249.39,5224.22,-0.48,19.5798954864164,19.2651711967564
"704","PER","rcp26","ssp2",2030,6113.99,6062,-0.85,16.4704851420832,16.036460945366
"705","PER","rcp26","ssp2",2035,7015.34,6921.59,-1.34,14.7424186169752,14.1799736060706
"706","PER","rcp26","ssp2",2040,7977.87,7823.48,-1.94,13.7203613794912,13.0300985756163
"707","PER","rcp26","ssp2",2045,9013.38,8775.02,-2.64,12.9797803173027,12.1626181699193
"708","PER","rcp26","ssp2",2050,10131.62,9779.82,-3.47,12.406444641189,11.4506861522823
"709","PHL","rcp26","ssp2",2025,1932.2,1897.36,-1.8,16.4740703232846,15.3298159449537
"710","PHL","rcp26","ssp2",2030,2241.36,2170.96,-3.14,16.0004140358141,14.4200362609099
"711","PHL","rcp26","ssp2",2035,2606.44,2480.61,-4.83,16.2883249455688,14.2632752330766
"712","PHL","rcp26","ssp2",2040,3047.06,2838.52,-6.84,16.905050567057,14.4283059408774
"713","PHL","rcp26","ssp2",2045,3568.81,3241.52,-9.17,17.1230628868483,14.1975395628708
"714","PHL","rcp26","ssp2",2050,4175.62,3683.49,-11.79,17.0031467071657,13.6346528788963
"715","PNG","rcp26","ssp2",2025,1506.66,1487.36,-1.28,20.5038790690234,19.6646660337587
"716","PNG","rcp26","ssp2",2030,1824.64,1783.87,-2.23,21.1049606414188,19.9353216437177
"717","PNG","rcp26","ssp2",2035,2214.88,2138.61,-3.44,21.3872325499825,19.8859782383246
"718","PNG","rcp26","ssp2",2040,2699.46,2567.21,-4.9,21.878386187965,20.0410547037562
"719","PNG","rcp26","ssp2",2045,3294.29,3077.14,-6.59,22.0351477702948,19.8631977905976
"720","PNG","rcp26","ssp2",2050,4010.05,3668.73,-8.51,21.7272917684843,19.2253196149672
"721","POL","rcp26","ssp2",2025,12416.54,12558.99,1.15,12.7393768914304,13.4356142409274
"722","POL","rcp26","ssp2",2030,13854.77,14132.68,2.01,11.5831785666538,12.5303865995594
"723","POL","rcp26","ssp2",2035,15314.62,15789.98,3.1,10.5368042919514,11.7267213295709
"724","POL","rcp26","ssp2",2040,16690.86,17432.89,4.45,8.9864456316905,10.4047630205991
"725","POL","rcp26","ssp2",2045,17941.3,19021.38,6.02,7.49176495399278,9.11202904395084
"726","POL","rcp26","ssp2",2050,19151.62,20651.67,7.83,6.74599945377425,8.57082924582757
"727","PRI","rcp26","ssp2",2025,29178,28630.23,-1.88,10.6572344945049,9.52445803426025
"728","PRI","rcp26","ssp2",2030,32151.12,31099.49,-3.27,10.1895949002673,8.62466001844904
"729","PRI","rcp26","ssp2",2035,35309.55,33533.7,-5.03,9.82370132051389,7.82717015616653
"730","PRI","rcp26","ssp2",2040,38590.99,35837.28,-7.14,9.29334981612622,6.8694477495773
"731","PRI","rcp26","ssp2",2045,41984.66,37967.65,-9.57,8.79394387135444,5.9445638731511
"732","PRI","rcp26","ssp2",2050,45482.62,39888.09,-12.3,8.33151917867145,5.05809551025675
"733","PRT","rcp26","ssp2",2025,22568.58,22476.5,-0.41,8.3859609017588,8.14468817676134
"734","PRT","rcp26","ssp2",2030,24402.24,24225.69,-0.72,8.12483550139176,7.78230596400685
"735","PRT","rcp26","ssp2",2035,26307.06,26009.49,-1.13,7.80592273496203,7.36325776479433
"736","PRT","rcp26","ssp2",2040,28357.21,27891.8,-1.64,7.79315514542483,7.23701233665096
"737","PRT","rcp26","ssp2",2045,30673.26,29984,-2.25,8.1674113920234,7.50112936418589
"738","PRT","rcp26","ssp2",2050,33361.13,32379.39,-2.94,8.76290945272853,7.98889407684098
"739","PRY","rcp26","ssp2",2025,2575.08,2532.3,-1.66,21.2247319015921,20.1297931184979
"740","PRY","rcp26","ssp2",2030,3116.18,3025.94,-2.9,21.0129394038243,19.4937408679856
"741","PRY","rcp26","ssp2",2035,3752.93,3585.6,-4.46,20.4336719958411,18.4954096908729
"742","PRY","rcp26","ssp2",2040,4494.07,4209,-6.34,19.7483033256682,17.3862115127175
"743","PRY","rcp26","ssp2",2045,5339.24,4884,-8.53,18.8063381300247,16.0370634354954
"744","PRY","rcp26","ssp2",2050,6293.33,5601.76,-10.99,17.8693971426645,14.6961506961507
"745","QAT","rcp26","ssp2",2025,91554.81,88630.08,-3.19,5.52132807663799,3.66584701751301
"746","QAT","rcp26","ssp2",2030,93028.32,87847.07,-5.57,1.60942936804741,-0.883458527849681
"747","QAT","rcp26","ssp2",2035,92926,84989.85,-8.54,-0.10998801225262,-3.25249322487364
"748","QAT","rcp26","ssp2",2040,92853.52,81670.65,-12.04,-0.0779975464347932,-3.90540752807542
"749","QAT","rcp26","ssp2",2045,93502.45,78530.75,-16.01,0.698874959183015,-3.84458798846341
"750","QAT","rcp26","ssp2",2050,95389.24,75959.68,-20.37,2.01790434368298,-3.27396593054314
"751","ROU","rcp26","ssp2",2025,7503.48,7563.16,0.8,16.6808951338642,17.1774512158278
"752","ROU","rcp26","ssp2",2030,8563.18,8681.47,1.38,14.1227803632448,14.7862798089687
"753","ROU","rcp26","ssp2",2035,9603.86,9807.86,2.12,12.15296186697,12.9746459988919
"754","ROU","rcp26","ssp2",2040,10644.97,10966.21,3.02,10.8405370340675,11.8104255158618
"755","ROU","rcp26","ssp2",2045,11721.36,12196.62,4.05,10.1117241288609,11.2200112892239
"756","ROU","rcp26","ssp2",2050,12852.13,13526.18,5.24,9.64708873373054,10.90105291466
"757","RUS","rcp26","ssp2",2025,8977.6,9203.52,2.52,17.4068896250214,18.993698331881
"758","RUS","rcp26","ssp2",2030,10323.45,10780.96,4.43,14.9912003207984,17.1395292236014
"759","RUS","rcp26","ssp2",2035,11570.53,12371,6.92,12.0800701315936,14.7485938172482
"760","RUS","rcp26","ssp2",2040,12634.58,13899.91,10.01,9.1962079524447,12.3588230539164
"761","RUS","rcp26","ssp2",2045,13509.38,15368.6,13.76,6.92385500744781,10.5661835220516
"762","RUS","rcp26","ssp2",2050,14339.92,16948.85,18.19,6.14787651246764,10.2823289043895
"763","RWA","rcp26","ssp2",2025,550.97,542.63,-1.51,25.7176105508146,24.6794724507146
"764","RWA","rcp26","ssp2",2030,685.37,667.24,-2.65,24.393342650235,22.9640823397158
"765","RWA","rcp26","ssp2",2035,845.35,810.83,-4.08,23.3421363642996,21.5199928061867
"766","RWA","rcp26","ssp2",2040,1038.62,978.17,-5.82,22.8627195836044,20.638111564693
"767","RWA","rcp26","ssp2",2045,1272.74,1172.88,-7.85,22.54144923071,19.9055378921864
"768","RWA","rcp26","ssp2",2050,1559.92,1401.88,-10.13,22.5639172179707,19.5245890457677
"769","SAU","rcp26","ssp2",2025,18861.3,18231.32,-3.34,10.3117407817674,8.29498534886222
"770","SAU","rcp26","ssp2",2030,20435.79,19250.59,-5.8,8.34772788726123,5.59076358705788
"771","SAU","rcp26","ssp2",2035,21793.51,19858.85,-8.88,6.64383417523862,3.15969536518101
"772","SAU","rcp26","ssp2",2040,23070.3,20185.14,-12.51,5.85857899897722,1.64304579570318
"773","SAU","rcp26","ssp2",2045,24209.92,20186.19,-16.62,4.939771047624,0.00520184650688215
"774","SAU","rcp26","ssp2",2050,25307.36,19956.38,-21.14,4.53301787036059,-1.13845158496971
"775","SDN","rcp26","ssp2",2025,1519.85,1467.04,-3.47,20.1813969303274,17.8913532626165
"776","SDN","rcp26","ssp2",2030,1827.35,1717.32,-6.02,20.2322597624766,17.0602028574545
"777","SDN","rcp26","ssp2",2035,2200.15,1997.98,-9.19,20.4011273155115,16.3429063890248
"778","SDN","rcp26","ssp2",2040,2654.5,2311.69,-12.91,20.6508647137695,15.7013583719557
"779","SDN","rcp26","ssp2",2045,3203.85,2655.17,-17.13,20.6950461480505,14.8583936427462
"780","SDN","rcp26","ssp2",2050,3866.48,3025.87,-21.74,20.6823041028762,13.9614412636479
"781","SEN","rcp26","ssp2",2025,1252.2,1222.11,-2.4,20.9165789549919,19.3338606204412
"782","SEN","rcp26","ssp2",2030,1516.53,1453.27,-4.17,21.1092477240057,18.9148276341737
"783","SEN","rcp26","ssp2",2035,1847.15,1729.14,-6.39,21.8010853725281,18.9827079620442
"784","SEN","rcp26","ssp2",2040,2268.68,2063.99,-9.02,22.8205614054083,19.3651179198908
"785","SEN","rcp26","ssp2",2045,2802.39,2465.05,-12.04,23.5251335578398,19.4312956942621
"786","SEN","rcp26","ssp2",2050,3471.68,2937.27,-15.39,23.8828285856001,19.1566093994037
"787","SLB","rcp26","ssp2",2025,1521.99,1493.98,-1.84,20.817787797482,19.6093030703335
"788","SLB","rcp26","ssp2",2030,1827.37,1768.85,-3.2,20.064520791858,18.3985060040964
"789","SLB","rcp26","ssp2",2035,2186.3,2078.74,-4.92,19.6418897103488,17.5192921954942
"790","SLB","rcp26","ssp2",2040,2618.74,2436.12,-6.97,19.7795362027169,17.1921452418292
"791","SLB","rcp26","ssp2",2045,3141.41,2847.94,-9.34,19.958835165003,16.9047501765102
"792","SLB","rcp26","ssp2",2050,3763.78,3312.09,-12,19.811804253504,16.2977450367634
"793","SLE","rcp26","ssp2",2025,618.53,604.05,-2.34,23.5922950885186,22.017977982022
"794","SLE","rcp26","ssp2",2030,772.86,741.45,-4.06,24.9510937222123,22.7464613856469
"795","SLE","rcp26","ssp2",2035,971.16,910.7,-6.23,25.6579458116606,22.8268932497134
"796","SLE","rcp26","ssp2",2040,1227.67,1119.65,-8.8,26.4127435232094,22.9438893159108
"797","SLE","rcp26","ssp2",2045,1556.91,1374.06,-11.74,26.8182817858219,22.7222792837047
"798","SLE","rcp26","ssp2",2050,1974.64,1677.92,-15.03,26.8307095464735,22.1140270439428
"799","SLV","rcp26","ssp2",2025,3940.82,3871.04,-1.77,13.3230386109601,12.2304077189137
"800","SLV","rcp26","ssp2",2030,4479.16,4341.01,-3.08,13.6606087058023,12.1406650409192
"801","SLV","rcp26","ssp2",2035,5111.87,4869.45,-4.74,14.125639628859,12.1732039318039
"802","SLV","rcp26","ssp2",2040,5858.36,5464.2,-6.73,14.6030708918654,12.2139050611465
"803","SLV","rcp26","ssp2",2045,6719.29,6112.31,-9.03,14.6957510292983,11.8610226565646
"804","SLV","rcp26","ssp2",2050,7693.78,6798.47,-11.64,14.5028715831583,11.2258704156039
"805","SRB","rcp26","ssp2",2025,4761.43,4794.49,0.69,13.3514577714083,13.7706831950301
"806","SRB","rcp26","ssp2",2030,5312.32,5376.26,1.2,11.5698435133983,12.1341373117892
"807","SRB","rcp26","ssp2",2035,5857.41,5965.76,1.85,10.2608653093187,10.9648714905901
"808","SRB","rcp26","ssp2",2040,6413.85,6581.55,2.61,9.49976184013071,10.3220712868101
"809","SRB","rcp26","ssp2",2045,6993.67,7239.76,3.52,9.04012410642593,10.0008356694092
"810","SRB","rcp26","ssp2",2050,7623.67,7968.72,4.53,9.00814593768365,10.0688420610628
"811","STP","rcp26","ssp2",2025,3298.98,3234.1,-1.97,34.7341852800274,33.2638328031514
"812","STP","rcp26","ssp2",2030,4233.61,4087.03,-3.46,28.3308780289665,26.3730249528462
"813","STP","rcp26","ssp2",2035,5237.06,4956.37,-5.36,23.7019942791141,21.2707026863028
"814","STP","rcp26","ssp2",2040,6329.93,5846.58,-7.64,20.8680060950228,17.9609270494334
"815","STP","rcp26","ssp2",2045,7513.45,6742.17,-10.27,18.6972051823638,15.3181860164404
"816","STP","rcp26","ssp2",2050,8787.36,7625.92,-13.22,16.9550605913395,13.1077976378525
"817","SUR","rcp26","ssp2",2025,6258.18,6080.15,-2.84,19.4628335814912,17.6035388507632
"818","SUR","rcp26","ssp2",2030,7346.04,6982.66,-4.95,17.3830091176668,14.8435482677237
"819","SUR","rcp26","ssp2",2035,8531.04,7884.36,-7.58,16.1311400427986,12.9134169499875
"820","SUR","rcp26","ssp2",2040,9839.89,8786.75,-10.7,15.3422091562107,11.4453170580745
"821","SUR","rcp26","ssp2",2045,11265.3,9658.17,-14.27,14.4860359211333,9.91743249779498
"822","SUR","rcp26","ssp2",2050,12787.98,10458.54,-18.22,13.5165508242124,8.28697361922601
"823","SVK","rcp26","ssp2",2025,17421.63,17644.91,1.28,12.8056053053819,13.582239239082
"824","SVK","rcp26","ssp2",2030,19572.9,20010.75,2.24,12.3482705120015,13.4080593213567
"825","SVK","rcp26","ssp2",2035,21829.37,22581.07,3.44,11.5285420147244,12.8446959759129
"826","SVK","rcp26","ssp2",2040,24048.47,25230.47,4.92,10.165662133172,11.7328363979209
"827","SVK","rcp26","ssp2",2045,26181.53,27922.52,6.65,8.86983662578117,10.669836907517
"828","SVK","rcp26","ssp2",2050,28295.08,30739.83,8.64,8.07267566104809,10.0897411838187
"829","SVN","rcp26","ssp2",2025,22861.68,23118.87,1.12,8.90419278912867,9.56026369676862
"830","SVN","rcp26","ssp2",2030,24950.48,25438.99,1.96,9.136686367756,10.0356116021242
"831","SVN","rcp26","ssp2",2035,27201.25,28020.34,3.01,9.02094869517541,10.1472188950898
"832","SVN","rcp26","ssp2",2040,29489.27,30757.56,4.3,8.41145167961031,9.76868945915717
"833","SVN","rcp26","ssp2",2045,31782.09,33631.54,5.82,7.77509921405311,9.34397917129967
"834","SVN","rcp26","ssp2",2050,34143.99,36730.31,7.57,7.43154399222958,9.21388077976803
"835","SWE","rcp26","ssp2",2025,50619.15,51588.54,1.92,6.72492148881868,7.82295550688047
"836","SWE","rcp26","ssp2",2030,53901.78,55711.12,3.36,6.48495678019089,7.99127092955141
"837","SWE","rcp26","ssp2",2035,57449.45,60444.94,5.21,6.58173069609204,8.49708280860266
"838","SWE","rcp26","ssp2",2040,61224.57,65818.44,7.5,6.57120303153468,8.88990873346884
"839","SWE","rcp26","ssp2",2045,64971.84,71612.28,10.22,6.12053298210179,8.80276104994284
"840","SWE","rcp26","ssp2",2050,68491.82,77668.43,13.4,5.41770096090862,8.45685963357122
"841","SWZ","rcp26","ssp2",2025,2812.34,2772.6,-1.41,13.8493176748724,12.9782812436331
"842","SWZ","rcp26","ssp2",2030,3278.47,3197.88,-2.46,16.5744540133839,15.338671283272
"843","SWZ","rcp26","ssp2",2035,3881.84,3735.02,-3.78,18.404011627375,16.7967528487623
"844","SWZ","rcp26","ssp2",2040,4635.54,4386.27,-5.38,19.4160501205614,17.4363189487607
"845","SWZ","rcp26","ssp2",2045,5540.71,5140.07,-7.23,19.5267433783335,17.185444580475
"846","SWZ","rcp26","ssp2",2050,6596.59,5981.55,-9.32,19.0567634833803,16.3709832745469
"847","SYR","rcp26","ssp2",2025,2974.63,2940.54,-1.15,22.784141332838,22.012589054908
"848","SYR","rcp26","ssp2",2030,3604.74,3532.03,-2.02,21.1828025670419,20.1150128887891
"849","SYR","rcp26","ssp2",2035,4321.15,4185.69,-3.13,19.8741101993486,18.5066378258395
"850","SYR","rcp26","ssp2",2040,5143.78,4912.65,-4.49,19.0372933131227,17.3677458196856
"851","SYR","rcp26","ssp2",2045,6077.04,5706.99,-6.09,18.1434664779598,16.1692772739764
"852","SYR","rcp26","ssp2",2050,7108.51,6545.87,-7.92,16.9732303884786,14.6991671616737
"853","TCD","rcp26","ssp2",2025,818.86,791.03,-3.4,18.6960051023366,16.5026952192995
"854","TCD","rcp26","ssp2",2030,999.62,941.09,-5.86,22.0745915052634,18.9702034056863
"855","TCD","rcp26","ssp2",2035,1245.09,1134.23,-8.9,24.5563314059342,20.5230105515944
"856","TCD","rcp26","ssp2",2040,1571.5,1375.26,-12.49,26.2157755664249,21.2505400139302
"857","TCD","rcp26","ssp2",2045,1994.17,1664.32,-16.54,26.8959592745784,21.0185710338409
"858","TCD","rcp26","ssp2",2050,2531.34,1999.93,-20.99,26.9370214174318,20.1649923091713
"859","TGO","rcp26","ssp2",2025,682.89,666.99,-2.33,21.4285714285714,19.8867619304395
"860","TGO","rcp26","ssp2",2030,825.89,792.46,-4.05,20.9404150009518,18.811376482406
"861","TGO","rcp26","ssp2",2035,1007.09,944.61,-6.2,21.939967792321,19.199707240744
"862","TGO","rcp26","ssp2",2040,1247.55,1138.25,-8.76,23.8767140970519,20.499465387832
"863","TGO","rcp26","ssp2",2045,1563.74,1381,-11.69,25.3448759568755,21.326597847573
"864","TGO","rcp26","ssp2",2050,1975.01,1679.79,-14.95,26.3004079962142,21.6357711803041
"865","THA","rcp26","ssp2",2025,5022.88,4896.63,-2.51,22.7238854289086,21.0383337617908
"866","THA","rcp26","ssp2",2030,6037.4,5773.24,-4.38,20.1979740706527,17.902312406696
"867","THA","rcp26","ssp2",2035,7139.2,6659.65,-6.72,18.2495776327558,15.3537701533281
"868","THA","rcp26","ssp2",2040,8341,7548.15,-9.51,16.8338189152846,13.3415419729265
"869","THA","rcp26","ssp2",2045,9639.03,8414.72,-12.7,15.5620429205131,11.4805614620801
"870","THA","rcp26","ssp2",2050,11031.79,9237.81,-16.26,14.4491717527594,9.78154947520536
"871","TJK","rcp26","ssp2",2025,681.77,682.95,0.17,27.830277121536,27.9411764705883
"872","TJK","rcp26","ssp2",2030,864.71,867.14,0.28,26.8330962054652,26.9697635258804
"873","TJK","rcp26","ssp2",2035,1085.15,1089.56,0.41,25.4929398295382,25.6498373964988
"874","TJK","rcp26","ssp2",2040,1346.54,1353.74,0.53,24.0879141132562,24.2464848195602
"875","TJK","rcp26","ssp2",2045,1643.04,1653.62,0.64,22.0193978641555,22.1519641881011
"876","TJK","rcp26","ssp2",2050,1968.38,1983.04,0.74,19.8011003992599,19.9211427050955
"877","TKM","rcp26","ssp2",2025,4893.95,4858.57,-0.72,31.4291929402413,30.9030116554136
"878","TKM","rcp26","ssp2",2030,6116.4,6038.01,-1.28,24.978800355541,24.2754555352707
"879","TKM","rcp26","ssp2",2035,7236.83,7091.83,-2,18.3184553005036,17.4531012701204
"880","TKM","rcp26","ssp2",2040,8202.85,7964.45,-2.91,13.3486623286715,12.3045814690989
"881","TKM","rcp26","ssp2",2045,9036.87,8676.65,-3.99,10.1674418037633,8.94223706596187
"882","TKM","rcp26","ssp2",2050,9752.24,9241.23,-5.24,7.91612582675195,6.50688917957968
"883","TTO","rcp26","ssp2",2025,17119.2,16783.87,-1.96,11.3201351250297,10.1304528415045
"884","TTO","rcp26","ssp2",2030,18827.88,18185.09,-3.41,9.9810738819571,8.34861089844
"885","TTO","rcp26","ssp2",2035,20507.56,19430.75,-5.25,8.92123807884903,6.84989736096989
"886","TTO","rcp26","ssp2",2040,22086.56,20440.94,-7.45,7.69959956230775,5.19892438531708
"887","TTO","rcp26","ssp2",2045,23523.72,21173.53,-9.99,6.50694358922349,3.58393498537739
"888","TTO","rcp26","ssp2",2050,24998.06,21788.72,-12.84,6.26746109883981,2.90546734531277
"889","TUN","rcp26","ssp2",2025,6107.07,6011.38,-1.57,24.0643981716607,23.0022855576085
"890","TUN","rcp26","ssp2",2030,7431.37,7227.36,-2.75,21.6847031391486,20.2279676214114
"891","TUN","rcp26","ssp2",2035,8853.6,8477.44,-4.25,19.1381938996443,17.2964955391734
"892","TUN","rcp26","ssp2",2040,10315.73,9688.75,-6.08,16.5145251649047,14.2886295862902
"893","TUN","rcp26","ssp2",2045,11729.31,10765.49,-8.22,13.7031504314285,11.1133015094826
"894","TUN","rcp26","ssp2",2050,13085.09,11692.58,-10.64,11.558906704657,8.6116841871573
"895","TUR","rcp26","ssp2",2025,10725.76,10733.87,0.08,13.4123762465225,13.4554221757618
"896","TUR","rcp26","ssp2",2030,12001.89,12015.41,0.11,11.8978049107942,11.9392167037611
"897","TUR","rcp26","ssp2",2035,13346.03,13365.01,0.14,11.1994027607319,11.2322425951341
"898","TUR","rcp26","ssp2",2040,14773.99,14799.63,0.17,10.6995113902786,10.7341483470645
"899","TUR","rcp26","ssp2",2045,16271.9,16301.74,0.18,10.1388318253904,10.1496456330327
"900","TUR","rcp26","ssp2",2050,17871.46,17905.1,0.19,9.83019807152207,9.83551449109113
"901","TZA","rcp26","ssp2",2025,711.52,699.46,-1.69,26.4115410581672,25.2457607391624
"902","TZA","rcp26","ssp2",2030,890.53,864.2,-2.96,25.1588149314144,23.5524547508078
"903","TZA","rcp26","ssp2",2035,1104.87,1054.51,-4.56,24.0688129540835,22.0215227956491
"904","TZA","rcp26","ssp2",2040,1366.01,1277.48,-6.48,23.635359816087,21.1444177864601
"905","TZA","rcp26","ssp2",2045,1684.57,1537.98,-8.7,23.3204734958016,20.3917086764568
"906","TZA","rcp26","ssp2",2050,2072.18,1839.72,-11.22,23.0094326742136,19.6192408223774
"907","UGA","rcp26","ssp2",2025,609.36,598.04,-1.86,24.1514200725317,22.8941906582003
"908","UGA","rcp26","ssp2",2030,753.2,728.77,-3.24,23.6050938689773,21.8597418232894
"909","UGA","rcp26","ssp2",2035,932.93,886.35,-4.99,23.8621879978757,21.622734195974
"910","UGA","rcp26","ssp2",2040,1163.17,1080.71,-7.09,24.6792363842947,21.9281322276753
"911","UGA","rcp26","ssp2",2045,1456.29,1317.85,-9.51,25.2000997274689,21.942981928547
"912","UGA","rcp26","ssp2",2050,1826.71,1603.38,-12.23,25.4358678559902,21.6663504951247
"913","UKR","rcp26","ssp2",2025,3195.47,3228.45,1.03,21.6358085783455,22.309231014025
"914","UKR","rcp26","ssp2",2030,3828.95,3897.73,1.8,19.8243137942149,20.7306911985628
"915","UKR","rcp26","ssp2",2035,4506.04,4630.94,2.77,17.6834380182557,18.8112054965326
"916","UKR","rcp26","ssp2",2040,5206.85,5412.94,3.96,15.5526804023045,16.8864204675509
"917","UKR","rcp26","ssp2",2045,5924.01,6241.09,5.35,13.7733946628,15.2994490979024
"918","UKR","rcp26","ssp2",2050,6688.82,7154.19,6.96,12.9103428252147,14.6304571797555
"919","URY","rcp26","ssp2",2025,8740.38,8679.3,-0.7,14.8383333136251,14.4006137007102
"920","URY","rcp26","ssp2",2030,9886.61,9765.3,-1.23,13.1141895432464,12.5125298123121
"921","URY","rcp26","ssp2",2035,11069.18,10858.53,-1.9,11.9613295153748,11.1950477711898
"922","URY","rcp26","ssp2",2040,12312.6,11977.04,-2.73,11.2331717435257,10.3007497331591
"923","URY","rcp26","ssp2",2045,13652.05,13148.12,-3.69,10.8786933710183,9.77770801466806
"924","URY","rcp26","ssp2",2050,15086.85,14362.87,-4.8,10.5097769199498,9.23896344116117
"925","USA","rcp26","ssp2",2025,55485.81,55390.74,-0.17,6.81109294537323,6.7076795753172
"926","USA","rcp26","ssp2",2030,58456.52,58270.83,-0.32,5.35399951807498,5.19958751228094
"927","USA","rcp26","ssp2",2035,61068.81,60750.55,-0.52,4.468774398476,4.25550828776594
"928","USA","rcp26","ssp2",2040,63446.99,62958.22,-0.77,3.89426288149384,3.63399179102082
"929","USA","rcp26","ssp2",2045,65548.35,64835.85,-1.09,3.3119932088189,2.98234289342996
"930","USA","rcp26","ssp2",2050,67478.81,66478.23,-1.48,2.94509320219348,2.53313560321951
"931","UZB","rcp26","ssp2",2025,1225.58,1220.74,-0.39,26.7456771738231,26.4674802643847
"932","UZB","rcp26","ssp2",2030,1514.03,1503.32,-0.71,23.5357952969206,23.148254337533
"933","UZB","rcp26","ssp2",2035,1831.95,1811.47,-1.12,20.9982629142091,20.4979645052284
"934","UZB","rcp26","ssp2",2040,2171.35,2135.91,-1.63,18.5267065149158,17.9103159312602
"935","UZB","rcp26","ssp2",2045,2523.22,2466.44,-2.25,16.2051258433693,15.4749029687581
"936","UZB","rcp26","ssp2",2050,2890.68,2803.63,-3.01,14.5631375781739,13.6711211300498
"937","VCT","rcp26","ssp2",2025,7090.35,6947.94,-2.01,10.4176821529295,9.20622047021322
"938","VCT","rcp26","ssp2",2030,7794.68,7521.89,-3.5,9.93364220384043,8.26072188303297
"939","VCT","rcp26","ssp2",2035,8610.43,8147.48,-5.38,10.4654713214654,8.31692566628865
"940","VCT","rcp26","ssp2",2040,9600.07,8869.03,-7.61,11.4935026473707,8.8561125648667
"941","VCT","rcp26","ssp2",2045,10758.46,9662.1,-10.19,12.06647451529,8.94201507943935
"942","VCT","rcp26","ssp2",2050,12060.05,10483.01,-13.08,12.0982928783488,8.49618612930936
"943","VEN","rcp26","ssp2",2025,7551.13,7361.03,-2.52,11.1352644917831,9.60813130884469
"944","VEN","rcp26","ssp2",2030,8385.8,8018.88,-4.38,11.0535774115927,8.93692866351584
"945","VEN","rcp26","ssp2",2035,9301.25,8677.22,-6.71,10.9166686541535,8.2098746957181
"946","VEN","rcp26","ssp2",2040,10312.19,9334.02,-9.49,10.8688617121355,7.56924452762522
"947","VEN","rcp26","ssp2",2045,11440.52,9992.11,-12.66,10.9417107326378,7.05044557436132
"948","VEN","rcp26","ssp2",2050,12692.67,10637.68,-16.19,10.9448696387926,6.46079756928216
"949","VNM","rcp26","ssp2",2025,1531.56,1500.83,-2.01,25.2902054138955,23.9126486129458
"950","VNM","rcp26","ssp2",2030,1864.82,1799.41,-3.51,21.759513176108,19.8943251400892
"951","VNM","rcp26","ssp2",2035,2234.27,2113.52,-5.4,19.8115635825442,17.4562773353488
"952","VNM","rcp26","ssp2",2040,2652.49,2448.9,-7.68,18.718418096291,15.8683144706461
"953","VNM","rcp26","ssp2",2045,3115.23,2794.46,-10.3,17.4454946107243,14.1108252684879
"954","VNM","rcp26","ssp2",2050,3618.91,3139.79,-13.24,16.1683086000071,12.3576648082277
"955","VUT","rcp26","ssp2",2025,2919.54,2877.64,-1.44,17.4728100141231,16.5583836943666
"956","VUT","rcp26","ssp2",2030,3458.5,3372.14,-2.5,18.46044239846,17.1842204028301
"957","VUT","rcp26","ssp2",2035,4133.27,3974.62,-3.84,19.5104814225821,17.8663993784362
"958","VUT","rcp26","ssp2",2040,4971,4700.15,-5.45,20.2679718479557,18.2540720873945
"959","VUT","rcp26","ssp2",2045,5986.64,5548.78,-7.31,20.4313015489841,18.0553812112379
"960","VUT","rcp26","ssp2",2050,7215.08,6535.34,-9.42,20.5196905108709,17.7797642004188
"961","WSM","rcp26","ssp2",2025,3158.07,3105.75,-1.66,14.6446385397835,13.6118376529548
"962","WSM","rcp26","ssp2",2030,3593.18,3489.51,-2.89,13.7777186699471,12.3564356435644
"963","WSM","rcp26","ssp2",2035,4086.5,3905.19,-4.44,13.7293428105467,11.9122742161507
"964","WSM","rcp26","ssp2",2040,4715.87,4419.21,-6.29,15.4011990701089,13.1624837715963
"965","WSM","rcp26","ssp2",2045,5512.3,5047.68,-8.43,16.8882942065833,14.2213201001989
"966","WSM","rcp26","ssp2",2050,6473.4,5772.07,-10.83,17.4355532173503,14.3509493470267
"967","YEM","rcp26","ssp2",2025,1128.65,1105.5,-2.05,18.8853543439791,17.5638598804688
"968","YEM","rcp26","ssp2",2030,1364.64,1316.01,-3.56,20.9090506357152,19.0420624151967
"969","YEM","rcp26","ssp2",2035,1652.33,1561.88,-5.47,21.0817504982999,18.6829887310887
"970","YEM","rcp26","ssp2",2040,1987.16,1833.03,-7.76,20.2641118904819,17.3604886418931
"971","YEM","rcp26","ssp2",2045,2367.54,2121.49,-10.39,19.1418909398337,15.7367855408804
"972","YEM","rcp26","ssp2",2050,2803.32,2429.03,-13.35,18.4064471983578,14.4964152553159
"973","ZAF","rcp26","ssp2",2025,8388.92,8311.36,-0.92,16.0193731657866,15.4331506982494
"974","ZAF","rcp26","ssp2",2030,9584.52,9428.75,-1.63,14.2521325748726,13.4441294806145
"975","ZAF","rcp26","ssp2",2035,10828.88,10555.14,-2.53,12.9830184505849,11.9463343497282
"976","ZAF","rcp26","ssp2",2040,12117.52,11678.12,-3.63,11.9000302893744,10.6391767423265
"977","ZAF","rcp26","ssp2",2045,13436.26,12775.27,-4.92,10.8829199374129,9.39491973023055
"978","ZAF","rcp26","ssp2",2050,14810.58,13863.18,-6.4,10.2284415454896,8.51574956928503
