"Period from";"Period to";Row;"Row group";"Africa & Asia (ex China)";"North America";"South America";Oceania;Europe;China;"World Reported";"Estimated Unreported"
2012-01-01;2012-12-31;Oil;"FUEL MIX";4958.0;3.0;74123.0;22034.0;13825.0;32365.0;147308.0;0
2012-01-01;2012-12-31;Gas;"FUEL MIX";497.0;39746.0;18689.0;121836.0;52125.0;89430.0;322323.0;0
2012-01-01;2012-12-31;Electricity;"FUEL MIX";1247.0;2173.0;3831.0;7777.0;7010.0;66504.0;88542.0;0
2012-01-01;2012-12-31;Other;"FUEL MIX";3280.0;887.0;0.0;17551.0;17362.0;7098.0;46178.0;0
2012-01-01;2012-12-31;Total;"FUEL MIX";39333.0;42891.0;123618.0;212299.0;90322.0;709759.0;1218222.0;105000.0
2013-01-01;2013-12-31;"Alumina Production (tonnes)";;4980000.0;5873000.0;13069000.0;21240000.0;8264000.0;46326000.0;101577000.0;1825000.0
2013-01-01;2013-12-31;"Reporting Production (tonnes)";;2914748.0;5632383.0;12674355.0;21236706.0;7431593.0;46326000.0;96215785.0;5361215.0
2013-01-01;2013-12-31;Coal;"FUEL MIX";31700.0;78.0;26425.0;46050.0;0.0;521152.0;625405.0;0
2013-01-01;2013-12-31;Oil;"FUEL MIX";7374.0;27.0;72404.0;23540.0;12863.0;32792.0;149000.0;0
2013-01-01;2013-12-31;Gas;"FUEL MIX";387.0;45164.0;8576.0;124471.0;57264.0;90610.0;326472.0;0
2013-01-01;2013-12-31;Electricity;"FUEL MIX";155.0;3064.0;2617.0;8383.0;12001.0;67382.0;93602.0;0
2013-01-01;2013-12-31;Other;"FUEL MIX";3315.0;15476.0;0.0;20722.0;16787.0;7191.0;63491.0;0
2013-01-01;2013-12-31;Total;"FUEL MIX";42931.0;63809.0;110022.0;223166.0;98915.0;719127.0;1257970.0;90000.0
2014-01-01;2014-12-31;"Alumina Production (tonnes)";;5307000.0;5551000.0;13175000.0;20269000.0;8179000.0;53796000.0;108102000.0;1825000.0
2014-01-01;2014-12-31;"Reporting Production (tonnes)";;2933921.0;5551000.0;13009859.0;20269000.0;7281765.0;53796000.0;102841545.0;5260455.0
2014-01-01;2014-12-31;Coal;"FUEL MIX";32045.0;71.0;28657.0;53153.0;0.0;543293.0;657219.0;0
2014-01-01;2014-12-31;Oil;"FUEL MIX";7514.0;25.0;71672.0;15678.0;9728.0;34185.0;138802.0;0
2014-01-01;2014-12-31;Gas;"FUEL MIX";361.0;50384.0;7838.0;126981.0;56912.0;94460.0;336936.0;0
2014-01-01;2014-12-31;Electricity;"FUEL MIX";75.0;3113.0;4026.0;10897.0;10330.0;70245.0;98686.0;0
2014-01-01;2014-12-31;Other;"FUEL MIX";2988.0;14727.0;0.0;11984.0;15636.0;7497.0;52832.0;0
2014-01-01;2014-12-31;Total;"FUEL MIX";42983.0;68320.0;112193.0;218693.0;92606.0;749680.0;1284475.0;75000.0
2015-01-01;2015-12-31;"Alumina Production (tonnes)";;5478000.0;5479000.0;12701000.0;19916000.0;8391000.0;56768000.0;111288000.0;2555000.0
2015-01-01;2015-12-31;"Reporting Production (tonnes)";;5302311.0;5189239.0;12345299.0;19904221.0;7630907.0;56768000.0;107139977.0;4148023.0
2015-01-01;2015-12-31;Coal;"FUEL MIX";54114.0;0.0;27387.0;56731.0;16265.0;535313.0;689810.0;0
2015-01-01;2015-12-31;Oil;"FUEL MIX";13314.0;0.0;70764.0;4131.0;156.0;33683.0;122048.0;0
2015-01-01;2015-12-31;Gas;"FUEL MIX";510.0;35672.0;7433.0;125744.0;69698.0;93072.0;332129.0;0
2015-01-01;2015-12-31;Electricity;"FUEL MIX";106.0;1980.0;3774.0;8446.0;11110.0;69213.0;94629.0;0
2015-01-01;2015-12-31;Other;"FUEL MIX";3609.0;13404.0;0.0;12954.0;187.0;7387.0;37541.0;0
2015-01-01;2015-12-31;Total;"FUEL MIX";71653.0;51056.0;109358.0;208006.0;97416.0;738668.0;1276157.0;52000.0
2016-01-01;2016-12-31;"Alumina Production (tonnes)";;6566000.0;3300000.0;12119000.0;20419000.0;8425000.0;58382000.0;112871000.0;3660000.0
2016-01-01;2016-12-31;"Reporting Production (tonnes)";;6566000.0;3291110.0;12119000.0;20419000.0;7683453.0;58382000.0;108460563.0;4410437.0
2016-01-01;2016-12-31;Coal;"FUEL MIX";55898.0;78.0;29352.0;66064.0;0.0;505767.0;657159.0;0
2016-01-01;2016-12-31;Oil;"FUEL MIX";13880.0;27.0;65737.0;4881.0;27.0;31824.0;116376.0;0
2016-01-01;2016-12-31;Gas;"FUEL MIX";663.0;25684.0;5607.0;129860.0;92138.0;87935.0;341887.0;0
2016-01-01;2016-12-31;Electricity;"FUEL MIX";186.0;12141.0;3357.0;5703.0;4627.0;65393.0;91407.0;0
2016-01-01;2016-12-31;Other;"FUEL MIX";3690.0;216.0;0.0;13192.0;316.0;6979.0;24393.0;0
2016-01-01;2016-12-31;Total;"FUEL MIX";74317.0;38146.0;104053.0;219700.0;97108.0;697898.0;1231222.0;55000.0
2017-01-01;2017-12-31;"Alumina Production (tonnes)";;8174000.0;2379000.0;11993000.0;20335000.0;8586000.0;67312000.0;124254000.0;5475000.0
2017-01-01;2017-12-31;"Reporting Production (tonnes)";;7451310.0;2272576.0;11991661.0;20335000.0;7886252.0;67312000.0;117248799.0;7005201.0
2017-01-01;2017-12-31;Coal;"FUEL MIX";46548.0;83.0;29229.0;67012.0;0.0;588006.0;730878.0;0
2017-01-01;2017-12-31;Oil;"FUEL MIX";16788.0;29.0;63836.0;2409.0;17.0;36999.0;120078.0;0
2017-01-01;2017-12-31;Gas;"FUEL MIX";12927.0;20944.0;5537.0;128722.0;94332.0;102233.0;364695.0;0
2017-01-01;2017-12-31;Electricity;"FUEL MIX";1669.0;1395.0;4243.0;5420.0;4515.0;76026.0;93268.0;0
2017-01-01;2017-12-31;Other;"FUEL MIX";3790.0;1.0;0.0;12701.0;322.0;8114.0;24928.0;0
2017-01-01;2017-12-31;Total;"FUEL MIX";81722.0;22452.0;102845.0;216264.0;99186.0;811379.0;1333847.0;100000.0
2018-01-01;2018-12-31;"Alumina Production (tonnes)";;8710000.0;2171000.0;9213000.0;19855000.0;8501000.0;67977000.0;121902000.0;5475000.0
2018-01-01;2018-12-31;"Reporting Production (tonnes)";;8030089.0;2112120.0;9213000.0;19816541.0;7656030.0;67977000.0;114804780.0;7097220.0
2018-01-01;2018-12-31;Coal;"FUEL MIX";48904.0;0.0;26064.0;67075.0;0.0;605777.0;747820.0;0
2018-01-01;2018-12-31;Oil;"FUEL MIX";14147.0;0.0;47317.0;425.0;28.0;38117.0;100034.0;0
2018-01-01;2018-12-31;Gas;"FUEL MIX";17276.0;15557.0;5491.0;125635.0;86228.0;105323.0;355510.0;0
2018-01-01;2018-12-31;Electricity;"FUEL MIX";1774.0;2501.0;3188.0;5619.0;4319.0;78324.0;95725.0;0
2018-01-01;2018-12-31;Other;"FUEL MIX";3768.0;1418.0;0.0;13546.0;293.0;8359.0;27384.0;0
2018-01-01;2018-12-31;Total;"FUEL MIX";85869.0;19476.0;82060.0;212300.0;90868.0;835900.0;1326473.0;60000.0
2019-01-01;2019-12-31;"Alumina Production (tonnes)";;9988000.0;2275000.0;10050000.0;20010000.0;8427000.0;67717000.0;123942000.0;5475000.0
2019-01-01;2019-12-31;"Reporting Production (tonnes)";;4778857.0;1391993.0;8903549.0;16555099.0;7666103.0;67717000.0;107012601.0;16929399.0
2019-01-01;2019-12-31;Coal;"FUEL MIX";19865.0;0.0;25886.0;38840.0;0.0;523281.0;607872.0;0
2019-01-01;2019-12-31;Oil;"FUEL MIX";11500.0;1.0;39961.0;106.0;137.0;32926.0;84631.0;0
2019-01-01;2019-12-31;Gas;"FUEL MIX";15842.0;5710.0;5491.0;115585.0;97758.0;90980.0;331366.0;0
2019-01-01;2019-12-31;Electricity;"FUEL MIX";3359.0;3115.0;3556.0;3643.0;4184.0;67658.0;85515.0;0
2019-01-01;2019-12-31;Other;"FUEL MIX";3728.0;1398.0;0.0;12866.0;148.0;7221.0;25361.0;0
2019-01-01;2019-12-31;Total;"FUEL MIX";54294.0;10224.0;74894.0;171040.0;102227.0;722066.0;1134745.0;210000.0
2020-01-01;2020-12-31;"Alumina Production (tonnes)";;12097000.0;2090000.0;11218000.0;20737000.0;8665000.0;67463000.0;125529000.0;3259000.0
2020-01-01;2020-12-31;"Reporting Production (tonnes)";;5020597.0;1406121.0;10123804.0;20696805.0;7957268.0;67463000.0;112667596.0;16120404.0
2020-01-01;2020-12-31;Coal;"FUEL MIX";18516.0;0.0;27593.0;66132.0;0.0;531830.0;644071.0;0
2020-01-01;2020-12-31;Oil;"FUEL MIX";13228.0;15.0;45695.0;552.0;129.0;33464.0;93082.0;0
2020-01-01;2020-12-31;Gas;"FUEL MIX";18355.0;6927.0;2659.0;131804.0;100841.0;92467.0;353053.0;0
2020-01-01;2020-12-31;Electricity;"FUEL MIX";217.0;2717.0;3330.0;5151.0;4067.0;68763.0;84245.0;0
2020-01-01;2020-12-31;Other;"FUEL MIX";3137.0;0.0;2252.0;12736.0;4361.0;7339.0;29824.0;0
2020-01-01;2020-12-31;Total;"FUEL MIX";53451.0;9659.0;81530.0;216376.0;109397.0;733863.0;1204276.0;198000.0
2021-01-01;2021-12-31;"Alumina Production (tonnes)";;12827000.0;1974000.0;11415000.0;20470000.0;8707000.0;71496000.0;130414000.0;3525000.0
2021-01-01;2021-12-31;"Reporting Production (tonnes)";;7051578.0;1362312.0;10707917.0;20470000.0;8191010.0;71496000.0;119278817.0;14660183.0
2021-01-01;2021-12-31;Coal;"FUEL MIX";20326.0;0.0;25968.0;62232.0;0;621819.0;730344.0;0
2021-01-01;2021-12-31;Oil;"FUEL MIX";14134.0;4.0;49390.0;593.0;44.0;47555.0;111721.0;0
2021-01-01;2021-12-31;Gas;"FUEL MIX";33835.0;7232.0;2256.0;149421.0;103723.0;41231.0;337699.0;0
2021-01-01;2021-12-31;Electricity;"FUEL MIX";2533.0;2187.0;3772.0;15458.0;3061.0;62240.0;89251.0;0
2021-01-01;2021-12-31;Other;"FUEL MIX";1604.0;0.0;2954.0;668.0;147.0;2787.0;8159.0;0
2021-01-01;2021-12-31;Total;"FUEL MIX";72431.0;9423.0;84340.0;228372.0;106976.0;775632.0;1277174.0;194000.0
2022-01-01;2022-12-31;"Alumina Production (tonnes)";;13441000.0;1846000.0;10649000.0;19693000.0;6379000.0;75775000.0;133131000.0;5348000.0
2022-01-01;2022-12-31;"Reporting Production (tonnes)";;7852670.0;1364028.0;10556854.0;19447216.0;5220824.0;75775000.0;120216592.0;12914408.0
2022-01-01;2022-12-31;Coal;"FUEL MIX";22762.0;0.0;26869.0;59767.0;0;518247.0;627645.0;0
2022-01-01;2022-12-31;Oil;"FUEL MIX";14626.0;4.0;46321.0;1131.0;1064.0;32609.0;95755.0;0
2022-01-01;2022-12-31;Gas;"FUEL MIX";37150.0;7154.0;2504.0;125756.0;69122.0;90105.0;331792.0;0
2022-01-01;2022-12-31;Electricity;"FUEL MIX";7616.0;3309.0;4020.0;14562.0;1535.0;67007.0;98048.0;0
2022-01-01;2022-12-31;Other;"FUEL MIX";1743.0;0.0;3024.0;13288.0;9.0;7151.0;25215.0;0
2022-01-01;2022-12-31;Total;"FUEL MIX";83897.0;10467.0;82738.0;214503.0;71730.0;715119.0;1178455.0;180000.0
2023-01-01;2023-12-31;"Alumina Production (tonnes)";;13014000.0;1945000.0;11112000.0;18680000.0;5280000.0;78159000.0;133538000.0;5348000.0
2023-01-01;2023-12-31;"Reporting Production (tonnes)";;9566436.0;1388088.0;10104992.0;18680000.0;4625631.0;78159000.0;122524147.0;11013853.0
2023-01-01;2023-12-31;Coal;"FUEL MIX";36070.0;0.0;23295.0;59243.0;0.0;394071.0;512679.0;0
2023-01-01;2023-12-31;Oil;"FUEL MIX";18541.0;6.0;47239.0;952.0;256.0;0.0;66993.0;0
2023-01-01;2023-12-31;Gas;"FUEL MIX";37763.0;7614.0;2307.0;114101.0;59589.0;254488.0;475862.0;0
2023-01-01;2023-12-31;Electricity;"FUEL MIX";4284.0;2911.0;4481.0;15156.0;1501.0;62722.0;91055.0;0
2023-01-01;2023-12-31;Other;"FUEL MIX";1836.0;0.0;3233.0;12070.0;9265.0;5655.0;32058.0;0
2023-01-01;2023-12-31;Total;"FUEL MIX";98494.0;10531.0;80554.0;201521.0;70611.0;716937.0;1178648.0;160000.0
